,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,5111,三村岳人,46,36,6.88,1,0.13,24,1R,曇り,北西,2,1,2022_10_17,2022_10_17_24_1R
1,2,3,5029,中亮太,19,79,6.97,3,0.11,24,1R,曇り,北西,2,1,2022_10_17,2022_10_17_24_1R
2,3,4,3787,天野誠,30,74,6.99,4,0.16,24,1R,曇り,北西,2,1,2022_10_17,2022_10_17_24_1R
3,4,2,4695,尾崎雄二,61,86,6.94,2,0.17,24,1R,曇り,北西,2,1,2022_10_17,2022_10_17_24_1R
4,5,5,3571,寺本武司,23,45,6.99,5,0.21,24,1R,曇り,北西,2,1,2022_10_17,2022_10_17_24_1R
5,6,6,5203,神里琴音,67,19,6.87,6,0.26,24,1R,曇り,北西,2,1,2022_10_17,2022_10_17_24_1R
6,1,1,4969,町田洸希,76,73,6.90,1,0.09,24,2R,曇り,北西,2,1,2022_10_17,2022_10_17_24_2R
7,2,4,4715,村上遼,65,56,6.96,4,0.08,24,2R,曇り,北西,2,1,2022_10_17,2022_10_17_24_2R
8,3,3,4656,大崎翔,15,46,6.92,3,0.07,24,2R,曇り,北西,2,1,2022_10_17,2022_10_17_24_2R
9,4,2,3559,水長照雄,79,77,6.91,2,0.12,24,2R,曇り,北西,2,1,2022_10_17,2022_10_17_24_2R
10,5,5,3508,久富政弘,63,43,6.96,5,0.09,24,2R,曇り,北西,2,1,2022_10_17,2022_10_17_24_2R
11,6,6,4747,山戸信二,17,48,6.91,6,0.13,24,2R,曇り,北西,2,1,2022_10_17,2022_10_17_24_2R
12,1,1,5081,篠原飛翔,28,17,6.88,1,0.11,24,3R,曇り,北,3,2,2022_10_17,2022_10_17_24_3R
13,2,5,4163,山崎裕司,44,72,6.88,5,0.16,24,3R,曇り,北,3,2,2022_10_17,2022_10_17_24_3R
14,3,3,4263,武重雄介,59,23,6.93,4,0.24,24,3R,曇り,北,3,2,2022_10_17,2022_10_17_24_3R
15,4,2,4154,森安弘雅,55,61,6.86,2,0.18,24,3R,曇り,北,3,2,2022_10_17,2022_10_17_24_3R
16,5,4,3920,正木聖賢,50,39,6.94,3,0.09,24,3R,曇り,北,3,2,2022_10_17,2022_10_17_24_3R
17,6,6,4855,江頭賢太,22,26,6.92,6,0.21,24,3R,曇り,北,3,2,2022_10_17,2022_10_17_24_3R
18,1,4,4544,松田大志郎,66,35,6.82,4,0.14,24,4R,曇り,北,2,1,2022_10_17,2022_10_17_24_4R
19,2,2,3522,長溝一生,36,37,6.93,2,0.16,24,4R,曇り,北,2,1,2022_10_17,2022_10_17_24_4R
20,3,6,4643,近江翔吾,34,44,6.85,6,0.22,24,4R,曇り,北,2,1,2022_10_17,2022_10_17_24_4R
21,4,5,3837,秋山広一,48,82,6.91,5,0.19,24,4R,曇り,北,2,1,2022_10_17,2022_10_17_24_4R
22,5,3,3501,川上昇平,80,51,6.93,3,0.19,24,4R,曇り,北,2,1,2022_10_17,2022_10_17_24_4R
23,6,1,4866,橋本英一,64,38,6.94,1,0.19,24,4R,曇り,北,2,1,2022_10_17,2022_10_17_24_4R
24,1,4,5192,中尾優香,60,34,6.85,4,0.26,24,5R,曇り,北西,4,3,2022_10_17,2022_10_17_24_5R
