,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4447,深川麻奈美,72,163,6.83,1,0.21,22,1R,晴,北,2,3,2020_4_7,1-2-4,450,1-2-4,160,1-2,280,1-2,310,2020_4_7_22_1R
1,2,2,4874,池田奈津美,57,116,6.90,2,0.29,22,1R,晴,北,2,3,2020_4_7,1-2-4,450,1-2-4,160,1-2,280,1-2,310,2020_4_7_22_1R
2,3,4,4714,喜多須杏奈,39,137,6.89,4,0.31,22,1R,晴,北,2,3,2020_4_7,1-2-4,450,1-2-4,160,1-2,280,1-2,310,2020_4_7_22_1R
3,4,3,4246,喜多那由夏,29,114,6.92,3,0.37,22,1R,晴,北,2,3,2020_4_7,1-2-4,450,1-2-4,160,1-2,280,1-2,310,2020_4_7_22_1R
4,5,6,5116,金子七海,15,135,6.94,6,0.39,22,1R,晴,北,2,3,2020_4_7,1-2-4,450,1-2-4,160,1-2,280,1-2,310,2020_4_7_22_1R
5,6,5,4806,佐藤享子,55,132,6.90,5,0.39,22,1R,晴,北,2,3,2020_4_7,1-2-4,450,1-2-4,160,1-2,280,1-2,310,2020_4_7_22_1R
6,1,3,4387,平山智加,19,133,6.87,3,0.18,22,2R,晴,北,2,3,2020_4_7,3-1-5,680,1-3-5,270,3-1,340,1-3,130,2020_4_7_22_2R
7,2,1,3871,池田紫乃,69,145,6.84,1,0.24,22,2R,晴,北,2,3,2020_4_7,3-1-5,680,1-3-5,270,3-1,340,1-3,130,2020_4_7_22_2R
8,3,5,4901,出口舞有子,65,113,6.84,5,0.19,22,2R,晴,北,2,3,2020_4_7,3-1-5,680,1-3-5,270,3-1,340,1-3,130,2020_4_7_22_2R
9,4,2,4275,菅野はやか,64,169,6.83,2,0.24,22,2R,晴,北,2,3,2020_4_7,3-1-5,680,1-3-5,270,3-1,340,1-3,130,2020_4_7_22_2R
10,5,4,4414,大澤真菜,25,161,6.91,4,0.21,22,2R,晴,北,2,3,2020_4_7,3-1-5,680,1-3-5,270,3-1,340,1-3,130,2020_4_7_22_2R
11,6,6,4400,加藤奈月,13,144,7.00,6,0.21,22,2R,晴,北,2,3,2020_4_7,3-1-5,680,1-3-5,270,3-1,340,1-3,130,2020_4_7_22_2R
12,1,1,4694,高田綾,58,118,6.78,1,0.04,22,3R,晴,北,2,3,2020_4_7,1-5-3,13110,1-3-5,2980,1-5,2410,1-5,1850,2020_4_7_22_3R
13,2,5,4961,西橋奈未,68,159,6.87,5,0.25,22,3R,晴,北,2,3,2020_4_7,1-5-3,13110,1-3-5,2980,1-5,2410,1-5,1850,2020_4_7_22_3R
14,3,3,4963,實森美祐,16,140,6.90,3,0.08,22,3R,晴,北,2,3,2020_4_7,1-5-3,13110,1-3-5,2980,1-5,2410,1-5,1850,2020_4_7_22_3R
15,4,4,4964,土屋南,54,112,6.88,4,0.22,22,3R,晴,北,2,3,2020_4_7,1-5-3,13110,1-3-5,2980,1-5,2410,1-5,1850,2020_4_7_22_3R
16,5,2,4825,倉持莉々,73,153,6.91,2,0.06,22,3R,晴,北,2,3,2020_4_7,1-5-3,13110,1-3-5,2980,1-5,2410,1-5,1850,2020_4_7_22_3R
17,6,6,4244,鈴木成美,43,152,6.91,6,0.21,22,3R,晴,北,2,3,2020_4_7,1-5-3,13110,1-3-5,2980,1-5,2410,1-5,1850,2020_4_7_22_3R
18,1,4,4208,三浦永理,70,115,6.87,4,0.18,22,4R,晴,北,2,3,2020_4_7,4-5-2,21600,2-4-5,4080,4-5,5500,4-5,4520,2020_4_7_22_4R
19,2,5,3280,垣内清美,27,106,6.87,5,0.27,22,4R,晴,北,2,3,2020_4_7,4-5-2,21600,2-4-5,4080,4-5,5500,4-5,4520,2020_4_7_22_4R
20,3,2,4286,平田さやか,14,107,6.82,2,0.20,22,4R,晴,北,2,3,2020_4_7,4-5-2,21600,2-4-5,4080,4-5,5500,4-5,4520,2020_4_7_22_4R
21,4,1,4014,片岡恵里,40,105,6.83,1,0.28,22,4R,晴,北,2,3,2020_4_7,4-5-2,21600,2-4-5,4080,4-5,5500,4-5,4520,2020_4_7_22_4R
22,5,3,4987,島倉都,41,126,6.78,3,0.21,22,4R,晴,北,2,3,2020_4_7,4-5-2,21600,2-4-5,4080,4-5,5500,4-5,4520,2020_4_7_22_4R
23,6,6,4519,清水沙樹,52,164,6.80,6,0.17,22,4R,晴,北,2,3,2020_4_7,4-5-2,21600,2-4-5,4080,4-5,5500,4-5,4520,2020_4_7_22_4R
24,1,3,4714,喜多須杏奈,39,137,6.83,3,0.17,22,5R,晴,北,1,2,2020_4_7,3-2-4,4210,2-3-4,1000,3-2,1400,2-3,520,2020_4_7_22_5R
25,2,2,4870,新田有理,26,121,6.76,2,0.13,22,5R,晴,北,1,2,2020_4_7,3-2-4,4210,2-3-4,1000,3-2,1400,2-3,520,2020_4_7_22_5R
26,3,4,3175,渡辺千草,46,158,6.88,4,0.20,22,5R,晴,北,1,2,2020_4_7,3-2-4,4210,2-3-4,1000,3-2,1400,2-3,520,2020_4_7_22_5R
27,4,6,4347,魚谷香織,22,142,6.88,5,0.17,22,5R,晴,北,1,2,2020_4_7,3-2-4,4210,2-3-4,1000,3-2,1400,2-3,520,2020_4_7_22_5R
28,5,1,4738,清埜翔子,17,170,6.84,1,0.19,22,5R,晴,北,1,2,2020_4_7,3-2-4,4210,2-3-4,1000,3-2,1400,2-3,520,2020_4_7_22_5R
29,6,5,3993,永井聖美,74,146,6.86,6,0.19,22,5R,晴,北,1,2,2020_4_7,3-2-4,4210,2-3-4,1000,3-2,1400,2-3,520,2020_4_7_22_5R
30,1,2,4936,戸敷晃美,21,151,6.87,2,0.20,22,6R,晴,北,2,3,2020_4_7,2-1-4,2170,1-2-4,410,2-1,1300,1-2,270,2020_4_7_22_6R
31,2,1,3207,田村美和,32,154,6.84,1,0.19,22,6R,晴,北,2,3,2020_4_7,2-1-4,2170,1-2-4,410,2-1,1300,1-2,270,2020_4_7_22_6R
32,3,4,4304,藤崎小百合,75,141,6.91,4,0.17,22,6R,晴,北,2,3,2020_4_7,2-1-4,2170,1-2-4,410,2-1,1300,1-2,270,2020_4_7_22_6R
