,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4512,高野哲史,36,60,6.88,1,0.11,24,1R,晴,北西,1,1,2019_3_30,1-5-2,1860,1-2-5,490,1-5,800,1-5,390,2019_3_30_24_1R
1,2,5,4290,稲田浩二,25,74,6.81,5,0.07,24,1R,晴,北西,1,1,2019_3_30,1-5-2,1860,1-2-5,490,1-5,800,1-5,390,2019_3_30_24_1R
2,3,2,4096,石橋道友,33,33,6.86,2,0.12,24,1R,晴,北西,1,1,2019_3_30,1-5-2,1860,1-2-5,490,1-5,800,1-5,390,2019_3_30_24_1R
3,4,4,4269,杉山裕也,11,48,6.83,4,0.13,24,1R,晴,北西,1,1,2019_3_30,1-5-2,1860,1-2-5,490,1-5,800,1-5,390,2019_3_30_24_1R
4,5,6,4308,河村了,21,46,6.86,6,0.19,24,1R,晴,北西,1,1,2019_3_30,1-5-2,1860,1-2-5,490,1-5,800,1-5,390,2019_3_30_24_1R
5,1,2,4503,上野真之介,15,17,6.98,2,0.11,24,2R,晴,北西,2,1,2019_3_30,2-3-1,7100,1-2-3,320,2-3,2460,2-3,1390,2019_3_30_24_2R
6,2,3,3909,佐々木康幸,29,58,6.98,3,0.12,24,2R,晴,北西,2,1,2019_3_30,2-3-1,7100,1-2-3,320,2-3,2460,2-3,1390,2019_3_30_24_2R
7,3,1,4643,近江翔吾,40,41,6.88,1,0.09,24,2R,晴,北西,2,1,2019_3_30,2-3-1,7100,1-2-3,320,2-3,2460,2-3,1390,2019_3_30_24_2R
8,4,4,3251,平石和男,27,37,7.04,4,0.18,24,2R,晴,北西,2,1,2019_3_30,2-3-1,7100,1-2-3,320,2-3,2460,2-3,1390,2019_3_30_24_2R
9,5,5,3783,瓜生正義,12,50,6.89,5,0.19,24,2R,晴,北西,2,1,2019_3_30,2-3-1,7100,1-2-3,320,2-3,2460,2-3,1390,2019_3_30_24_2R
10,6,6,4216,星栄爾,64,52,6.92,6,0.26,24,2R,晴,北西,2,1,2019_3_30,2-3-1,7100,1-2-3,320,2-3,2460,2-3,1390,2019_3_30_24_2R
11,1,1,4064,原田篤志,68,15,6.86,1,0.13,24,3R,晴,北西,2,1,2019_3_30,1-2-3,760,1-2-3,350,1-2,300,1-2,190,2019_3_30_24_3R
12,2,2,4497,桑原悠,31,62,6.83,2,0.21,24,3R,晴,北西,2,1,2019_3_30,1-2-3,760,1-2-3,350,1-2,300,1-2,190,2019_3_30_24_3R
13,3,3,4371,西山貴浩,74,21,6.96,3,0.24,24,3R,晴,北西,2,1,2019_3_30,1-2-3,760,1-2-3,350,1-2,300,1-2,190,2019_3_30_24_3R
14,4,5,4547,中田竜太,61,36,6.96,5,0.17,24,3R,晴,北西,2,1,2019_3_30,1-2-3,760,1-2-3,350,1-2,300,1-2,190,2019_3_30_24_3R
15,5,6,4496,内堀学,14,69,6.89,6,0.17,24,3R,晴,北西,2,1,2019_3_30,1-2-3,760,1-2-3,350,1-2,300,1-2,190,2019_3_30_24_3R
16,6,4,4095,福来剛,66,67,6.90,4,0.18,24,3R,晴,北西,2,1,2019_3_30,1-2-3,760,1-2-3,350,1-2,300,1-2,190,2019_3_30_24_3R
17,1,2,4188,久田敏之,49,19,6.93,2,0.05,24,4R,晴,北西,2,1,2019_3_30,2-1-5,1560,1-2-5,320,2-1,810,1-2,260,2019_3_30_24_4R
18,2,1,3961,谷村一哉,16,30,6.90,1,0.08,24,4R,晴,北西,2,1,2019_3_30,2-1-5,1560,1-2-5,320,2-1,810,1-2,260,2019_3_30_24_4R
19,3,5,4444,桐生順平,20,20,6.83,5,0.16,24,4R,晴,北西,2,1,2019_3_30,2-1-5,1560,1-2-5,320,2-1,810,1-2,260,2019_3_30_24_4R
20,4,4,3788,一宮稔弘,44,39,6.92,4,0.17,24,4R,晴,北西,2,1,2019_3_30,2-1-5,1560,1-2-5,320,2-1,810,1-2,260,2019_3_30_24_4R
21,5,6,4384,鶴本崇文,58,64,6.85,6,0.18,24,4R,晴,北西,2,1,2019_3_30,2-1-5,1560,1-2-5,320,2-1,810,1-2,260,2019_3_30_24_4R
22,6,3,3946,赤岩善生,39,47,6.98,3,0.09,24,4R,晴,北西,2,1,2019_3_30,2-1-5,1560,1-2-5,320,2-1,810,1-2,260,2019_3_30_24_4R
23,1,1,4500,山田康二,32,11,6.86,1,0.16,24,5R,晴,北,2,1,2019_3_30,1-3-4,1540,1-3-4,800,1-3,470,1-3,450,2019_3_30_24_5R
24,2,3,4096,石橋道友,33,33,6.88,3,0.09,24,5R,晴,北,2,1,2019_3_30,1-3-4,1540,1-3-4,800,1-3,470,1-3,450,2019_3_30_24_5R
25,3,4,4512,高野哲史,36,60,6.85,4,0.17,24,5R,晴,北,2,1,2019_3_30,1-3-4,1540,1-3-4,800,1-3,470,1-3,450,2019_3_30_24_5R
26,4,5,4831,羽野直也,69,31,6.87,5,0.11,24,5R,晴,北,2,1,2019_3_30,1-3-4,1540,1-3-4,800,1-3,470,1-3,450,2019_3_30_24_5R
27,5,2,4171,榎幸司,59,43,6.86,2,0.18,24,5R,晴,北,2,1,2019_3_30,1-3-4,1540,1-3-4,800,1-3,470,1-3,450,2019_3_30_24_5R
28,6,6,4601,森野正弘,47,57,6.85,6,0.12,24,5R,晴,北,2,1,2019_3_30,1-3-4,1540,1-3-4,800,1-3,470,1-3,450,2019_3_30_24_5R
29,1,1,3622,山崎智也,13,44,6.86,1,0.14,24,6R,曇り,北西,1,1,2019_3_30,1-4-6,1930,1-4-6,1210,1-4,350,1-4,380,2019_3_30_24_6R
30,2,4,4497,桑原悠,31,62,6.82,4,0.19,24,6R,曇り,北西,1,1,2019_3_30,1-4-6,1930,1-4-6,1210,1-4,350,1-4,380,2019_3_30_24_6R
31,3,6,4734,安河内将,46,22,6.90,6,0.24,24,6R,曇り,北西,1,1,2019_3_30,1-4-6,1930,1-4-6,1210,1-4,350,1-4,380,2019_3_30_24_6R
32,4,3,3783,瓜生正義,12,50,6.80,3,0.22,24,6R,曇り,北西,1,1,2019_3_30,1-4-6,1930,1-4-6,1210,1-4,350,1-4,380,2019_3_30_24_6R
33,5,5,3909,佐々木康幸,29,58,6.86,5,0.25,24,6R,曇り,北西,1,1,2019_3_30,1-4-6,1930,1-4-6,1210,1-4,350,1-4,380,2019_3_30_24_6R
34,6,2,4308,河村了,21,46,6.85,2,0.16,24,6R,曇り,北西,1,1,2019_3_30,1-4-6,1930,1-4-6,1210,1-4,350,1-4,380,2019_3_30_24_6R
35,1,1,4168,石野貴之,55,24,6.81,1,0.11,24,7R,曇り,北西,2,1,2019_3_30,1-2-3,490,1-2-3,220,1-2,260,1-2,190,2019_3_30_24_7R
36,2,2,4290,稲田浩二,25,74,6.87,2,0.11,24,7R,曇り,北西,2,1,2019_3_30,1-2-3,490,1-2-3,220,1-2,260,1-2,190,2019_3_30_24_7R
37,3,3,4064,原田篤志,68,15,6.88,3,0.14,24,7R,曇り,北西,2,1,2019_3_30,1-2-3,490,1-2-3,220,1-2,260,1-2,190,2019_3_30_24_7R
38,4,4,4496,内堀学,14,69,6.94,4,0.15,24,7R,曇り,北西,2,1,2019_3_30,1-2-3,490,1-2-3,220,1-2,260,1-2,190,2019_3_30_24_7R
39,5,6,4503,上野真之介,15,17,6.89,6,0.09,24,7R,曇り,北西,2,1,2019_3_30,1-2-3,490,1-2-3,220,1-2,260,1-2,190,2019_3_30_24_7R
