,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,3993,永井聖美,14,71,6.87,4,0.16,23,1R,曇り,北東,7,7,2022_1_24,2022_1_24_23_1R
1,2,2,4981,牧山敦也,17,54,6.91,2,0.18,23,1R,曇り,北東,7,7,2022_1_24,2022_1_24_23_1R
2,3,1,3439,大平誉史明,40,62,6.89,1,0.21,23,1R,曇り,北東,7,7,2022_1_24,2022_1_24_23_1R
3,4,5,3809,吉田光,62,78,7.04,5,0.24,23,1R,曇り,北東,7,7,2022_1_24,2022_1_24_23_1R
4,5,3,3773,津留浩一郎,65,64,6.93,3,0.39,23,1R,曇り,北東,7,7,2022_1_24,2022_1_24_23_1R
5,6,6,5193,米丸乃絵,72,88,6.91,6,0.11,23,1R,曇り,北東,7,7,2022_1_24,2022_1_24_23_1R
6,1,1,4852,川原祐明,59,39,6.89,1,0.21,23,2R,曇り,北東,7,7,2022_1_24,2022_1_24_23_2R
7,2,6,3352,小川晃司,25,67,6.90,6,0.13,23,2R,曇り,北東,7,7,2022_1_24,2022_1_24_23_2R
8,3,2,4640,山ノ内雅人,69,59,6.82,2,0.23,23,2R,曇り,北東,7,7,2022_1_24,2022_1_24_23_2R
9,4,4,3858,織田猛,21,84,6.86,3,0.17,23,2R,曇り,北東,7,7,2022_1_24,2022_1_24_23_2R
10,5,3,3964,宮地博士,75,81,6.94,5,0.15,23,2R,曇り,北東,7,7,2022_1_24,2022_1_24_23_2R
11,6,5,3741,松尾基成,61,56,6.96,4,0.19,23,2R,曇り,北東,7,7,2022_1_24,2022_1_24_23_2R
12,1,3,3478,嶋田貴支,52,32,6.96,3,0.25,23,3R,曇り,北東,7,7,2022_1_24,2022_1_24_23_3R
13,2,4,3070,山室展弘,66,53,6.89,4,0.31,23,3R,曇り,北東,7,7,2022_1_24,2022_1_24_23_3R
14,3,2,5102,原田雄次,68,47,6.97,2,0.26,23,3R,曇り,北東,7,7,2022_1_24,2022_1_24_23_3R
15,4,1,3568,木村光宏,23,34,6.82,1,0.28,23,3R,曇り,北東,7,7,2022_1_24,2022_1_24_23_3R
16,5,5,4557,松尾光広,24,42,6.90,5,0.33,23,3R,曇り,北東,7,7,2022_1_24,2022_1_24_23_3R
