,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3822,平尾崇典,30,84,6.61,1,0.19,23,1R,晴,北西,3,3,2022_3_5,2022_3_5_23_1R
1,2,3,4302,西野翔太,69,67,6.72,3,0.21,23,1R,晴,北西,3,3,2022_3_5,2022_3_5_23_1R
2,3,4,4174,赤坂俊輔,14,55,6.73,4,0.19,23,1R,晴,北西,3,3,2022_3_5,2022_3_5_23_1R
3,4,6,4776,竹田和哉,36,68,6.73,6,0.11,23,1R,晴,北西,3,3,2022_3_5,2022_3_5_23_1R
4,5,5,3959,坪井康晴,52,62,6.67,5,0.13,23,1R,晴,北西,3,3,2022_3_5,2022_3_5_23_1R
5,6,2,4808,松尾拓,59,87,6.77,2,0.17,23,1R,晴,北西,3,3,2022_3_5,2022_3_5_23_1R
6,1,1,4074,柳沢一,73,35,6.63,1,0.16,23,2R,晴,北西,4,4,2022_3_5,2022_3_5_23_2R
7,2,2,4049,荒川健太,28,71,6.64,2,0.21,23,2R,晴,北西,4,4,2022_3_5,2022_3_5_23_2R
8,3,6,4888,金児隆太,55,43,6.65,5,0.17,23,2R,晴,北西,4,4,2022_3_5,2022_3_5_23_2R
9,4,3,3779,原田幸哉,22,42,6.69,3,0.19,23,2R,晴,北西,4,4,2022_3_5,2022_3_5_23_2R
10,5,4,4669,井上茂,57,79,6.70,4,0.21,23,2R,晴,北西,4,4,2022_3_5,2022_3_5_23_2R
11,6,5,4052,興津藍,71,86,6.69,6,0.19,23,2R,晴,北西,4,4,2022_3_5,2022_3_5_23_2R
12,1,5,4266,長田頼宗,41,47,6.64,5,0.09,23,3R,晴,北西,4,4,2022_3_5,2022_3_5_23_3R
13,2,3,4337,平本真之,17,72,6.66,3,0.03,23,3R,晴,北西,4,4,2022_3_5,2022_3_5_23_3R
14,3,2,4573,佐藤翼,26,58,6.67,2,0.01,23,3R,晴,北西,4,4,2022_3_5,2022_3_5_23_3R
15,4,4,4044,湯川浩司,24,36,6.63,4,0.06,23,3R,晴,北西,4,4,2022_3_5,2022_3_5_23_3R
16,5,6,4348,宮崎奨,54,56,6.70,6,0.13,23,3R,晴,北西,4,4,2022_3_5,2022_3_5_23_3R
17,6,1,3557,太田和美,63,46,6.66,1,0.21,23,3R,晴,北西,4,4,2022_3_5,2022_3_5_23_3R
18,1,1,4042,丸岡正典,32,63,6.68,1,0.19,23,4R,晴,北西,5,5,2022_3_5,2022_3_5_23_4R
19,2,4,4290,稲田浩二,70,41,6.67,4,0.16,23,4R,晴,北西,5,5,2022_3_5,2022_3_5_23_4R
20,3,6,4522,古澤光紀,60,53,6.68,6,0.12,23,4R,晴,北西,5,5,2022_3_5,2022_3_5_23_4R
21,4,5,4649,和田操拓,34,52,6.67,5,0.06,23,4R,晴,北西,5,5,2022_3_5,2022_3_5_23_4R
22,5,2,4661,中島昂章,19,50,6.69,2,0.19,23,4R,晴,北西,5,5,2022_3_5,2022_3_5_23_4R
23,6,3,4566,塩田北斗,67,51,6.64,3,0.25,23,4R,晴,北西,5,5,2022_3_5,2022_3_5_23_4R
24,1,1,4205,山口剛,66,80,6.69,1,0.08,23,5R,晴,北西,4,4,2022_3_5,2022_3_5_23_5R
25,2,2,4064,原田篤志,48,73,6.67,2,0.14,23,5R,晴,北西,4,4,2022_3_5,2022_3_5_23_5R
26,3,3,4174,赤坂俊輔,14,55,6.69,3,0.15,23,5R,晴,北西,4,4,2022_3_5,2022_3_5_23_5R
27,4,4,3822,平尾崇典,30,84,6.61,4,0.31,23,5R,晴,北西,4,4,2022_3_5,2022_3_5_23_5R
28,5,5,4561,藤山翔大,20,78,6.58,5,0.28,23,5R,晴,北西,4,4,2022_3_5,2022_3_5_23_5R
29,6,6,3679,飯島昌弘,47,88,6.69,6,0.33,23,5R,晴,北西,4,4,2022_3_5,2022_3_5_23_5R
30,1,1,3779,原田幸哉,22,42,6.66,1,0.15,23,6R,晴,西,6,6,2022_3_5,2022_3_5_23_6R
31,2,3,3959,坪井康晴,52,62,6.64,3,0.16,23,6R,晴,西,6,6,2022_3_5,2022_3_5_23_6R
32,3,2,4776,竹田和哉,36,68,6.63,2,0.17,23,6R,晴,西,6,6,2022_3_5,2022_3_5_23_6R
33,4,4,4049,荒川健太,28,71,6.65,4,0.22,23,6R,晴,西,6,6,2022_3_5,2022_3_5_23_6R
34,5,5,4669,井上茂,57,79,6.67,5,0.13,23,6R,晴,西,6,6,2022_3_5,2022_3_5_23_6R
35,6,6,4808,松尾拓,59,87,6.71,6,0.09,23,6R,晴,西,6,6,2022_3_5,2022_3_5_23_6R
36,1,3,3557,太田和美,63,46,6.65,3,0.19,23,7R,晴,西,5,5,2022_3_5,2022_3_5_23_7R
37,2,1,4044,湯川浩司,24,36,6.59,1,0.15,23,7R,晴,西,5,5,2022_3_5,2022_3_5_23_7R
38,3,4,4074,柳沢一,73,35,6.65,4,0.15,23,7R,晴,西,5,5,2022_3_5,2022_3_5_23_7R
39,4,2,4888,金児隆太,55,43,6.57,2,0.21,23,7R,晴,西,5,5,2022_3_5,2022_3_5_23_7R
40,5,5,4661,中島昂章,19,50,6.62,5,0.23,23,7R,晴,西,5,5,2022_3_5,2022_3_5_23_7R
41,6,6,4573,佐藤翼,26,58,6.62,6,0.26,23,7R,晴,西,5,5,2022_3_5,2022_3_5_23_7R
42,1,1,4337,平本真之,17,72,6.63,1,0.13,23,8R,晴,北西,4,4,2022_3_5,2022_3_5_23_8R
43,2,4,4042,丸岡正典,32,63,6.71,4,0.12,23,8R,晴,北西,4,4,2022_3_5,2022_3_5_23_8R
44,3,5,4566,塩田北斗,67,51,6.65,5,0.11,23,8R,晴,北西,4,4,2022_3_5,2022_3_5_23_8R
45,4,6,4266,長田頼宗,41,47,6.64,6,0.15,23,8R,晴,北西,4,4,2022_3_5,2022_3_5_23_8R
46,5,2,4348,宮崎奨,54,56,6.68,2,0.19,23,8R,晴,北西,4,4,2022_3_5,2022_3_5_23_8R
47,6,3,4522,古澤光紀,60,53,6.72,3,0.11,23,8R,晴,北西,4,4,2022_3_5,2022_3_5_23_8R
48,1,5,4290,稲田浩二,70,41,6.63,5,0.12,23,9R,晴,北西,4,4,2022_3_5,2022_3_5_23_9R
49,2,6,4064,原田篤志,48,73,6.58,6,0.12,23,9R,晴,北西,4,4,2022_3_5,2022_3_5_23_9R
50,3,1,4649,和田操拓,34,52,6.64,1,0.11,23,9R,晴,北西,4,4,2022_3_5,2022_3_5_23_9R
51,4,3,4561,藤山翔大,20,78,6.54,3,0.15,23,9R,晴,北西,4,4,2022_3_5,2022_3_5_23_9R
52,5,2,4302,西野翔太,69,67,6.66,2,0.16,23,9R,晴,北西,4,4,2022_3_5,2022_3_5_23_9R
53,1,2,3941,池田浩二,49,65,6.62,2,0.05,23,10R,晴,北西,4,4,2022_3_5,2022_3_5_23_10R
54,2,1,3960,菊地孝平,74,54,6.65,1,0.05,23,10R,晴,北西,4,4,2022_3_5,2022_3_5_23_10R
55,3,4,4075,中野次郎,27,44,6.75,4,0.11,23,10R,晴,北西,4,4,2022_3_5,2022_3_5_23_10R
56,4,5,3854,吉川元浩,58,37,6.62,5,0.06,23,10R,晴,北西,4,4,2022_3_5,2022_3_5_23_10R
57,5,6,4503,上野真之介,39,76,6.70,6,0.06,23,10R,晴,北西,4,4,2022_3_5,2022_3_5_23_10R
58,6,3,4624,高田明,35,75,6.61,3,0.17,23,10R,晴,北西,4,4,2022_3_5,2022_3_5_23_10R
59,1,1,4512,高野哲史,11,64,6.55,1,0.13,23,11R,晴,北西,3,3,2022_3_5,2022_3_5_23_11R
60,2,6,4256,渡辺浩司,29,34,6.67,6,0.09,23,11R,晴,北西,3,3,2022_3_5,2022_3_5_23_11R
61,3,3,4537,渡邉和将,38,66,6.60,3,0.11,23,11R,晴,北西,3,3,2022_3_5,2022_3_5_23_11R
62,4,2,3961,谷村一哉,68,49,6.66,2,0.09,23,11R,晴,北西,3,3,2022_3_5,2022_3_5_23_11R
63,5,4,4227,安達裕樹,23,39,6.65,4,0.09,23,11R,晴,北西,3,3,2022_3_5,2022_3_5_23_11R
64,6,5,4685,島村隆幸,33,59,6.66,5,0.10,23,11R,晴,北西,3,3,2022_3_5,2022_3_5_23_11R
65,1,5,4444,桐生順平,40,48,6.78,5,0.11,23,12R,晴,北西,4,4,2022_3_5,2022_3_5_23_12R
66,2,4,3744,徳増秀樹,15,77,6.65,4,0.05,23,12R,晴,北西,4,4,2022_3_5,2022_3_5_23_12R
67,3,6,4584,村岡賢人,53,70,6.69,6,0.11,23,12R,晴,北西,4,4,2022_3_5,2022_3_5_23_12R
68,4,2,4908,上田龍星,44,74,6.64,2,0.11,23,12R,晴,北西,4,4,2022_3_5,2022_3_5_23_12R
69,5,3,4682,大上卓人,46,33,6.67,3,0.11,23,12R,晴,北西,4,4,2022_3_5,2022_3_5_23_12R
70,6,1,4427,秦英悟,42,40,6.67,1,0.11,23,12R,晴,北西,4,4,2022_3_5,2022_3_5_23_12R
71,1,1,4980,佐々木完太,56,123,7.05,1,0.19,22,1R,晴,北西,5,5,2022_3_5,2022_3_5_22_1R
72,2,2,4835,橋本明,27,167,7.08,2,0.19,22,1R,晴,北西,5,5,2022_3_5,2022_3_5_22_1R
73,3,5,4901,出口舞有子,24,114,6.91,5,0.11,22,1R,晴,北西,5,5,2022_3_5,2022_3_5_22_1R
74,4,6,3631,田添康介,69,159,6.99,6,0.13,22,1R,晴,北西,5,5,2022_3_5,2022_3_5_22_1R
75,5,4,4533,峰重侑治,45,143,7.07,4,0.17,22,1R,晴,北西,5,5,2022_3_5,2022_3_5_22_1R
76,6,3,3680,森林太,57,162,7.09,3,0.19,22,1R,晴,北西,5,5,2022_3_5,2022_3_5_22_1R
77,1,1,3627,井上恵一,13,133,7.03,1,0.13,22,2R,晴,北西,5,5,2022_3_5,2022_3_5_22_2R
78,2,6,4237,大峯豊,55,161,7.09,3,0.17,22,2R,晴,北西,5,5,2022_3_5,2022_3_5_22_2R
79,3,3,4878,西岡育未,21,117,7.11,5,0.15,22,2R,晴,北西,5,5,2022_3_5,2022_3_5_22_2R
80,4,4,4259,真庭明志,26,158,7.11,2,0.17,22,2R,晴,北西,5,5,2022_3_5,2022_3_5_22_2R
