,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4771,下寺秀和,25,154,6.82,1,0.16,22,1R,晴,北,1,2,2021_1_21,1-2-3,640,1-2-3,440,1-2,140,1-2,160,2021_1_21_22_1R
1,2,2,3892,草場康幸,54,127,6.85,2,0.15,22,1R,晴,北,1,2,2021_1_21,1-2-3,640,1-2-3,440,1-2,140,1-2,160,2021_1_21_22_1R
2,3,3,3802,森岡真希,38,158,6.88,3,0.18,22,1R,晴,北,1,2,2021_1_21,1-2-3,640,1-2-3,440,1-2,140,1-2,160,2021_1_21_22_1R
3,4,5,3411,池上隆行,37,173,6.94,5,0.21,22,1R,晴,北,1,2,2021_1_21,1-2-3,640,1-2-3,440,1-2,140,1-2,160,2021_1_21_22_1R
4,5,4,3858,織田猛,67,149,6.89,4,0.21,22,1R,晴,北,1,2,2021_1_21,1-2-3,640,1-2-3,440,1-2,140,1-2,160,2021_1_21_22_1R
5,6,6,5155,内山七海,26,123,6.92,6,0.17,22,1R,晴,北,1,2,2021_1_21,1-2-3,640,1-2-3,440,1-2,140,1-2,160,2021_1_21_22_1R
6,1,3,3562,山下和彦,16,125,6.96,3,0.11,22,2R,曇り,北,1,2,2021_1_21,3-4-1,5090,1-3-4,620,3-4,1800,3-4,1290,2021_1_21_22_2R
7,2,4,4683,向井田直弥,75,120,6.92,4,0.11,22,2R,曇り,北,1,2,2021_1_21,3-4-1,5090,1-3-4,620,3-4,1800,3-4,1290,2021_1_21_22_2R
8,3,1,4607,鶴田勇雄,28,172,6.86,1,0.07,22,2R,曇り,北,1,2,2021_1_21,3-4-1,5090,1-3-4,620,3-4,1800,3-4,1290,2021_1_21_22_2R
9,4,2,4985,井本昌也,56,146,6.93,2,0.15,22,2R,曇り,北,1,2,2021_1_21,3-4-1,5090,1-3-4,620,3-4,1800,3-4,1290,2021_1_21_22_2R
10,5,6,4363,大野芳顕,15,167,6.83,6,0.08,22,2R,曇り,北,1,2,2021_1_21,3-4-1,5090,1-3-4,620,3-4,1800,3-4,1290,2021_1_21_22_2R
11,6,5,4938,小芦るり華,40,151,6.90,5,0.20,22,2R,曇り,北,1,2,2021_1_21,3-4-1,5090,1-3-4,620,3-4,1800,3-4,1290,2021_1_21_22_2R
12,1,3,5018,竹下大樹,41,137,6.88,3,0.05,22,3R,晴,無風,0,1,2021_1_21,3-4-2,5030,2-3-4,830,3-4,1860,3-4,930,2021_1_21_22_3R
13,2,4,4549,小林文彦,31,113,6.82,4,0.08,22,3R,晴,無風,0,1,2021_1_21,3-4-2,5030,2-3-4,830,3-4,1860,3-4,930,2021_1_21_22_3R
14,3,2,3853,岩崎正哉,66,102,6.95,2,0.11,22,3R,晴,無風,0,1,2021_1_21,3-4-2,5030,2-3-4,830,3-4,1860,3-4,930,2021_1_21_22_3R
15,4,6,4069,山本修一,55,169,6.93,6,0.07,22,3R,晴,無風,0,1,2021_1_21,3-4-2,5030,2-3-4,830,3-4,1860,3-4,930,2021_1_21_22_3R
16,5,5,4694,高田綾,47,107,6.87,5,0.08,22,3R,晴,無風,0,1,2021_1_21,3-4-2,5030,2-3-4,830,3-4,1860,3-4,930,2021_1_21_22_3R
17,6,1,4396,大田直弥,24,159,6.88,1,0.14,22,3R,晴,無風,0,1,2021_1_21,3-4-2,5030,2-3-4,830,3-4,1860,3-4,930,2021_1_21_22_3R
18,1,3,4821,妻鳥晋也,73,156,6.91,3,0.27,22,4R,晴,北,1,2,2021_1_21,3-5-2,7320,2-3-5,660,3-5,2460,3-5,2240,2021_1_21_22_4R
19,2,5,4798,浜先真範,45,124,6.92,5,0.23,22,4R,晴,北,1,2,2021_1_21,3-5-2,7320,2-3-5,660,3-5,2460,3-5,2240,2021_1_21_22_4R
20,3,2,4410,井上大輔,71,165,6.96,2,0.24,22,4R,晴,北,1,2,2021_1_21,3-5-2,7320,2-3-5,660,3-5,2460,3-5,2240,2021_1_21_22_4R
21,4,1,3176,長谷川巌,72,122,6.93,1,0.23,22,4R,晴,北,1,2,2021_1_21,3-5-2,7320,2-3-5,660,3-5,2460,3-5,2240,2021_1_21_22_4R
22,5,4,4874,池田奈津美,50,134,6.94,4,0.28,22,4R,晴,北,1,2,2021_1_21,3-5-2,7320,2-3-5,660,3-5,2460,3-5,2240,2021_1_21_22_4R
23,6,6,4102,益田啓司,52,174,6.85,6,0.21,22,4R,晴,北,1,2,2021_1_21,3-5-2,7320,2-3-5,660,3-5,2460,3-5,2240,2021_1_21_22_4R
24,1,1,4234,野相弘司,58,109,6.93,1,0.10,22,5R,曇り,北,1,2,2021_1_21,1-4-5,8720,1-4-5,4570,1-4,920,1-4,550,2021_1_21_22_5R
25,2,4,3717,立間充宏,62,162,6.90,4,0.17,22,5R,曇り,北,1,2,2021_1_21,1-4-5,8720,1-4-5,4570,1-4,920,1-4,550,2021_1_21_22_5R
26,3,5,4122,安東幸治,34,131,6.92,5,0.19,22,5R,曇り,北,1,2,2021_1_21,1-4-5,8720,1-4-5,4570,1-4,920,1-4,550,2021_1_21_22_5R
27,4,6,3892,草場康幸,54,127,6.88,6,0.19,22,5R,曇り,北,1,2,2021_1_21,1-4-5,8720,1-4-5,4570,1-4,920,1-4,550,2021_1_21_22_5R
28,5,2,4703,森永隆,11,132,6.90,2,0.20,22,5R,曇り,北,1,2,2021_1_21,1-4-5,8720,1-4-5,4570,1-4,920,1-4,550,2021_1_21_22_5R
29,6,3,3784,中島友和,51,145,6.84,3,0.31,22,5R,曇り,北,1,2,2021_1_21,1-4-5,8720,1-4-5,4570,1-4,920,1-4,550,2021_1_21_22_5R
30,1,4,4504,前田将太,65,101,6.80,4,0.03,22,6R,晴,北,1,2,2021_1_21,4-6-3,9050,3-4-6,3150,4-6,1660,4-6,1500,2021_1_21_22_6R
31,2,6,4931,木谷賢太,36,150,6.95,6,0.05,22,6R,晴,北,1,2,2021_1_21,4-6-3,9050,3-4-6,3150,4-6,1660,4-6,1500,2021_1_21_22_6R
32,3,3,4683,向井田直弥,75,120,6.91,3,0.09,22,6R,晴,北,1,2,2021_1_21,4-6-3,9050,3-4-6,3150,4-6,1660,4-6,1500,2021_1_21_22_6R
33,4,2,3411,池上隆行,37,173,6.93,2,0.14,22,6R,晴,北,1,2,2021_1_21,4-6-3,9050,3-4-6,3150,4-6,1660,4-6,1500,2021_1_21_22_6R
34,5,1,4179,広次修,14,106,6.82,1,0.11,22,6R,晴,北,1,2,2021_1_21,4-6-3,9050,3-4-6,3150,4-6,1660,4-6,1500,2021_1_21_22_6R
