,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,3,3964,宮地博士,62,30,6.94,3,0.13,24,1R,曇り,南,4,3,2021_8_21,3-1-4,4470,1-3-4,710,3-1,1630,1-3,260,2021_8_21_24_1R
1,2,1,4747,山戸信二,65,19,7.00,1,0.16,24,1R,曇り,南,4,3,2021_8_21,3-1-4,4470,1-3-4,710,3-1,1630,1-3,260,2021_8_21_24_1R
2,3,4,4695,尾崎雄二,51,11,6.98,4,0.18,24,1R,曇り,南,4,3,2021_8_21,3-1-4,4470,1-3-4,710,3-1,1630,1-3,260,2021_8_21_24_1R
3,4,6,4041,小林基樹,50,25,6.96,6,0.25,24,1R,曇り,南,4,3,2021_8_21,3-1-4,4470,1-3-4,710,3-1,1630,1-3,260,2021_8_21_24_1R
4,5,2,4143,浦田晃嗣,43,28,7.05,2,0.08,24,1R,曇り,南,4,3,2021_8_21,3-1-4,4470,1-3-4,710,3-1,1630,1-3,260,2021_8_21_24_1R
5,6,5,5011,高木圭大,41,29,7.00,5,0.17,24,1R,曇り,南,4,3,2021_8_21,3-1-4,4470,1-3-4,710,3-1,1630,1-3,260,2021_8_21_24_1R
6,1,4,4811,向井田佑紀,46,18,7.00,4,0.08,24,2R,曇り,南,4,3,2021_8_21,4-3-5,7300,3-4-5,1840,4-3,2040,3-4,670,2021_8_21_24_2R
7,2,3,4508,野間大樹,12,62,7.02,3,0.23,24,2R,曇り,南,4,3,2021_8_21,4-3-5,7300,3-4-5,1840,4-3,2040,3-4,670,2021_8_21_24_2R
8,3,5,4697,國弘翔平,52,23,7.02,5,0.11,24,2R,曇り,南,4,3,2021_8_21,4-3-5,7300,3-4-5,1840,4-3,2040,3-4,670,2021_8_21_24_2R
9,4,2,4557,松尾光広,72,48,7.05,2,0.16,24,2R,曇り,南,4,3,2021_8_21,4-3-5,7300,3-4-5,1840,4-3,2040,3-4,670,2021_8_21_24_2R
10,5,6,3361,岡部浩,56,64,6.96,6,0.11,24,2R,曇り,南,4,3,2021_8_21,4-3-5,7300,3-4-5,1840,4-3,2040,3-4,670,2021_8_21_24_2R
