,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4624,高田明,65,60,6.65,1,0.11,23,1R,晴,南西,4,4,2021_11_30,2021_11_30_23_1R
1,2,2,3804,中渡修作,37,73,6.75,2,0.16,23,1R,晴,南西,4,4,2021_11_30,2021_11_30_23_1R
2,3,4,4214,林祐介,42,74,6.70,4,0.19,23,1R,晴,南西,4,4,2021_11_30,2021_11_30_23_1R
3,4,5,4981,牧山敦也,54,58,6.79,5,0.13,23,1R,晴,南西,4,4,2021_11_30,2021_11_30_23_1R
4,5,3,4185,藤原真也,30,78,6.72,3,0.15,23,1R,晴,南西,4,4,2021_11_30,2021_11_30_23_1R
5,6,6,4552,杉山勝匡,40,39,6.76,6,0.23,23,1R,晴,南西,4,4,2021_11_30,2021_11_30_23_1R
6,1,1,4101,三井所尊春,64,34,6.63,1,0.37,23,2R,晴,南西,5,5,2021_11_30,2021_11_30_23_2R
7,2,3,3708,岡部貴司,48,79,6.68,3,0.39,23,2R,晴,南西,5,5,2021_11_30,2021_11_30_23_2R
8,3,5,4106,坂井康嗣,49,56,6.68,5,0.34,23,2R,晴,南西,5,5,2021_11_30,2021_11_30_23_2R
9,4,2,4368,山口隆史,67,35,6.66,2,0.38,23,2R,晴,南西,5,5,2021_11_30,2021_11_30_23_2R
10,5,4,4416,三宅健太,13,52,6.71,4,0.35,23,2R,晴,南西,5,5,2021_11_30,2021_11_30_23_2R
11,6,6,3607,原田智和,75,90,6.67,6,0.42,23,2R,晴,南西,5,5,2021_11_30,2021_11_30_23_2R
12,1,1,4571,菅章哉,51,84,6.60,1,0.21,23,3R,晴,南西,5,5,2021_11_30,2021_11_30_23_3R
13,2,3,4442,松竹大輔,46,76,6.66,3,0.16,23,3R,晴,南西,5,5,2021_11_30,2021_11_30_23_3R
14,3,6,3434,松尾宣邦,62,72,6.74,5,0.13,23,3R,晴,南西,5,5,2021_11_30,2021_11_30_23_3R
15,4,2,3430,角浜修,44,69,6.64,2,0.15,23,3R,晴,南西,5,5,2021_11_30,2021_11_30_23_3R
16,5,4,3929,杢野誓良,23,41,6.66,4,0.14,23,3R,晴,南西,5,5,2021_11_30,2021_11_30_23_3R
17,6,5,5224,西岡顕心,72,32,6.76,6,0.23,23,3R,晴,南西,5,5,2021_11_30,2021_11_30_23_3R
18,1,4,4042,丸岡正典,71,66,6.68,4,0.29,23,4R,曇り,南西,5,5,2021_11_30,2021_11_30_23_4R
19,2,5,4294,古賀繁輝,58,47,6.68,5,0.25,23,4R,曇り,南西,5,5,2021_11_30,2021_11_30_23_4R
20,3,2,4794,和田拓也,73,38,6.64,2,0.29,23,4R,曇り,南西,5,5,2021_11_30,2021_11_30_23_4R
21,4,1,4789,古賀智之,53,51,6.62,1,0.28,23,4R,曇り,南西,5,5,2021_11_30,2021_11_30_23_4R
22,5,3,5124,上瀧絢也,70,70,6.71,3,0.26,23,4R,曇り,南西,5,5,2021_11_30,2021_11_30_23_4R
23,6,6,5214,田中宏典,59,63,6.77,6,0.41,23,4R,曇り,南西,5,5,2021_11_30,2021_11_30_23_4R
24,1,2,4403,木下大將,38,62,6.66,2,0.02,23,5R,曇り,南西,6,6,2021_11_30,2021_11_30_23_5R
25,2,4,4063,市橋卓士,12,89,6.73,4,0.09,23,5R,曇り,南西,6,6,2021_11_30,2021_11_30_23_5R
26,3,3,4981,牧山敦也,54,58,6.72,3,0.07,23,5R,曇り,南西,6,6,2021_11_30,2021_11_30_23_5R
27,4,5,4734,安河内将,74,61,6.60,5,0.12,23,5R,曇り,南西,6,6,2021_11_30,2021_11_30_23_5R
28,5,6,4526,池田雄祐,61,75,6.69,6,0.12,23,5R,曇り,南西,6,6,2021_11_30,2021_11_30_23_5R
29,6,1,4712,冨好祐真,22,31,6.64,1,0.09,23,5R,曇り,南西,6,6,2021_11_30,2021_11_30_23_5R
30,1,2,4214,林祐介,42,74,6.66,2,0.21,23,6R,曇り,南西,6,6,2021_11_30,2021_11_30_23_6R
31,2,4,4500,山田康二,55,55,6.64,4,0.31,23,6R,曇り,南西,6,6,2021_11_30,2021_11_30_23_6R
32,3,3,4648,木村亮太,50,59,6.64,3,0.24,23,6R,曇り,南西,6,6,2021_11_30,2021_11_30_23_6R
33,4,1,4185,藤原真也,30,78,6.70,1,0.27,23,6R,曇り,南西,6,6,2021_11_30,2021_11_30_23_6R
34,5,6,4416,三宅健太,13,52,6.68,6,0.37,23,6R,曇り,南西,6,6,2021_11_30,2021_11_30_23_6R
35,6,5,4583,古田祐貴,56,36,6.63,5,0.31,23,6R,曇り,南西,6,6,2021_11_30,2021_11_30_23_6R
36,1,3,4368,山口隆史,67,35,6.69,3,0.24,23,7R,雨,南西,6,6,2021_11_30,2021_11_30_23_7R
37,2,5,4485,楠原正剛,60,50,6.70,5,0.19,23,7R,雨,南西,6,6,2021_11_30,2021_11_30_23_7R
38,3,1,4204,柴田大輔,26,65,6.63,1,0.11,23,7R,雨,南西,6,6,2021_11_30,2021_11_30_23_7R
39,4,4,4072,森永淳,43,87,6.67,4,0.14,23,7R,雨,南西,6,6,2021_11_30,2021_11_30_23_7R
40,5,6,5224,西岡顕心,72,32,6.73,6,0.11,23,7R,雨,南西,6,6,2021_11_30,2021_11_30_23_7R
41,6,2,4552,杉山勝匡,40,39,6.76,2,0.16,23,7R,雨,南西,6,6,2021_11_30,2021_11_30_23_7R
42,1,4,4561,藤山翔大,41,42,6.60,4,0.15,23,8R,雨,南西,6,6,2021_11_30,2021_11_30_23_8R
43,2,6,3804,中渡修作,37,73,6.82,5,0.21,23,8R,雨,南西,6,6,2021_11_30,2021_11_30_23_8R
