,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4924,中北涼,52,40,7.09,1,0.08,24,1R,晴,南,4,3,2022_7_20,2022_7_20_24_1R
1,2,2,4501,樋口由加里,67,48,7.06,2,0.12,24,1R,晴,南,4,3,2022_7_20,2022_7_20_24_1R
2,3,4,5118,野田なづき,55,78,7.09,4,0.23,24,1R,晴,南,4,3,2022_7_20,2022_7_20_24_1R
3,4,6,5213,湯淺紀香,60,28,7.08,6,0.27,24,1R,晴,南,4,3,2022_7_20,2022_7_20_24_1R
4,5,3,5140,吉田彩乃,79,65,7.06,3,0.16,24,1R,晴,南,4,3,2022_7_20,2022_7_20_24_1R
5,6,5,4784,向井田真紀,38,85,6.98,5,0.24,24,1R,晴,南,4,3,2022_7_20,2022_7_20_24_1R
6,1,1,4680,後藤美翼,33,86,6.99,1,0.13,24,2R,晴,南,3,2,2022_7_20,2022_7_20_24_2R
7,2,2,4690,高石梨菜,43,44,7.00,2,0.10,24,2R,晴,南,3,2,2022_7_20,2022_7_20_24_2R
8,3,5,3232,山川美由紀,49,54,7.01,5,0.05,24,2R,晴,南,3,2,2022_7_20,2022_7_20_24_2R
9,4,3,4909,薮内瑞希,61,80,6.97,3,0.08,24,2R,晴,南,3,2,2022_7_20,2022_7_20_24_2R
10,5,4,4720,西澤日花里,64,29,7.10,4,0.07,24,2R,晴,南,3,2,2022_7_20,2022_7_20_24_2R
11,6,6,5218,山田理央,70,77,7.00,6,0.03,24,2R,晴,南,3,2,2022_7_20,2022_7_20_24_2R
12,1,2,4900,中田夕貴,59,75,6.94,2,0.32,24,3R,晴,南,2,1,2022_7_20,2022_7_20_24_3R
13,2,4,4678,水野望美,41,51,7.01,4,0.28,24,3R,晴,南,2,1,2022_7_20,2022_7_20_24_3R
14,3,3,4499,滝川真由子,68,41,7.06,3,0.27,24,3R,晴,南,2,1,2022_7_20,2022_7_20_24_3R
15,4,1,4963,實森美祐,46,81,7.02,1,0.17,24,3R,晴,南,2,1,2022_7_20,2022_7_20_24_3R
16,5,6,5113,黒明花夢,36,30,7.00,6,0.29,24,3R,晴,南,2,1,2022_7_20,2022_7_20_24_3R
17,6,5,5203,神里琴音,81,68,7.01,5,0.30,24,3R,晴,南,2,1,2022_7_20,2022_7_20_24_3R
18,1,1,4893,渡邉真奈美,44,35,6.99,1,0.09,24,4R,晴,南,3,2,2022_7_20,2022_7_20_24_4R
19,2,2,3579,中里優子,31,83,7.05,2,0.11,24,4R,晴,南,3,2,2022_7_20,2022_7_20_24_4R
20,3,4,4726,島田なぎさ,65,47,7.08,4,0.15,24,4R,晴,南,3,2,2022_7_20,2022_7_20_24_4R
21,4,6,4897,深見亜由美,62,79,7.02,6,0.16,24,4R,晴,南,3,2,2022_7_20,2022_7_20_24_4R
22,5,3,3302,谷川里江,48,74,6.94,3,0.16,24,4R,晴,南,3,2,2022_7_20,2022_7_20_24_4R
23,6,5,5188,武井莉里佳,50,43,6.93,5,0.15,24,4R,晴,南,3,2,2022_7_20,2022_7_20_24_4R
24,1,2,4123,細川裕子,66,39,7.07,2,0.19,24,5R,曇り,南,3,2,2022_7_20,2022_7_20_24_5R
25,2,3,4519,清水沙樹,69,49,7.01,3,0.21,24,5R,曇り,南,3,2,2022_7_20,2022_7_20_24_5R
26,3,1,5118,野田なづき,55,78,7.09,1,0.22,24,5R,曇り,南,3,2,2022_7_20,2022_7_20_24_5R
27,4,5,3871,池田紫乃,53,50,7.06,5,0.24,24,5R,曇り,南,3,2,2022_7_20,2022_7_20_24_5R
28,5,4,5202,宮崎つぐみ,75,59,7.05,4,0.25,24,5R,曇り,南,3,2,2022_7_20,2022_7_20_24_5R
29,6,6,4844,村上奈穂,34,27,7.03,6,0.25,24,5R,曇り,南,3,2,2022_7_20,2022_7_20_24_5R
30,1,4,4304,藤崎小百合,29,53,7.05,4,0.06,24,6R,曇り,南,2,1,2022_7_20,2022_7_20_24_6R
31,2,1,4183,宇野弥生,37,84,7.00,1,0.04,24,6R,曇り,南,2,1,2022_7_20,2022_7_20_24_6R
32,3,3,4408,仁科さやか,39,73,7.05,3,0.15,24,6R,曇り,南,2,1,2022_7_20,2022_7_20_24_6R
33,4,5,4924,中北涼,52,40,7.08,5,0.11,24,6R,曇り,南,2,1,2022_7_20,2022_7_20_24_6R
34,5,6,5189,藤原早菜,45,33,7.05,6,0.13,24,6R,曇り,南,2,1,2022_7_20,2022_7_20_24_6R
35,6,2,4680,後藤美翼,33,86,7.04,2,0.30,24,6R,曇り,南,2,1,2022_7_20,2022_7_20_24_6R
36,1,1,4286,平田さやか,35,52,7.04,1,0.09,24,7R,曇り,南,4,3,2022_7_20,2022_7_20_24_7R
37,2,4,4313,西村美智子,32,82,6.99,4,0.09,24,7R,曇り,南,4,3,2022_7_20,2022_7_20_24_7R
38,3,6,4781,西舘果里,28,31,7.01,6,0.21,24,7R,曇り,南,4,3,2022_7_20,2022_7_20_24_7R
39,4,5,5218,山田理央,70,77,7.01,5,0.14,24,7R,曇り,南,4,3,2022_7_20,2022_7_20_24_7R
40,5,3,5069,山崎小葉音,63,32,6.97,3,0.07,24,7R,曇り,南,4,3,2022_7_20,2022_7_20_24_7R
41,6,2,5140,吉田彩乃,79,65,7.07,2,0.11,24,7R,曇り,南,4,3,2022_7_20,2022_7_20_24_7R
