,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3412,鈴木博,45,38,6.66,1,0.11,23,1R,晴,南西,1,1,2021_8_23,2021_8_23_23_1R
1,2,2,4966,田川大貴,37,45,6.71,2,0.10,23,1R,晴,南西,1,1,2021_8_23,2021_8_23_23_1R
2,3,4,4846,佐藤駿介,48,61,6.72,4,0.15,23,1R,晴,南西,1,1,2021_8_23,2021_8_23_23_1R
3,4,5,4164,岩永節也,52,62,6.73,5,0.18,23,1R,晴,南西,1,1,2021_8_23,2021_8_23_23_1R
4,5,6,2844,田中伸二,26,54,6.74,6,0.23,23,1R,晴,南西,1,1,2021_8_23,2021_8_23_23_1R
5,6,3,3993,永井聖美,11,82,6.67,3,0.16,23,1R,晴,南西,1,1,2021_8_23,2021_8_23_23_1R
6,1,1,4910,中村泰平,22,73,6.62,1,0.17,23,2R,晴,南西,2,2,2021_8_23,2021_8_23_23_2R
7,2,4,4252,松下哲也,33,86,6.72,4,0.15,23,2R,晴,南西,2,2,2021_8_23,2021_8_23_23_2R
8,3,2,4045,佐々木裕美,49,50,6.61,2,0.22,23,2R,晴,南西,2,2,2021_8_23,2021_8_23_23_2R
9,4,5,3177,宮本紀美,31,39,6.70,5,0.16,23,2R,晴,南西,2,2,2021_8_23,2021_8_23_23_2R
10,5,6,4873,蒲原健太,17,70,6.70,6,0.09,23,2R,晴,南西,2,2,2021_8_23,2021_8_23_23_2R
11,6,3,3726,桂林寛,34,55,6.69,3,0.17,23,2R,晴,南西,2,2,2021_8_23,2021_8_23_23_2R
12,1,1,3554,仲口博崇,39,81,6.62,1,0.12,23,3R,晴,南西,2,2,2021_8_23,2021_8_23_23_3R
13,2,6,4632,長尾京志郎,28,51,6.73,5,0.12,23,3R,晴,南西,2,2,2021_8_23,2021_8_23_23_3R
14,3,2,5014,梶山涼斗,42,83,6.59,2,0.14,23,3R,晴,南西,2,2,2021_8_23,2021_8_23_23_3R
15,4,5,4425,大井清貴,24,65,6.70,4,0.10,23,3R,晴,南西,2,2,2021_8_23,2021_8_23_23_3R
16,5,3,4012,中村有裕,25,85,6.68,3,0.16,23,3R,晴,南西,2,2,2021_8_23,2021_8_23_23_3R
17,6,4,5156,坂野さくら,44,68,6.68,6,0.13,23,3R,晴,南西,2,2,2021_8_23,2021_8_23_23_3R
18,1,3,4677,片橋幸貴,27,63,6.70,3,0.11,23,4R,晴,北,1,1,2021_8_23,2021_8_23_23_4R
19,2,2,3257,田頭実,43,37,6.62,2,0.07,23,4R,晴,北,1,1,2021_8_23,2021_8_23_23_4R
20,3,6,3703,鳥飼眞,14,66,6.70,5,0.11,23,4R,晴,北,1,1,2021_8_23,2021_8_23_23_4R
21,4,4,4400,加藤奈月,36,32,6.70,6,0.11,23,4R,晴,北,1,1,2021_8_23,2021_8_23_23_4R
22,5,1,4004,山本浩輔,51,43,6.64,1,0.09,23,4R,晴,北,1,1,2021_8_23,2021_8_23_23_4R
23,6,5,4106,坂井康嗣,41,77,6.71,4,0.11,23,4R,晴,北,1,1,2021_8_23,2021_8_23_23_4R
24,1,4,4470,平田健之佑,16,35,6.65,4,0.11,23,5R,晴,北東,2,2,2021_8_23,2021_8_23_23_5R
25,2,2,3273,石田豪,35,59,6.74,2,0.05,23,5R,晴,北東,2,2,2021_8_23,2021_8_23_23_5R
26,3,5,3621,天野晶夫,19,60,6.74,6,0.19,23,5R,晴,北東,2,2,2021_8_23,2021_8_23_23_5R
27,4,6,4594,谷川祐一,50,79,6.69,5,0.13,23,5R,晴,北東,2,2,2021_8_23,2021_8_23_23_5R
28,5,3,4458,抹香雄三,46,53,6.72,3,0.05,23,5R,晴,北東,2,2,2021_8_23,2021_8_23_23_5R
29,1,3,4652,酒見峻介,18,52,6.65,3,0.13,23,6R,晴,南,3,3,2021_8_23,2021_8_23_23_6R
30,2,6,3965,北中元樹,13,75,6.74,6,0.05,23,6R,晴,南,3,3,2021_8_23,2021_8_23_23_6R
31,3,5,3251,平石和男,29,74,6.72,5,0.15,23,6R,晴,南,3,3,2021_8_23,2021_8_23_23_6R
32,4,1,3177,宮本紀美,31,39,6.64,1,0.19,23,6R,晴,南,3,3,2021_8_23,2021_8_23_23_6R
33,5,4,2844,田中伸二,26,54,6.69,4,0.12,23,6R,晴,南,3,3,2021_8_23,2021_8_23_23_6R
34,6,2,4396,大田直弥,30,84,6.69,2,0.18,23,6R,晴,南,3,3,2021_8_23,2021_8_23_23_6R
35,1,4,4706,三浦洋次朗,47,33,6.66,4,0.26,23,7R,晴,南西,2,2,2021_8_23,2021_8_23_23_7R
36,2,3,4624,高田明,23,72,6.62,3,0.17,23,7R,晴,南西,2,2,2021_8_23,2021_8_23_23_7R
37,3,5,4466,南佑典,12,69,6.71,5,0.21,23,7R,晴,南西,2,2,2021_8_23,2021_8_23_23_7R
38,4,1,4046,谷村啓司,38,58,6.67,1,0.17,23,7R,晴,南西,2,2,2021_8_23,2021_8_23_23_7R
39,5,2,4425,大井清貴,24,65,6.70,2,0.17,23,7R,晴,南西,2,2,2021_8_23,2021_8_23_23_7R
40,6,6,5156,坂野さくら,44,68,6.69,6,0.12,23,7R,晴,南西,2,2,2021_8_23,2021_8_23_23_7R
41,1,2,4632,長尾京志郎,28,51,6.69,2,0.18,23,8R,晴,南東,3,3,2021_8_23,2021_8_23_23_8R
42,2,5,3993,永井聖美,11,82,6.74,5,0.11,23,8R,晴,南東,3,3,2021_8_23,2021_8_23_23_8R
43,3,4,3755,吉村和也,32,78,6.69,4,0.12,23,8R,晴,南東,3,3,2021_8_23,2021_8_23_23_8R
44,4,6,2912,尾崎鉄也,40,90,6.71,6,0.13,23,8R,晴,南東,3,3,2021_8_23,2021_8_23_23_8R
45,5,3,3151,落合敬一,15,41,6.69,3,0.21,23,8R,晴,南東,3,3,2021_8_23,2021_8_23_23_8R
46,6,1,3809,吉田光,20,44,6.68,1,0.24,23,8R,晴,南東,3,3,2021_8_23,2021_8_23_23_8R
47,1,1,4106,坂井康嗣,41,77,6.69,1,0.27,23,9R,晴,北東,4,4,2021_8_23,2021_8_23_23_9R
48,2,2,3606,川北浩貴,21,48,6.76,2,0.19,23,9R,晴,北東,4,4,2021_8_23,2021_8_23_23_9R
49,3,3,4873,蒲原健太,17,70,6.68,3,0.21,23,9R,晴,北東,4,4,2021_8_23,2021_8_23_23_9R
50,4,5,5014,梶山涼斗,42,83,6.69,5,0.46,23,9R,晴,北東,4,4,2021_8_23,2021_8_23_23_9R
51,5,4,4004,山本浩輔,51,43,6.75,4,0.19,23,9R,晴,北東,4,4,2021_8_23,2021_8_23_23_9R
52,6,6,4846,佐藤駿介,48,61,6.74,6,0.41,23,9R,晴,北東,4,4,2021_8_23,2021_8_23_23_9R
53,1,1,4652,酒見峻介,18,52,6.65,1,0.11,23,10R,晴,北,4,4,2021_8_23,2021_8_23_23_10R
54,2,4,4045,佐々木裕美,49,50,6.70,4,0.27,23,10R,晴,北,4,4,2021_8_23,2021_8_23_23_10R
55,3,2,4594,谷川祐一,50,79,6.76,2,0.11,23,10R,晴,北,4,4,2021_8_23,2021_8_23_23_10R
56,4,3,3257,田頭実,43,37,6.72,3,0.17,23,10R,晴,北,4,4,2021_8_23,2021_8_23_23_10R
57,5,6,4458,抹香雄三,46,53,6.73,6,0.23,23,10R,晴,北,4,4,2021_8_23,2021_8_23_23_10R
58,6,5,4252,松下哲也,33,86,6.74,5,0.23,23,10R,晴,北,4,4,2021_8_23,2021_8_23_23_10R
59,1,1,4624,高田明,23,72,6.63,1,0.14,23,11R,晴,南,4,4,2021_8_23,2021_8_23_23_11R
60,2,4,3965,北中元樹,13,75,6.80,5,0.05,23,11R,晴,南,4,4,2021_8_23,2021_8_23_23_11R
