,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1R,晴,西,2,1,大村,2020_12_8,1-2-6,1970,,1270,1-2,230,1-2,210,,,,,,,,,,
1,1R,晴,西,2,1,大村,2020_12_8,1-2-6,1970,,1270,1-2,230,1-2,210,,,,,,,,,,
2,1R,晴,西,2,1,大村,2020_12_8,1-2-6,1970,,1270,1-2,230,1-2,210,,,,,,,,,,
3,1R,晴,西,2,1,大村,2020_12_8,1-2-6,1970,,1270,1-2,230,1-2,210,,,,,,,,,,
4,1R,晴,西,2,1,大村,2020_12_8,1-2-6,1970,,1270,1-2,230,1-2,210,,,,,,,,,,
5,1R,晴,西,2,1,大村,2020_12_8,1-2-6,1970,,1270,1-2,230,1-2,210,,,,,,,,,,
6,2R,晴,西,3,2,大村,2020_12_8,1-4-5,1440,,730,1-4,240,1-4,230,,,,,,,,,,
7,2R,晴,西,3,2,大村,2020_12_8,1-4-5,1440,,730,1-4,240,1-4,230,,,,,,,,,,
8,2R,晴,西,3,2,大村,2020_12_8,1-4-5,1440,,730,1-4,240,1-4,230,,,,,,,,,,
9,2R,晴,西,3,2,大村,2020_12_8,1-4-5,1440,,730,1-4,240,1-4,230,,,,,,,,,,
10,2R,晴,西,3,2,大村,2020_12_8,1-4-5,1440,,730,1-4,240,1-4,230,,,,,,,,,,
11,2R,晴,西,3,2,大村,2020_12_8,1-4-5,1440,,730,1-4,240,1-4,230,,,,,,,,,,
12,3R,晴,西,2,1,大村,2020_12_8,5-1-4,29960,,640,5-1,8720,1-5,1210,,,,,,,,,,
13,3R,晴,西,2,1,大村,2020_12_8,5-1-4,29960,,640,5-1,8720,1-5,1210,,,,,,,,,,
14,3R,晴,西,2,1,大村,2020_12_8,5-1-4,29960,,640,5-1,8720,1-5,1210,,,,,,,,,,
15,3R,晴,西,2,1,大村,2020_12_8,5-1-4,29960,,640,5-1,8720,1-5,1210,,,,,,,,,,
16,3R,晴,西,2,1,大村,2020_12_8,5-1-4,29960,,640,5-1,8720,1-5,1210,,,,,,,,,,
17,3R,晴,西,2,1,大村,2020_12_8,5-1-4,29960,,640,5-1,8720,1-5,1210,,,,,,,,,,
18,4R,晴,西,4,3,大村,2020_12_8,1-3-2,1070,,330,1-3,420,1-3,350,,,,,,,,,,
19,4R,晴,西,4,3,大村,2020_12_8,1-3-2,1070,,330,1-3,420,1-3,350,,,,,,,,,,
20,4R,晴,西,4,3,大村,2020_12_8,1-3-2,1070,,330,1-3,420,1-3,350,,,,,,,,,,
21,4R,晴,西,4,3,大村,2020_12_8,1-3-2,1070,,330,1-3,420,1-3,350,,,,,,,,,,
22,4R,晴,西,4,3,大村,2020_12_8,1-3-2,1070,,330,1-3,420,1-3,350,,,,,,,,,,
23,4R,晴,西,4,3,大村,2020_12_8,1-3-2,1070,,330,1-3,420,1-3,350,,,,,,,,,,
