,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1R,晴,北,3,2,大村,2019_11_28,1-2-3,550,,230,1-2,260,1-2,210,,,,,,,,,,
1,1R,晴,北,3,2,大村,2019_11_28,1-2-3,550,,230,1-2,260,1-2,210,,,,,,,,,,
2,1R,晴,北,3,2,大村,2019_11_28,1-2-3,550,,230,1-2,260,1-2,210,,,,,,,,,,
3,1R,晴,北,3,2,大村,2019_11_28,1-2-3,550,,230,1-2,260,1-2,210,,,,,,,,,,
4,1R,晴,北,3,2,大村,2019_11_28,1-2-3,550,,230,1-2,260,1-2,210,,,,,,,,,,
5,1R,晴,北,3,2,大村,2019_11_28,1-2-3,550,,230,1-2,260,1-2,210,,,,,,,,,,
6,2R,晴,北東,3,2,大村,2019_11_28,2-3-6,1620,,330,2-3,900,2-3,500,,,,,,,,,,
7,2R,晴,北東,3,2,大村,2019_11_28,2-3-6,1620,,330,2-3,900,2-3,500,,,,,,,,,,
8,2R,晴,北東,3,2,大村,2019_11_28,2-3-6,1620,,330,2-3,900,2-3,500,,,,,,,,,,
9,2R,晴,北東,3,2,大村,2019_11_28,2-3-6,1620,,330,2-3,900,2-3,500,,,,,,,,,,
10,2R,晴,北東,3,2,大村,2019_11_28,2-3-6,1620,,330,2-3,900,2-3,500,,,,,,,,,,
11,3R,晴,北東,3,2,大村,2019_11_28,4-1-6,710,,230,4-1,450,1-4,200,,,,,,,,,,
12,3R,晴,北東,3,2,大村,2019_11_28,4-1-6,710,,230,4-1,450,1-4,200,,,,,,,,,,
13,3R,晴,北東,3,2,大村,2019_11_28,4-1-6,710,,230,4-1,450,1-4,200,,,,,,,,,,
14,3R,晴,北東,3,2,大村,2019_11_28,4-1-6,710,,230,4-1,450,1-4,200,,,,,,,,,,
15,3R,晴,北東,3,2,大村,2019_11_28,4-1-6,710,,230,4-1,450,1-4,200,,,,,,,,,,
16,3R,晴,北東,3,2,大村,2019_11_28,4-1-6,710,,230,4-1,450,1-4,200,,,,,,,,,,
17,4R,晴,北,4,3,大村,2019_11_28,3-2-1,7250,,370,3-2,2220,2-3,650,,,,,,,,,,
18,4R,晴,北,4,3,大村,2019_11_28,3-2-1,7250,,370,3-2,2220,2-3,650,,,,,,,,,,
19,4R,晴,北,4,3,大村,2019_11_28,3-2-1,7250,,370,3-2,2220,2-3,650,,,,,,,,,,
20,4R,晴,北,4,3,大村,2019_11_28,3-2-1,7250,,370,3-2,2220,2-3,650,,,,,,,,,,
21,4R,晴,北,4,3,大村,2019_11_28,3-2-1,7250,,370,3-2,2220,2-3,650,,,,,,,,,,
22,4R,晴,北,4,3,大村,2019_11_28,3-2-1,7250,,370,3-2,2220,2-3,650,,,,,,,,,,
23,5R,晴,北東,1,1,大村,2019_11_28,1-6-3,1380,,220,1-6,780,1-6,600,,,,,,,,,,
24,5R,晴,北東,1,1,大村,2019_11_28,1-6-3,1380,,220,1-6,780,1-6,600,,,,,,,,,,
25,5R,晴,北東,1,1,大村,2019_11_28,1-6-3,1380,,220,1-6,780,1-6,600,,,,,,,,,,
26,5R,晴,北東,1,1,大村,2019_11_28,1-6-3,1380,,220,1-6,780,1-6,600,,,,,,,,,,
27,5R,晴,北東,1,1,大村,2019_11_28,1-6-3,1380,,220,1-6,780,1-6,600,,,,,,,,,,
28,5R,晴,北東,1,1,大村,2019_11_28,1-6-3,1380,,220,1-6,780,1-6,600,,,,,,,,,,
29,6R,晴,北東,2,1,大村,2019_11_28,3-4-1,1680,,150,3-4,1150,3-4,730,,,,,,,,,,
30,6R,晴,北東,2,1,大村,2019_11_28,3-4-1,1680,,150,3-4,1150,3-4,730,,,,,,,,,,
31,6R,晴,北東,2,1,大村,2019_11_28,3-4-1,1680,,150,3-4,1150,3-4,730,,,,,,,,,,
32,6R,晴,北東,2,1,大村,2019_11_28,3-4-1,1680,,150,3-4,1150,3-4,730,,,,,,,,,,
33,6R,晴,北東,2,1,大村,2019_11_28,3-4-1,1680,,150,3-4,1150,3-4,730,,,,,,,,,,
34,7R,晴,北東,1,1,大村,2019_11_28,1-6-3,1980,,690,1-6,620,1-6,940,,,,,,,,,,
35,7R,晴,北東,1,1,大村,2019_11_28,1-6-3,1980,,690,1-6,620,1-6,940,,,,,,,,,,
36,7R,晴,北東,1,1,大村,2019_11_28,1-6-3,1980,,690,1-6,620,1-6,940,,,,,,,,,,
37,7R,晴,北東,1,1,大村,2019_11_28,1-6-3,1980,,690,1-6,620,1-6,940,,,,,,,,,,
38,7R,晴,北東,1,1,大村,2019_11_28,1-6-3,1980,,690,1-6,620,1-6,940,,,,,,,,,,
39,7R,晴,北東,1,1,大村,2019_11_28,1-6-3,1980,,690,1-6,620,1-6,940,,,,,,,,,,
40,8R,晴,北東,1,1,大村,2019_11_28,1-5-4,3480,,880,1-5,420,1-5,380,,,,,,,,,,
41,8R,晴,北東,1,1,大村,2019_11_28,1-5-4,3480,,880,1-5,420,1-5,380,,,,,,,,,,
42,8R,晴,北東,1,1,大村,2019_11_28,1-5-4,3480,,880,1-5,420,1-5,380,,,,,,,,,,
43,8R,晴,北東,1,1,大村,2019_11_28,1-5-4,3480,,880,1-5,420,1-5,380,,,,,,,,,,
44,8R,晴,北東,1,1,大村,2019_11_28,1-5-4,3480,,880,1-5,420,1-5,380,,,,,,,,,,
45,8R,晴,北東,1,1,大村,2019_11_28,1-5-4,3480,,880,1-5,420,1-5,380,,,,,,,,,,
46,9R,晴,北東,1,1,大村,2019_11_28,1-2-3,640,,500,1-2,210,1-2,200,,,,,,,,,,
47,9R,晴,北東,1,1,大村,2019_11_28,1-2-3,640,,500,1-2,210,1-2,200,,,,,,,,,,
48,9R,晴,北東,1,1,大村,2019_11_28,1-2-3,640,,500,1-2,210,1-2,200,,,,,,,,,,
49,9R,晴,北東,1,1,大村,2019_11_28,1-2-3,640,,500,1-2,210,1-2,200,,,,,,,,,,
50,9R,晴,北東,1,1,大村,2019_11_28,1-2-3,640,,500,1-2,210,1-2,200,,,,,,,,,,
51,9R,晴,北東,1,1,大村,2019_11_28,1-2-3,640,,500,1-2,210,1-2,200,,,,,,,,,,
52,10R,晴,北東,1,1,大村,2019_11_28,1-3-2,1370,,340,1-3,560,1-3,420,,,,,,,,,,
53,10R,晴,北東,1,1,大村,2019_11_28,1-3-2,1370,,340,1-3,560,1-3,420,,,,,,,,,,
54,10R,晴,北東,1,1,大村,2019_11_28,1-3-2,1370,,340,1-3,560,1-3,420,,,,,,,,,,
55,10R,晴,北東,1,1,大村,2019_11_28,1-3-2,1370,,340,1-3,560,1-3,420,,,,,,,,,,
56,10R,晴,北東,1,1,大村,2019_11_28,1-3-2,1370,,340,1-3,560,1-3,420,,,,,,,,,,
57,10R,晴,北東,1,1,大村,2019_11_28,1-3-2,1370,,340,1-3,560,1-3,420,,,,,,,,,,
58,11R,晴,北東,2,1,大村,2019_11_28,1-2-4,1020,,490,1-2,340,1-2,250,,,,,,,,,,
59,11R,晴,北東,2,1,大村,2019_11_28,1-2-4,1020,,490,1-2,340,1-2,250,,,,,,,,,,
60,11R,晴,北東,2,1,大村,2019_11_28,1-2-4,1020,,490,1-2,340,1-2,250,,,,,,,,,,
61,11R,晴,北東,2,1,大村,2019_11_28,1-2-4,1020,,490,1-2,340,1-2,250,,,,,,,,,,
62,11R,晴,北東,2,1,大村,2019_11_28,1-2-4,1020,,490,1-2,340,1-2,250,,,,,,,,,,
63,11R,晴,北東,2,1,大村,2019_11_28,1-2-4,1020,,490,1-2,340,1-2,250,,,,,,,,,,
64,12R,晴,北東,2,1,大村,2019_11_28,4-5-1,21190,,1180,4-5,8320,4-5,7330,,,,,,,,,,
65,12R,晴,北東,2,1,大村,2019_11_28,4-5-1,21190,,1180,4-5,8320,4-5,7330,,,,,,,,,,
66,12R,晴,北東,2,1,大村,2019_11_28,4-5-1,21190,,1180,4-5,8320,4-5,7330,,,,,,,,,,
67,12R,晴,北東,2,1,大村,2019_11_28,4-5-1,21190,,1180,4-5,8320,4-5,7330,,,,,,,,,,
68,12R,晴,北東,2,1,大村,2019_11_28,4-5-1,21190,,1180,4-5,8320,4-5,7330,,,,,,,,,,
69,12R,晴,北東,2,1,大村,2019_11_28,4-5-1,21190,,1180,4-5,8320,4-5,7330,,,,,,,,,,
70,1R,曇り,東,3,3,福岡,2019_11_28,1-5-2,1060,,320,1-5,340,1-5,220,,,,,,,,,,
71,1R,曇り,東,3,3,福岡,2019_11_28,1-5-2,1060,,320,1-5,340,1-5,220,,,,,,,,,,
72,1R,曇り,東,3,3,福岡,2019_11_28,1-5-2,1060,,320,1-5,340,1-5,220,,,,,,,,,,
73,1R,曇り,東,3,3,福岡,2019_11_28,1-5-2,1060,,320,1-5,340,1-5,220,,,,,,,,,,
74,1R,曇り,東,3,3,福岡,2019_11_28,1-5-2,1060,,320,1-5,340,1-5,220,,,,,,,,,,
75,1R,曇り,東,3,3,福岡,2019_11_28,1-5-2,1060,,320,1-5,340,1-5,220,,,,,,,,,,
76,2R,曇り,東,3,3,福岡,2019_11_28,1-2-6,710,,430,1-2,200,1-2,150,,,,,,,,,,
77,2R,曇り,東,3,3,福岡,2019_11_28,1-2-6,710,,430,1-2,200,1-2,150,,,,,,,,,,
78,2R,曇り,東,3,3,福岡,2019_11_28,1-2-6,710,,430,1-2,200,1-2,150,,,,,,,,,,
79,2R,曇り,東,3,3,福岡,2019_11_28,1-2-6,710,,430,1-2,200,1-2,150,,,,,,,,,,
80,2R,曇り,東,3,3,福岡,2019_11_28,1-2-6,710,,430,1-2,200,1-2,150,,,,,,,,,,
81,2R,曇り,東,3,3,福岡,2019_11_28,1-2-6,710,,430,1-2,200,1-2,150,,,,,,,,,,
82,3R,曇り,東,3,3,福岡,2019_11_28,4-2-5,4840,,1810,4-2,1020,2-4,650,,,,,,,,,,
83,3R,曇り,東,3,3,福岡,2019_11_28,4-2-5,4840,,1810,4-2,1020,2-4,650,,,,,,,,,,
84,3R,曇り,東,3,3,福岡,2019_11_28,4-2-5,4840,,1810,4-2,1020,2-4,650,,,,,,,,,,
85,3R,曇り,東,3,3,福岡,2019_11_28,4-2-5,4840,,1810,4-2,1020,2-4,650,,,,,,,,,,
86,3R,曇り,東,3,3,福岡,2019_11_28,4-2-5,4840,,1810,4-2,1020,2-4,650,,,,,,,,,,
87,3R,曇り,東,3,3,福岡,2019_11_28,4-2-5,4840,,1810,4-2,1020,2-4,650,,,,,,,,,,
88,4R,曇り,東,3,3,福岡,2019_11_28,3-1-4,4350,,1540,3-1,410,1-3,180,,,,,,,,,,
89,4R,曇り,東,3,3,福岡,2019_11_28,3-1-4,4350,,1540,3-1,410,1-3,180,,,,,,,,,,
90,4R,曇り,東,3,3,福岡,2019_11_28,3-1-4,4350,,1540,3-1,410,1-3,180,,,,,,,,,,
91,4R,曇り,東,3,3,福岡,2019_11_28,3-1-4,4350,,1540,3-1,410,1-3,180,,,,,,,,,,
92,4R,曇り,東,3,3,福岡,2019_11_28,3-1-4,4350,,1540,3-1,410,1-3,180,,,,,,,,,,
93,4R,曇り,東,3,3,福岡,2019_11_28,3-1-4,4350,,1540,3-1,410,1-3,180,,,,,,,,,,
