,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4848,仲谷颯仁,72,154,6.85,1,0.11,22,1R,晴,南東,4,4,2021_3_27,2021_3_27_22_1R
1,2,2,4545,岡村慶太,71,152,6.81,2,0.11,22,1R,晴,南東,4,4,2021_3_27,2021_3_27_22_1R
2,3,5,4352,下條雄太郎,49,101,6.87,5,0.15,22,1R,晴,南東,4,4,2021_3_27,2021_3_27_22_1R
3,4,4,3997,北村征嗣,61,150,6.84,4,0.15,22,1R,晴,南東,4,4,2021_3_27,2021_3_27_22_1R
4,5,6,4524,深谷知博,12,170,6.88,6,0.18,22,1R,晴,南東,4,4,2021_3_27,2021_3_27_22_1R
5,6,3,3779,原田幸哉,32,135,6.86,3,0.11,22,1R,晴,南東,4,4,2021_3_27,2021_3_27_22_1R
6,1,1,4397,西村拓也,40,130,6.83,1,0.16,22,2R,晴,南,3,3,2021_3_27,2021_3_27_22_2R
7,2,2,4445,宮地元輝,64,142,6.76,2,0.12,22,2R,晴,南,3,3,2021_3_27,2021_3_27_22_2R
8,3,4,4418,茅原悠紀,58,167,6.82,4,0.21,22,2R,晴,南,3,3,2021_3_27,2021_3_27_22_2R
9,4,3,3854,吉川元浩,45,174,6.87,3,0.14,22,2R,晴,南,3,3,2021_3_27,2021_3_27_22_2R
10,5,6,4808,松尾拓,24,155,6.93,6,0.16,22,2R,晴,南,3,3,2021_3_27,2021_3_27_22_2R
11,6,5,4450,平高奈菜,18,163,6.83,5,0.17,22,2R,晴,南,3,3,2021_3_27,2021_3_27_22_2R
12,1,4,4320,峰竜太,42,165,6.87,4,0.11,22,3R,晴,南,3,3,2021_3_27,2021_3_27_22_3R
13,2,6,3897,白井英治,36,124,6.88,6,0.09,22,3R,晴,南,3,3,2021_3_27,2021_3_27_22_3R
14,3,1,3415,松井繁,48,171,6.83,1,0.18,22,3R,晴,南,3,3,2021_3_27,2021_3_27_22_3R
15,4,3,4357,田中和也,63,103,6.82,3,0.07,22,3R,晴,南,3,3,2021_3_27,2021_3_27_22_3R
16,5,5,4108,吉村正明,30,104,6.88,5,0.08,22,3R,晴,南,3,3,2021_3_27,2021_3_27_22_3R
17,6,2,4686,丸野一樹,68,143,6.84,2,0.11,22,3R,晴,南,3,3,2021_3_27,2021_3_27_22_3R
18,1,2,4586,磯部誠,60,111,6.86,2,0.17,22,4R,晴,南,2,2,2021_3_27,2021_3_27_22_4R
19,2,1,4308,河村了,22,131,6.89,1,0.17,22,4R,晴,南,2,2,2021_3_27,2021_3_27_22_4R
20,3,4,4503,上野真之介,15,162,6.88,4,0.18,22,4R,晴,南,2,2,2021_3_27,2021_3_27_22_4R
21,4,5,4266,長田頼宗,13,159,6.87,5,0.16,22,4R,晴,南,2,2,2021_3_27,2021_3_27_22_4R
22,5,3,4296,岡崎恭裕,39,141,6.85,3,0.15,22,4R,晴,南,2,2,2021_3_27,2021_3_27_22_4R
23,6,6,4387,平山智加,66,108,6.91,6,0.19,22,4R,晴,南,2,2,2021_3_27,2021_3_27_22_4R
24,1,3,4352,下條雄太郎,49,101,6.84,3,0.08,22,5R,晴,南,4,4,2021_3_27,2021_3_27_22_5R
25,2,1,4024,井口佳典,75,157,6.85,1,0.12,22,5R,晴,南,4,4,2021_3_27,2021_3_27_22_5R
26,3,4,3996,秋山直之,35,149,6.94,4,0.15,22,5R,晴,南,4,4,2021_3_27,2021_3_27_22_5R
27,4,6,3783,瓜生正義,67,113,6.84,6,0.25,22,5R,晴,南,4,4,2021_3_27,2021_3_27_22_5R
28,5,5,4545,岡村慶太,71,152,6.84,5,0.15,22,5R,晴,南,4,4,2021_3_27,2021_3_27_22_5R
29,6,2,4459,片岡雅裕,41,132,6.93,2,0.07,22,5R,晴,南,4,4,2021_3_27,2021_3_27_22_5R
30,1,1,4371,西山貴浩,31,117,6.99,1,0.14,22,6R,晴,南,4,4,2021_3_27,2021_3_27_22_6R
