,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4498,宮本夏樹,25,21,6.98,1,0.18,24,1R,晴,西,2,1,2021_6_14,2021_6_14_24_1R
1,2,2,4789,古賀智之,35,25,7.03,2,0.17,24,1R,晴,西,2,1,2021_6_14,2021_6_14_24_1R
2,3,3,3989,熊本英一,45,44,7.06,4,0.28,24,1R,晴,西,2,1,2021_6_14,2021_6_14_24_1R
3,4,6,3025,山口哲治,64,13,7.05,3,0.23,24,1R,晴,西,2,1,2021_6_14,2021_6_14_24_1R
4,5,4,5059,冨田祥,52,67,7.05,5,0.25,24,1R,晴,西,2,1,2021_6_14,2021_6_14_24_1R
5,6,5,5138,村本大成,13,39,7.11,6,0.19,24,1R,晴,西,2,1,2021_6_14,2021_6_14_24_1R
6,1,4,4015,前野竜一,39,45,7.00,4,0.05,24,2R,晴,西,2,1,2021_6_14,2021_6_14_24_2R
7,2,2,5067,山田真聖,48,69,7.00,2,0.11,24,2R,晴,西,2,1,2021_6_14,2021_6_14_24_2R
8,3,1,3122,高山哲也,23,75,7.01,1,0.17,24,2R,晴,西,2,1,2021_6_14,2021_6_14_24_2R
9,4,3,4553,坪口竜也,57,19,6.99,3,0.08,24,2R,晴,西,2,1,2021_6_14,2021_6_14_24_2R
10,5,5,4705,吉川勇作,20,50,7.11,5,0.14,24,2R,晴,西,2,1,2021_6_14,2021_6_14_24_2R
11,6,6,3974,深山祐二,61,46,7.02,6,0.17,24,2R,晴,西,2,1,2021_6_14,2021_6_14_24_2R
12,1,2,4184,渡邊雄一郎,63,70,6.96,2,0.11,24,3R,晴,北西,2,1,2021_6_14,2021_6_14_24_3R
13,2,1,4126,吉本玲緒,14,64,7.08,1,0.15,24,3R,晴,北西,2,1,2021_6_14,2021_6_14_24_3R
14,3,4,4152,深水慎一郎,34,61,7.01,5,0.26,24,3R,晴,北西,2,1,2021_6_14,2021_6_14_24_3R
15,4,5,4683,向井田直弥,36,60,6.97,6,0.16,24,3R,晴,北西,2,1,2021_6_14,2021_6_14_24_3R
16,5,6,4151,下河誉史,22,71,6.99,3,0.52,24,3R,晴,北西,2,1,2021_6_14,2021_6_14_24_3R
17,6,3,4919,吉田翔悟,46,37,7.00,4,0.20,24,3R,晴,北西,2,1,2021_6_14,2021_6_14_24_3R
18,1,3,3499,市川哲也,12,72,6.97,3,0.07,24,4R,晴,北西,1,1,2021_6_14,2021_6_14_24_4R
19,2,6,4788,小池哲也,69,73,6.93,6,0.09,24,4R,晴,北西,1,1,2021_6_14,2021_6_14_24_4R
20,3,4,4890,石川諒,68,11,6.94,4,0.12,24,4R,晴,北西,1,1,2021_6_14,2021_6_14_24_4R
21,4,2,5086,本村大,37,29,6.99,2,0.17,24,4R,晴,北西,1,1,2021_6_14,2021_6_14_24_4R
22,5,5,4855,江頭賢太,30,20,6.98,5,0.07,24,4R,晴,北西,1,1,2021_6_14,2021_6_14_24_4R
23,6,1,3444,香月大介,26,51,6.84,1,0.29,24,4R,晴,北西,1,1,2021_6_14,2021_6_14_24_4R
24,1,4,5036,福田翔吾,58,16,6.94,4,0.04,24,5R,晴,北西,1,1,2021_6_14,2021_6_14_24_5R
25,2,2,4257,古川健,62,33,6.93,2,0.16,24,5R,晴,北西,1,1,2021_6_14,2021_6_14_24_5R
26,3,6,4760,山崎郡,60,48,6.94,6,0.05,24,5R,晴,北西,1,1,2021_6_14,2021_6_14_24_5R
27,4,5,5059,冨田祥,52,67,7.00,5,0.06,24,5R,晴,北西,1,1,2021_6_14,2021_6_14_24_5R
28,5,1,4027,松江秀徳,18,68,6.93,1,0.19,24,5R,晴,北西,1,1,2021_6_14,2021_6_14_24_5R
29,6,3,3843,上之晃弘,29,52,6.92,3,0.21,24,5R,晴,北西,1,1,2021_6_14,2021_6_14_24_5R
30,1,1,4553,坪口竜也,57,19,6.92,1,0.13,24,6R,晴,北西,1,1,2021_6_14,2021_6_14_24_6R
31,2,2,5053,山口広樹,50,54,6.93,3,0.21,24,6R,晴,北西,1,1,2021_6_14,2021_6_14_24_6R
32,3,3,4603,谷川将太,44,56,6.90,5,0.19,24,6R,晴,北西,1,1,2021_6_14,2021_6_14_24_6R
33,4,4,4210,松村康太,67,34,7.09,4,0.26,24,6R,晴,北西,1,1,2021_6_14,2021_6_14_24_6R
34,5,6,4324,海野康志郎,49,76,6.96,2,0.15,24,6R,晴,北西,1,1,2021_6_14,2021_6_14_24_6R
35,6,5,4789,古賀智之,35,25,6.98,6,0.14,24,6R,晴,北西,1,1,2021_6_14,2021_6_14_24_6R
36,1,1,3081,岡本慎治,70,53,6.96,1,0.07,24,7R,晴,北西,1,1,2021_6_14,2021_6_14_24_7R
37,2,3,4448,青木玄太,73,27,6.96,3,0.05,24,7R,晴,北西,1,1,2021_6_14,2021_6_14_24_7R
38,3,2,4705,吉川勇作,20,50,6.99,2,0.11,24,7R,晴,北西,1,1,2021_6_14,2021_6_14_24_7R
39,4,4,4919,吉田翔悟,46,37,6.94,4,0.11,24,7R,晴,北西,1,1,2021_6_14,2021_6_14_24_7R
40,5,5,5015,高橋竜矢,71,49,6.97,5,0.07,24,7R,晴,北西,1,1,2021_6_14,2021_6_14_24_7R
41,6,6,5138,村本大成,13,39,7.01,6,0.14,24,7R,晴,北西,1,1,2021_6_14,2021_6_14_24_7R
42,1,1,4173,岡谷健吾,59,47,6.89,1,0.14,24,8R,晴,北西,1,1,2021_6_14,2021_6_14_24_8R
43,2,3,4140,梶野学志,38,35,6.94,3,0.17,24,8R,晴,北西,1,1,2021_6_14,2021_6_14_24_8R
44,3,2,4176,樋口喜彦,11,40,6.93,2,0.14,24,8R,晴,北西,1,1,2021_6_14,2021_6_14_24_8R
45,4,6,3989,熊本英一,45,44,6.94,6,0.26,24,8R,晴,北西,1,1,2021_6_14,2021_6_14_24_8R
46,5,5,4162,竹本太樹,75,55,7.00,5,0.22,24,8R,晴,北西,1,1,2021_6_14,2021_6_14_24_8R
47,6,4,5067,山田真聖,48,69,6.94,4,0.19,24,8R,晴,北西,1,1,2021_6_14,2021_6_14_24_8R
48,1,1,4137,君島秀三,43,26,6.95,1,0.14,24,9R,晴,北西,1,1,2021_6_14,2021_6_14_24_9R
49,2,3,3122,高山哲也,23,75,6.95,3,0.16,24,9R,晴,北西,1,1,2021_6_14,2021_6_14_24_9R
50,3,2,4047,吉永浩則,55,23,6.97,2,0.21,24,9R,晴,北西,1,1,2021_6_14,2021_6_14_24_9R
51,4,4,4151,下河誉史,22,71,6.96,4,0.13,24,9R,晴,北西,1,1,2021_6_14,2021_6_14_24_9R
52,5,6,4257,古川健,62,33,6.93,6,0.17,24,9R,晴,北西,1,1,2021_6_14,2021_6_14_24_9R
53,6,5,3921,川村正輝,72,66,7.00,5,0.16,24,9R,晴,北西,1,1,2021_6_14,2021_6_14_24_9R
