,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3499,市川哲也,29,75,6.83,1,0.11,21,1R,曇り,北東,3,3,2020_5_31,1-6-2,3340,1-2-6,900,1-6,1000,1-6,1100,2020_5_31_21_1R
1,2,6,3858,織田猛 ,9,15,6.81,6,0.11,21,1R,曇り,北東,3,3,2020_5_31,1-6-2,3340,1-2-6,900,1-6,1000,1-6,1100,2020_5_31_21_1R
2,3,2,4899,占部一真,44,47,6.83,2,0.14,21,1R,曇り,北東,3,3,2020_5_31,1-6-2,3340,1-2-6,900,1-6,1000,1-6,1100,2020_5_31_21_1R
3,4,3,3585,井川真人,32,67,6.88,3,0.11,21,1R,曇り,北東,3,3,2020_5_31,1-6-2,3340,1-2-6,900,1-6,1000,1-6,1100,2020_5_31_21_1R
4,5,4,4942,柴田朋哉,38,13,6.74,4,0.11,21,1R,曇り,北東,3,3,2020_5_31,1-6-2,3340,1-2-6,900,1-6,1000,1-6,1100,2020_5_31_21_1R
5,6,5,3234,金森史吉,25,16,6.82,5,0.09,21,1R,曇り,北東,3,3,2020_5_31,1-6-2,3340,1-2-6,900,1-6,1000,1-6,1100,2020_5_31_21_1R
6,1,2,4638,小林遼太,31,26,6.74,2,0.17,21,2R,曇り,東,3,3,2020_5_31,2-1-4,2740,1-2-4,120,2-1,1580,1-2,440,2020_5_31_21_2R
7,2,1,3777,樋口亮,40,73,6.75,1,0.22,21,2R,曇り,東,3,3,2020_5_31,2-1-4,2740,1-2-4,120,2-1,1580,1-2,440,2020_5_31_21_2R
8,3,4,4136,江夏満,33,21,6.86,4,0.21,21,2R,曇り,東,3,3,2020_5_31,2-1-4,2740,1-2-4,120,2-1,1580,1-2,440,2020_5_31_21_2R
9,4,6,3832,下田哲也,14,55,6.77,6,0.22,21,2R,曇り,東,3,3,2020_5_31,2-1-4,2740,1-2-4,120,2-1,1580,1-2,440,2020_5_31_21_2R
