,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4826,井上一輝,47,132,6.87,1,0.13,22,1R,曇り,北東,3,3,2021_9_5,2021_9_5_22_1R
1,2,3,5008,羽野諒,37,135,6.82,3,0.14,22,1R,曇り,北東,3,3,2021_9_5,2021_9_5_22_1R
2,3,2,5081,篠原飛翔,70,160,6.82,2,0.14,22,1R,曇り,北東,3,3,2021_9_5,2021_9_5_22_1R
3,4,5,5172,田村慶,67,156,6.85,5,0.07,22,1R,曇り,北東,3,3,2021_9_5,2021_9_5_22_1R
4,5,6,5110,杉山喜一,72,124,6.86,6,0.11,22,1R,曇り,北東,3,3,2021_9_5,2021_9_5_22_1R
5,6,4,5043,中村日向,23,129,6.78,4,0.12,22,1R,曇り,北東,3,3,2021_9_5,2021_9_5_22_1R
6,1,1,4926,吉川貴仁,24,158,6.75,1,0.14,22,2R,曇り,北東,3,3,2021_9_5,2021_9_5_22_2R
7,2,3,5143,常盤海心,66,153,6.86,3,0.11,22,2R,曇り,北東,3,3,2021_9_5,2021_9_5_22_2R
8,3,5,4877,鈴谷一平,53,123,6.83,5,0.13,22,2R,曇り,北東,3,3,2021_9_5,2021_9_5_22_2R
9,4,2,5041,荒牧凪沙,22,161,6.88,2,0.12,22,2R,曇り,北東,3,3,2021_9_5,2021_9_5_22_2R
10,5,6,4934,佐々木翔斗,26,115,6.84,6,0.21,22,2R,曇り,北東,3,3,2021_9_5,2021_9_5_22_2R
11,6,4,5102,原田雄次,54,138,6.85,4,0.14,22,2R,曇り,北東,3,3,2021_9_5,2021_9_5_22_2R
12,1,4,4933,板橋侑我,19,116,6.80,4,0.07,22,3R,曇り,北東,3,3,2021_9_5,2021_9_5_22_3R
13,2,5,4932,新開航,16,157,6.77,5,0.22,22,3R,曇り,北東,3,3,2021_9_5,2021_9_5_22_3R
14,3,1,4912,中山将太,56,136,6.83,1,0.17,22,3R,曇り,北東,3,3,2021_9_5,2021_9_5_22_3R
15,4,2,4906,鈴木雅希,64,151,6.97,2,0.10,22,3R,曇り,北東,3,3,2021_9_5,2021_9_5_22_3R
16,5,6,5115,香川颯太,71,128,6.83,6,0.28,22,3R,曇り,北東,3,3,2021_9_5,2021_9_5_22_3R
17,1,1,5029,中亮太,73,131,6.77,1,0.13,22,4R,曇り,北東,3,3,2021_9_5,2021_9_5_22_4R
18,2,2,5105,富田恕生,50,125,6.85,2,0.22,22,4R,曇り,北東,3,3,2021_9_5,2021_9_5_22_4R
19,3,6,4879,山崎鉄平,42,126,6.89,6,0.15,22,4R,曇り,北東,3,3,2021_9_5,2021_9_5_22_4R
20,4,5,5053,山口広樹,17,140,6.89,5,0.22,22,4R,曇り,北東,3,3,2021_9_5,2021_9_5_22_4R
21,5,3,5125,高井雄基,35,137,6.87,3,0.17,22,4R,曇り,北東,3,3,2021_9_5,2021_9_5_22_4R
22,6,4,5016,宮田龍馬,36,117,6.83,4,0.16,22,4R,曇り,北東,3,3,2021_9_5,2021_9_5_22_4R
23,1,1,5018,竹下大樹,34,114,6.86,1,0.13,22,5R,曇り,北東,2,2,2021_9_5,2021_9_5_22_5R
24,2,5,5014,梶山涼斗,33,133,6.82,5,0.22,22,5R,曇り,北東,2,2,2021_9_5,2021_9_5_22_5R
25,3,4,4899,占部一真,25,146,6.84,4,0.21,22,5R,曇り,北東,2,2,2021_9_5,2021_9_5_22_5R
26,4,2,5071,野見山拓己,39,150,6.82,2,0.10,22,5R,曇り,北東,2,2,2021_9_5,2021_9_5_22_5R
27,5,3,5110,杉山喜一,72,124,6.86,3,0.26,22,5R,曇り,北東,2,2,2021_9_5,2021_9_5_22_5R
28,6,6,5172,田村慶,67,156,6.86,6,0.16,22,5R,曇り,北東,2,2,2021_9_5,2021_9_5_22_5R
29,1,1,4894,原村拓也,68,122,6.82,1,0.16,22,6R,曇り,北東,3,3,2021_9_5,2021_9_5_22_6R
30,2,3,5102,原田雄次,54,138,6.88,3,0.23,22,6R,曇り,北東,3,3,2021_9_5,2021_9_5_22_6R
31,3,5,4939,宮之原輝紀,41,142,6.81,5,0.16,22,6R,曇り,北東,3,3,2021_9_5,2021_9_5_22_6R
32,4,2,5121,定松勇樹,74,119,6.79,2,0.17,22,6R,曇り,北東,3,3,2021_9_5,2021_9_5_22_6R
33,5,6,5154,村松栄太,57,141,6.90,6,0.12,22,6R,曇り,北東,3,3,2021_9_5,2021_9_5_22_6R
34,6,4,5143,常盤海心,66,153,6.86,4,0.28,22,6R,曇り,北東,3,3,2021_9_5,2021_9_5_22_6R
35,1,1,4903,吉田凌太朗,49,155,6.81,1,0.14,22,7R,曇り,北東,2,2,2021_9_5,2021_9_5_22_7R
36,2,2,5115,香川颯太,71,128,6.82,2,0.20,22,7R,曇り,北東,2,2,2021_9_5,2021_9_5_22_7R
37,3,4,5081,篠原飛翔,70,160,6.86,4,0.28,22,7R,曇り,北東,2,2,2021_9_5,2021_9_5_22_7R
38,4,6,5008,羽野諒,37,135,6.83,5,0.29,22,7R,曇り,北東,2,2,2021_9_5,2021_9_5_22_7R
39,5,3,5041,荒牧凪沙,22,161,6.85,3,0.19,22,7R,曇り,北東,2,2,2021_9_5,2021_9_5_22_7R
40,6,5,4934,佐々木翔斗,26,115,6.88,6,0.43,22,7R,曇り,北東,2,2,2021_9_5,2021_9_5_22_7R
41,1,1,4960,黒野元基,51,159,6.79,1,0.06,22,8R,曇り,北東,3,3,2021_9_5,2021_9_5_22_8R
42,2,2,4877,鈴谷一平,53,123,6.85,2,0.11,22,8R,曇り,北東,3,3,2021_9_5,2021_9_5_22_8R
43,3,3,5053,山口広樹,17,140,6.82,3,0.19,22,8R,曇り,北東,3,3,2021_9_5,2021_9_5_22_8R
44,4,6,5133,堀越雄貴,21,145,6.79,6,0.12,22,8R,曇り,北東,3,3,2021_9_5,2021_9_5_22_8R
45,5,4,4906,鈴木雅希,64,151,6.92,4,0.12,22,8R,曇り,北東,3,3,2021_9_5,2021_9_5_22_8R
46,6,5,5105,富田恕生,50,125,6.88,5,0.23,22,8R,曇り,北東,3,3,2021_9_5,2021_9_5_22_8R
47,1,1,5014,梶山涼斗,33,133,6.76,1,0.05,22,9R,曇り,北東,4,4,2021_9_5,2021_9_5_22_9R
48,2,2,4933,板橋侑我,19,116,6.81,2,0.06,22,9R,曇り,北東,4,4,2021_9_5,2021_9_5_22_9R
49,3,4,4949,横田貴満,65,162,6.87,4,0.22,22,9R,曇り,北東,4,4,2021_9_5,2021_9_5_22_9R
50,4,3,5016,宮田龍馬,36,117,6.86,3,0.11,22,9R,曇り,北東,4,4,2021_9_5,2021_9_5_22_9R
51,5,5,4926,吉川貴仁,24,158,6.69,5,0.19,22,9R,曇り,北東,4,4,2021_9_5,2021_9_5_22_9R
52,6,6,5071,野見山拓己,39,150,6.88,6,0.19,22,9R,曇り,北東,4,4,2021_9_5,2021_9_5_22_9R
53,1,4,4826,井上一輝,47,132,6.76,4,0.06,22,10R,曇り,北東,3,3,2021_9_5,2021_9_5_22_10R
54,2,6,5029,中亮太,73,131,6.74,6,0.06,22,10R,曇り,北東,3,3,2021_9_5,2021_9_5_22_10R
55,3,2,4899,占部一真,25,146,6.79,2,0.21,22,10R,曇り,北東,3,3,2021_9_5,2021_9_5_22_10R
56,4,1,4939,宮之原輝紀,41,142,6.78,1,0.14,22,10R,曇り,北東,3,3,2021_9_5,2021_9_5_22_10R
57,5,5,4894,原村拓也,68,122,6.78,5,0.13,22,10R,曇り,北東,3,3,2021_9_5,2021_9_5_22_10R
58,6,3,4912,中山将太,56,136,6.75,3,0.10,22,10R,曇り,北東,3,3,2021_9_5,2021_9_5_22_10R
59,1,1,4932,新開航,16,157,6.78,1,0.19,22,11R,曇り,北東,4,4,2021_9_5,2021_9_5_22_11R
60,2,3,5121,定松勇樹,74,119,6.78,3,0.13,22,11R,曇り,北東,4,4,2021_9_5,2021_9_5_22_11R
61,3,2,5043,中村日向,23,129,6.79,2,0.19,22,11R,曇り,北東,4,4,2021_9_5,2021_9_5_22_11R
62,4,5,4903,吉田凌太朗,49,155,6.84,5,0.16,22,11R,曇り,北東,4,4,2021_9_5,2021_9_5_22_11R
63,5,4,4960,黒野元基,51,159,6.80,4,0.16,22,11R,曇り,北東,4,4,2021_9_5,2021_9_5_22_11R
64,6,6,5018,竹下大樹,34,114,6.86,6,0.19,22,11R,曇り,北東,4,4,2021_9_5,2021_9_5_22_11R
65,1,2,4736,高倉和士,69,139,6.84,4,0.06,22,12R,曇り,北東,3,3,2021_9_5,2021_9_5_22_12R
66,2,4,4850,野中一平,44,134,6.78,5,0.02,22,12R,曇り,北東,3,3,2021_9_5,2021_9_5_22_12R
67,3,3,5017,澤田尚也,40,147,6.78,3,0.06,22,12R,曇り,北東,3,3,2021_9_5,2021_9_5_22_12R
68,4,6,4802,中田達也,20,127,6.82,2,0.21,22,12R,曇り,北東,3,3,2021_9_5,2021_9_5_22_12R
69,5,5,4928,栗城匠,63,152,6.81,6,0.12,22,12R,曇り,北東,3,3,2021_9_5,2021_9_5_22_12R
70,6,1,4907,小池修平,55,144,6.77,1,0.17,22,12R,曇り,北東,3,3,2021_9_5,2021_9_5_22_12R
71,1,1,4942,柴田朋哉,35,40,6.80,1,0.14,20,1R,雨,北東,3,3,2021_9_5,2021_9_5_20_1R
72,2,6,3491,富永茂,27,72,6.85,5,0.17,20,1R,雨,北東,3,3,2021_9_5,2021_9_5_20_1R
73,3,3,3615,横田茂,57,28,6.85,3,0.17,20,1R,雨,北東,3,3,2021_9_5,2021_9_5_20_1R
74,4,2,4268,和合俊介,34,36,6.86,2,0.15,20,1R,雨,北東,3,3,2021_9_5,2021_9_5_20_1R
75,5,4,3488,柳田英明,45,59,6.88,4,0.13,20,1R,雨,北東,3,3,2021_9_5,2021_9_5_20_1R
76,6,5,5160,藤森陸斗,13,37,6.86,6,0.18,20,1R,雨,北東,3,3,2021_9_5,2021_9_5_20_1R
77,1,1,3869,井芹大志,38,20,6.79,1,0.14,20,2R,曇り,北東,4,4,2021_9_5,2021_9_5_20_2R
78,2,3,3631,田添康介,39,31,6.88,3,0.17,20,2R,曇り,北東,4,4,2021_9_5,2021_9_5_20_2R
79,3,2,3607,原田智和,37,43,6.88,2,0.18,20,2R,曇り,北東,4,4,2021_9_5,2021_9_5_20_2R
80,4,4,3593,横井光弘,58,50,6.86,4,0.20,20,2R,曇り,北東,4,4,2021_9_5,2021_9_5_20_2R
81,5,6,5176,石倉拓美,29,75,6.86,6,0.13,20,2R,曇り,北東,4,4,2021_9_5,2021_9_5_20_2R
82,6,5,4632,長尾京志郎,36,34,6.92,5,0.19,20,2R,曇り,北東,4,4,2021_9_5,2021_9_5_20_2R
83,1,1,5055,眞鳥章太,19,22,6.86,1,0.11,20,3R,曇り,北東,3,3,2021_9_5,2021_9_5_20_3R
84,2,5,5145,島川海輝,61,56,6.86,5,0.11,20,3R,曇り,北東,3,3,2021_9_5,2021_9_5_20_3R
85,3,2,4368,山口隆史,22,73,6.87,2,0.19,20,3R,曇り,北東,3,3,2021_9_5,2021_9_5_20_3R
86,4,3,3224,栗山繁洋 ,3,49,6.84,3,0.22,20,3R,曇り,北東,3,3,2021_9_5,2021_9_5_20_3R
87,5,6,5161,登玉隼百,23,13,6.95,6,0.09,20,3R,曇り,北東,3,3,2021_9_5,2021_9_5_20_3R
88,6,4,3761,山本光雄,54,54,6.89,4,0.12,20,3R,曇り,北東,3,3,2021_9_5,2021_9_5_20_3R
89,1,5,4000,松本博昭,21,11,6.83,5,0.16,20,4R,曇り,北東,3,3,2021_9_5,2021_9_5_20_4R
90,2,4,3804,中渡修作,16,66,6.90,4,0.15,20,4R,曇り,北東,3,3,2021_9_5,2021_9_5_20_4R
91,3,1,5028,原田才一郎,52,62,6.85,1,0.18,20,4R,曇り,北東,3,3,2021_9_5,2021_9_5_20_4R
92,4,2,4245,高橋直哉,59,30,6.85,2,0.22,20,4R,曇り,北東,3,3,2021_9_5,2021_9_5_20_4R
93,5,3,4463,三苫晃幸,30,63,6.84,3,0.28,20,4R,曇り,北東,3,3,2021_9_5,2021_9_5_20_4R
94,6,6,4046,谷村啓司,46,61,6.81,6,0.18,20,4R,曇り,北東,3,3,2021_9_5,2021_9_5_20_4R
95,1,1,4356,長岡良也,50,29,6.85,1,0.04,20,5R,曇り,北東,4,4,2021_9_5,2021_9_5_20_5R
96,2,4,4521,小池公生,15,55,6.83,4,0.12,20,5R,曇り,北東,4,4,2021_9_5,2021_9_5_20_5R
97,3,3,3753,河上哲也,41,69,6.95,3,0.07,20,5R,曇り,北東,4,4,2021_9_5,2021_9_5_20_5R
98,4,5,4268,和合俊介,34,36,6.86,5,0.11,20,5R,曇り,北東,4,4,2021_9_5,2021_9_5_20_5R
99,5,2,3742,宮地秀祈,24,53,6.90,2,0.04,20,5R,曇り,北東,4,4,2021_9_5,2021_9_5_20_5R
100,6,6,5160,藤森陸斗,13,37,6.87,6,0.08,20,5R,曇り,北東,4,4,2021_9_5,2021_9_5_20_5R
101,1,1,3919,村上純,53,33,6.88,1,0.24,20,6R,曇り,北東,4,4,2021_9_5,2021_9_5_20_6R
