,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1R,曇り,北,6,6,唐津,2020_5_6,1-3-2,1130,,430,1-3,370,1-3,340,,,,,,,,,,
1,1R,曇り,北,6,6,唐津,2020_5_6,1-3-2,1130,,430,1-3,370,1-3,340,,,,,,,,,,
2,1R,曇り,北,6,6,唐津,2020_5_6,1-3-2,1130,,430,1-3,370,1-3,340,,,,,,,,,,
3,1R,曇り,北,6,6,唐津,2020_5_6,1-3-2,1130,,430,1-3,370,1-3,340,,,,,,,,,,
4,1R,曇り,北,6,6,唐津,2020_5_6,1-3-2,1130,,430,1-3,370,1-3,340,,,,,,,,,,
5,1R,曇り,北,6,6,唐津,2020_5_6,1-3-2,1130,,430,1-3,370,1-3,340,,,,,,,,,,
6,2R,曇り,北,6,6,唐津,2020_5_6,1-2-6,2610,,1200,1-2,280,1-2,180,,,,,,,,,,
7,2R,曇り,北,6,6,唐津,2020_5_6,1-2-6,2610,,1200,1-2,280,1-2,180,,,,,,,,,,
8,2R,曇り,北,6,6,唐津,2020_5_6,1-2-6,2610,,1200,1-2,280,1-2,180,,,,,,,,,,
9,2R,曇り,北,6,6,唐津,2020_5_6,1-2-6,2610,,1200,1-2,280,1-2,180,,,,,,,,,,
10,2R,曇り,北,6,6,唐津,2020_5_6,1-2-6,2610,,1200,1-2,280,1-2,180,,,,,,,,,,
11,2R,曇り,北,6,6,唐津,2020_5_6,1-2-6,2610,,1200,1-2,280,1-2,180,,,,,,,,,,
12,3R,曇り,北,6,6,唐津,2020_5_6,2-1-5,3550,,490,2-1,1360,1-2,340,,,,,,,,,,
13,3R,曇り,北,6,6,唐津,2020_5_6,2-1-5,3550,,490,2-1,1360,1-2,340,,,,,,,,,,
14,3R,曇り,北,6,6,唐津,2020_5_6,2-1-5,3550,,490,2-1,1360,1-2,340,,,,,,,,,,
15,3R,曇り,北,6,6,唐津,2020_5_6,2-1-5,3550,,490,2-1,1360,1-2,340,,,,,,,,,,
16,3R,曇り,北,6,6,唐津,2020_5_6,2-1-5,3550,,490,2-1,1360,1-2,340,,,,,,,,,,
17,3R,曇り,北,6,6,唐津,2020_5_6,2-1-5,3550,,490,2-1,1360,1-2,340,,,,,,,,,,
18,4R,曇り,北,5,5,唐津,2020_5_6,4-5-1,3140,,390,4-5,1820,4-5,1560,,,,,,,,,,
19,4R,曇り,北,5,5,唐津,2020_5_6,4-5-1,3140,,390,4-5,1820,4-5,1560,,,,,,,,,,
20,4R,曇り,北,5,5,唐津,2020_5_6,4-5-1,3140,,390,4-5,1820,4-5,1560,,,,,,,,,,
21,4R,曇り,北,5,5,唐津,2020_5_6,4-5-1,3140,,390,4-5,1820,4-5,1560,,,,,,,,,,
22,4R,曇り,北,5,5,唐津,2020_5_6,4-5-1,3140,,390,4-5,1820,4-5,1560,,,,,,,,,,
23,4R,曇り,北,5,5,唐津,2020_5_6,4-5-1,3140,,390,4-5,1820,4-5,1560,,,,,,,,,,
24,5R,曇り,北,7,7,唐津,2020_5_6,6-3-4,2000,,170,6-3,1590,3-6,690,,,,,,,,,,
25,5R,曇り,北,7,7,唐津,2020_5_6,6-3-4,2000,,170,6-3,1590,3-6,690,,,,,,,,,,
26,5R,曇り,北,7,7,唐津,2020_5_6,6-3-4,2000,,170,6-3,1590,3-6,690,,,,,,,,,,
27,5R,曇り,北,7,7,唐津,2020_5_6,6-3-4,2000,,170,6-3,1590,3-6,690,,,,,,,,,,
28,5R,曇り,北,7,7,唐津,2020_5_6,6-3-4,2000,,170,6-3,1590,3-6,690,,,,,,,,,,
29,6R,曇り,北,6,6,唐津,2020_5_6,3-4-2,4690,,700,3-4,900,3-4,190,,,,,,,,,,
30,6R,曇り,北,6,6,唐津,2020_5_6,3-4-2,4690,,700,3-4,900,3-4,190,,,,,,,,,,
31,6R,曇り,北,6,6,唐津,2020_5_6,3-4-2,4690,,700,3-4,900,3-4,190,,,,,,,,,,
32,6R,曇り,北,6,6,唐津,2020_5_6,3-4-2,4690,,700,3-4,900,3-4,190,,,,,,,,,,
33,6R,曇り,北,6,6,唐津,2020_5_6,3-4-2,4690,,700,3-4,900,3-4,190,,,,,,,,,,
34,6R,曇り,北,6,6,唐津,2020_5_6,3-4-2,4690,,700,3-4,900,3-4,190,,,,,,,,,,
35,7R,晴,北,6,6,唐津,2020_5_6,4-1-6,3680,,2020,4-1,460,1-4,130,,,,,,,,,,
36,7R,晴,北,6,6,唐津,2020_5_6,4-1-6,3680,,2020,4-1,460,1-4,130,,,,,,,,,,
37,7R,晴,北,6,6,唐津,2020_5_6,4-1-6,3680,,2020,4-1,460,1-4,130,,,,,,,,,,
38,7R,晴,北,6,6,唐津,2020_5_6,4-1-6,3680,,2020,4-1,460,1-4,130,,,,,,,,,,
39,7R,晴,北,6,6,唐津,2020_5_6,4-1-6,3680,,2020,4-1,460,1-4,130,,,,,,,,,,
40,7R,晴,北,6,6,唐津,2020_5_6,4-1-6,3680,,2020,4-1,460,1-4,130,,,,,,,,,,
41,8R,晴,北,7,7,唐津,2020_5_6,1-5-3,15150,,2590,1-5,4250,1-5,3100,,,,,,,,,,
42,8R,晴,北,7,7,唐津,2020_5_6,1-5-3,15150,,2590,1-5,4250,1-5,3100,,,,,,,,,,
43,8R,晴,北,7,7,唐津,2020_5_6,1-5-3,15150,,2590,1-5,4250,1-5,3100,,,,,,,,,,
44,8R,晴,北,7,7,唐津,2020_5_6,1-5-3,15150,,2590,1-5,4250,1-5,3100,,,,,,,,,,
45,8R,晴,北,7,7,唐津,2020_5_6,1-5-3,15150,,2590,1-5,4250,1-5,3100,,,,,,,,,,
46,8R,晴,北,7,7,唐津,2020_5_6,1-5-3,15150,,2590,1-5,4250,1-5,3100,,,,,,,,,,
47,9R,晴,北,7,7,唐津,2020_5_6,4-1-3,13050,,1370,4-1,2930,1-4,1020,,,,,,,,,,
48,9R,晴,北,7,7,唐津,2020_5_6,4-1-3,13050,,1370,4-1,2930,1-4,1020,,,,,,,,,,
49,9R,晴,北,7,7,唐津,2020_5_6,4-1-3,13050,,1370,4-1,2930,1-4,1020,,,,,,,,,,
50,9R,晴,北,7,7,唐津,2020_5_6,4-1-3,13050,,1370,4-1,2930,1-4,1020,,,,,,,,,,
51,9R,晴,北,7,7,唐津,2020_5_6,4-1-3,13050,,1370,4-1,2930,1-4,1020,,,,,,,,,,
52,9R,晴,北,7,7,唐津,2020_5_6,4-1-3,13050,,1370,4-1,2930,1-4,1020,,,,,,,,,,
53,10R,晴,北,7,7,唐津,2020_5_6,2-1-6,4630,,1590,2-1,840,1-2,190,,,,,,,,,,
54,10R,晴,北,7,7,唐津,2020_5_6,2-1-6,4630,,1590,2-1,840,1-2,190,,,,,,,,,,
55,10R,晴,北,7,7,唐津,2020_5_6,2-1-6,4630,,1590,2-1,840,1-2,190,,,,,,,,,,
56,10R,晴,北,7,7,唐津,2020_5_6,2-1-6,4630,,1590,2-1,840,1-2,190,,,,,,,,,,
57,10R,晴,北,7,7,唐津,2020_5_6,2-1-6,4630,,1590,2-1,840,1-2,190,,,,,,,,,,
58,10R,晴,北,7,7,唐津,2020_5_6,2-1-6,4630,,1590,2-1,840,1-2,190,,,,,,,,,,
59,11R,晴,北,7,7,唐津,2020_5_6,1-3-4,1180,,810,1-3,300,1-3,280,,,,,,,,,,
60,11R,晴,北,7,7,唐津,2020_5_6,1-3-4,1180,,810,1-3,300,1-3,280,,,,,,,,,,
61,11R,晴,北,7,7,唐津,2020_5_6,1-3-4,1180,,810,1-3,300,1-3,280,,,,,,,,,,
62,11R,晴,北,7,7,唐津,2020_5_6,1-3-4,1180,,810,1-3,300,1-3,280,,,,,,,,,,
63,11R,晴,北,7,7,唐津,2020_5_6,1-3-4,1180,,810,1-3,300,1-3,280,,,,,,,,,,
64,11R,晴,北,7,7,唐津,2020_5_6,1-3-4,1180,,810,1-3,300,1-3,280,,,,,,,,,,
65,12R,晴,北,7,7,唐津,2020_5_6,1-2-3,460,,120,1-2,210,1-2,170,,,,,,,,,,
66,12R,晴,北,7,7,唐津,2020_5_6,1-2-3,460,,120,1-2,210,1-2,170,,,,,,,,,,
67,12R,晴,北,7,7,唐津,2020_5_6,1-2-3,460,,120,1-2,210,1-2,170,,,,,,,,,,
68,12R,晴,北,7,7,唐津,2020_5_6,1-2-3,460,,120,1-2,210,1-2,170,,,,,,,,,,
69,12R,晴,北,7,7,唐津,2020_5_6,1-2-3,460,,120,1-2,210,1-2,170,,,,,,,,,,
70,12R,晴,北,7,7,唐津,2020_5_6,1-2-3,460,,120,1-2,210,1-2,170,,,,,,,,,,
71,1R,晴,北東,3,3,福岡,2020_5_6,2-1-6,11220,,1110,2-1,1610,1-2,230,,,,,,,,,,
72,1R,晴,北東,3,3,福岡,2020_5_6,2-1-6,11220,,1110,2-1,1610,1-2,230,,,,,,,,,,
73,1R,晴,北東,3,3,福岡,2020_5_6,2-1-6,11220,,1110,2-1,1610,1-2,230,,,,,,,,,,
74,1R,晴,北東,3,3,福岡,2020_5_6,2-1-6,11220,,1110,2-1,1610,1-2,230,,,,,,,,,,
75,1R,晴,北東,3,3,福岡,2020_5_6,2-1-6,11220,,1110,2-1,1610,1-2,230,,,,,,,,,,
76,1R,晴,北東,3,3,福岡,2020_5_6,2-1-6,11220,,1110,2-1,1610,1-2,230,,,,,,,,,,
77,2R,晴,北東,3,3,福岡,2020_5_6,1-2-3,810,,380,1-2,330,1-2,270,,,,,,,,,,
78,2R,晴,北東,3,3,福岡,2020_5_6,1-2-3,810,,380,1-2,330,1-2,270,,,,,,,,,,
79,2R,晴,北東,3,3,福岡,2020_5_6,1-2-3,810,,380,1-2,330,1-2,270,,,,,,,,,,
80,2R,晴,北東,3,3,福岡,2020_5_6,1-2-3,810,,380,1-2,330,1-2,270,,,,,,,,,,
81,2R,晴,北東,3,3,福岡,2020_5_6,1-2-3,810,,380,1-2,330,1-2,270,,,,,,,,,,
82,2R,晴,北東,3,3,福岡,2020_5_6,1-2-3,810,,380,1-2,330,1-2,270,,,,,,,,,,
83,3R,晴,北東,3,3,福岡,2020_5_6,1-6-4,5040,,720,1-6,2190,1-6,680,,,,,,,,,,
84,3R,晴,北東,3,3,福岡,2020_5_6,1-6-4,5040,,720,1-6,2190,1-6,680,,,,,,,,,,
85,3R,晴,北東,3,3,福岡,2020_5_6,1-6-4,5040,,720,1-6,2190,1-6,680,,,,,,,,,,
