,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4531,武富智亮,58,73,6.66,1,0.18,23,1R,雨,南西,1,1,2021_8_12,2021_8_12_23_1R
1,2,2,3617,竹田広樹,46,63,6.67,2,0.19,23,1R,雨,南西,1,1,2021_8_12,2021_8_12_23_1R
2,3,5,4879,山崎鉄平,43,72,6.65,5,0.21,23,1R,雨,南西,1,1,2021_8_12,2021_8_12_23_1R
3,4,3,5014,梶山涼斗,25,86,6.66,3,0.13,23,1R,雨,南西,1,1,2021_8_12,2021_8_12_23_1R
4,5,4,3224,栗山繁洋,18,51,6.68,4,0.22,23,1R,雨,南西,1,1,2021_8_12,2021_8_12_23_1R
5,6,6,3974,深山祐二,15,41,6.63,6,0.26,23,1R,雨,南西,1,1,2021_8_12,2021_8_12_23_1R
6,1,1,4006,小野勇作,47,76,6.58,1,0.19,23,2R,雨,西,2,2,2021_8_12,2021_8_12_23_2R
7,2,4,4949,横田貴満,66,74,6.57,4,0.13,23,2R,雨,西,2,2,2021_8_12,2021_8_12_23_2R
8,3,2,3522,長溝一生,68,67,6.61,2,0.21,23,2R,雨,西,2,2,2021_8_12,2021_8_12_23_2R
9,4,6,3211,北川敏弘,16,31,6.69,6,0.18,23,2R,雨,西,2,2,2021_8_12,2021_8_12_23_2R
10,5,3,3153,前川竜次,62,55,6.64,3,0.21,23,2R,雨,西,2,2,2021_8_12,2021_8_12_23_2R
11,6,5,5124,上瀧絢也,65,44,6.66,5,0.13,23,2R,雨,西,2,2,2021_8_12,2021_8_12_23_2R
12,1,3,4500,山田康二,38,36,6.65,3,0.23,23,3R,雨,西,1,1,2021_8_12,2021_8_12_23_3R
13,2,4,3506,宮西真昭,36,34,6.62,4,0.29,23,3R,雨,西,1,1,2021_8_12,2021_8_12_23_3R
14,3,6,4196,田中太一郎,28,46,6.65,6,0.28,23,3R,雨,西,1,1,2021_8_12,2021_8_12_23_3R
15,4,2,4724,吉田祐貴,11,57,6.66,2,0.15,23,3R,雨,西,1,1,2021_8_12,2021_8_12_23_3R
16,5,5,3989,熊本英一,12,39,6.74,5,0.31,23,3R,雨,西,1,1,2021_8_12,2021_8_12_23_3R
17,6,1,4718,北川太一,14,71,6.60,1,0.12,23,3R,雨,西,1,1,2021_8_12,2021_8_12_23_3R
18,1,1,4938,小芦るり華,52,66,6.63,1,0.15,23,4R,雨,南西,1,1,2021_8_12,2021_8_12_23_4R
19,2,6,3623,深川真二,17,83,6.71,2,0.16,23,4R,雨,南西,1,1,2021_8_12,2021_8_12_23_4R
20,3,2,4778,堤啓輔,32,78,6.58,3,0.13,23,4R,雨,南西,1,1,2021_8_12,2021_8_12_23_4R
21,4,5,5121,定松勇樹,29,54,6.69,6,0.23,23,4R,雨,南西,1,1,2021_8_12,2021_8_12_23_4R
22,5,3,4222,山口高志,49,68,6.61,4,0.16,23,4R,雨,南西,1,1,2021_8_12,2021_8_12_23_4R
23,6,4,3998,冨成謙児,42,48,6.59,5,0.25,23,4R,雨,南西,1,1,2021_8_12,2021_8_12_23_4R
24,1,1,4822,百武翔,33,85,6.61,1,0.21,23,5R,雨,南,2,2,2021_8_12,2021_8_12_23_5R
25,2,3,3784,中島友和,23,43,6.64,3,0.22,23,5R,雨,南,2,2,2021_8_12,2021_8_12_23_5R
26,3,5,3284,渡邊伸太郎,13,80,6.74,5,0.21,23,5R,雨,南,2,2,2021_8_12,2021_8_12_23_5R
27,4,2,3307,上瀧和則,37,60,6.65,2,0.28,23,5R,雨,南,2,2,2021_8_12,2021_8_12_23_5R
28,5,6,4515,藤田浩人,59,49,6.66,6,0.27,23,5R,雨,南,2,2,2021_8_12,2021_8_12_23_5R
29,6,4,3471,赤峰和也,35,87,6.68,4,0.26,23,5R,雨,南,2,2,2021_8_12,2021_8_12_23_5R
30,1,6,4101,三井所尊春,48,61,6.63,6,0.01,23,6R,雨,南西,1,1,2021_8_12,2021_8_12_23_6R
31,2,2,4661,中島昂章,51,40,6.63,2,0.11,23,6R,雨,南西,1,1,2021_8_12,2021_8_12_23_6R
32,3,3,4879,山崎鉄平,43,72,6.59,3,0.06,23,6R,雨,南西,1,1,2021_8_12,2021_8_12_23_6R
33,4,1,4949,横田貴満,66,74,6.56,1,0.09,23,6R,雨,南西,1,1,2021_8_12,2021_8_12_23_6R
34,5,5,5142,常住蓮,53,64,6.65,5,0.02,23,6R,雨,南西,1,1,2021_8_12,2021_8_12_23_6R
35,6,4,4006,小野勇作,47,76,6.61,4,0.09,23,6R,雨,南西,1,1,2021_8_12,2021_8_12_23_6R
36,1,1,4112,大久保信一郎,20,58,6.66,1,0.09,23,7R,雨,南西,2,2,2021_8_12,2021_8_12_23_7R
37,2,5,4445,宮地元輝,61,56,6.54,5,0.16,23,7R,雨,南西,2,2,2021_8_12,2021_8_12_23_7R
38,3,2,3224,栗山繁洋,18,51,6.62,2,0.17,23,7R,雨,南西,2,2,2021_8_12,2021_8_12_23_7R
39,4,4,4718,北川太一,14,71,6.66,4,0.13,23,7R,雨,南西,2,2,2021_8_12,2021_8_12_23_7R
40,5,3,3506,宮西真昭,36,34,6.56,3,0.19,23,7R,雨,南西,2,2,2021_8_12,2021_8_12_23_7R
41,6,6,5124,上瀧絢也,65,44,6.64,6,0.13,23,7R,雨,南西,2,2,2021_8_12,2021_8_12_23_7R
42,1,4,4106,坂井康嗣,63,62,6.65,4,0.15,23,8R,雨,南西,2,2,2021_8_12,2021_8_12_23_8R
43,2,3,3459,中野和裕,21,45,6.62,3,0.17,23,8R,雨,南西,2,2,2021_8_12,2021_8_12_23_8R
44,3,2,3989,熊本英一,12,39,6.62,2,0.19,23,8R,雨,南西,2,2,2021_8_12,2021_8_12_23_8R
45,4,6,4724,吉田祐貴,11,57,6.62,6,0.14,23,8R,雨,南西,2,2,2021_8_12,2021_8_12_23_8R
46,5,5,4994,山本梨菜,50,65,6.64,5,0.17,23,8R,雨,南西,2,2,2021_8_12,2021_8_12_23_8R
47,6,1,4552,杉山勝匡,27,81,6.63,1,0.19,23,8R,雨,南西,2,2,2021_8_12,2021_8_12_23_8R
48,1,4,4222,山口高志,49,68,6.66,5,0.20,23,9R,雨,南西,2,2,2021_8_12,2021_8_12_23_9R
49,2,1,3784,中島友和,23,43,6.63,1,0.14,23,9R,雨,南西,2,2,2021_8_12,2021_8_12_23_9R
50,3,3,4938,小芦るり華,52,66,6.67,3,0.19,23,9R,雨,南西,2,2,2021_8_12,2021_8_12_23_9R
51,4,6,3522,長溝一生,68,67,6.71,2,0.19,23,9R,雨,南西,2,2,2021_8_12,2021_8_12_23_9R
52,5,2,5014,梶山涼斗,25,86,6.64,4,0.16,23,9R,雨,南西,2,2,2021_8_12,2021_8_12_23_9R
