,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,2,4834,浜本裕己,67,53,6.85,2,0.01,24,1R,晴,北,4,3,2020_11_23,2020_11_23_24_1R
1,2,1,4315,山崎昂介,30,61,6.81,1,0.15,24,1R,晴,北,4,3,2020_11_23,2020_11_23_24_1R
2,3,4,5048,眞鳥康太,19,64,6.93,4,0.02,24,1R,晴,北,4,3,2020_11_23,2020_11_23_24_1R
3,4,3,3370,坪内実,40,23,6.92,3,0.03,24,1R,晴,北,4,3,2020_11_23,2020_11_23_24_1R
4,1,2,3753,河上哲也,29,30,6.89,2,0.16,24,2R,晴,北,4,3,2020_11_23,2020_11_23_24_2R
5,2,4,3571,寺本武司,33,12,6.91,4,0.17,24,2R,晴,北,4,3,2020_11_23,2020_11_23_24_2R
6,3,5,3587,武田信一,51,16,6.85,5,0.14,24,2R,晴,北,4,3,2020_11_23,2020_11_23_24_2R
7,4,3,3224,栗山繁洋,59,67,6.82,3,0.28,24,2R,晴,北,4,3,2020_11_23,2020_11_23_24_2R
8,5,6,3883,山根大樹,52,56,6.84,6,0.14,24,2R,晴,北,4,3,2020_11_23,2020_11_23_24_2R
9,6,1,3949,今出晋二,64,24,6.86,1,0.33,24,2R,晴,北,4,3,2020_11_23,2020_11_23_24_2R
10,1,2,4413,水摩敦,56,59,6.85,3,0.22,24,3R,晴,北,4,3,2020_11_23,2020_11_23_24_3R
11,2,6,4498,宮本夏樹,68,76,6.83,6,0.35,24,3R,晴,北,4,3,2020_11_23,2020_11_23_24_3R
12,3,1,3338,出本正博,70,45,6.78,1,0.32,24,3R,晴,北,4,3,2020_11_23,2020_11_23_24_3R
13,4,3,3508,久富政弘,41,57,6.84,4,0.31,24,3R,晴,北,4,3,2020_11_23,2020_11_23_24_3R
14,5,4,4636,赤池修平,60,25,6.83,5,0.28,24,3R,晴,北,4,3,2020_11_23,2020_11_23_24_3R
15,6,5,3919,村上純,35,38,6.85,2,0.35,24,3R,晴,北,4,3,2020_11_23,2020_11_23_24_3R
16,1,2,4624,高田明,43,52,6.78,2,0.17,24,4R,晴,北,4,3,2020_11_23,2020_11_23_24_4R
17,2,3,4403,木下大將,55,47,6.83,3,0.18,24,4R,晴,北,4,3,2020_11_23,2020_11_23_24_4R
18,3,4,3869,井芹大志,16,71,6.86,4,0.21,24,4R,晴,北,4,3,2020_11_23,2020_11_23_24_4R
19,4,6,4395,下河雅史,58,13,6.81,6,0.19,24,4R,晴,北,4,3,2020_11_23,2020_11_23_24_4R
20,5,1,4905,土井祥伍,21,18,6.80,1,0.29,24,4R,晴,北,4,3,2020_11_23,2020_11_23_24_4R
21,1,6,3562,山下和彦,57,15,6.72,5,0.11,24,5R,晴,北,4,3,2020_11_23,2020_11_23_24_5R
22,2,2,4515,藤田浩人,47,72,6.77,2,0.30,24,5R,晴,北,4,3,2020_11_23,2020_11_23_24_5R
23,3,1,4596,葛原大陽,65,33,6.88,1,0.16,24,5R,晴,北,4,3,2020_11_23,2020_11_23_24_5R
24,4,3,4315,山崎昂介,30,61,6.82,3,0.25,24,5R,晴,北,4,3,2020_11_23,2020_11_23_24_5R
25,5,5,3935,岩津徹郎,22,32,6.87,6,0.25,24,5R,晴,北,4,3,2020_11_23,2020_11_23_24_5R
