,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3944,山口裕二,41,長崎,52,A1,6.36,41.10,7.44,60.41,50.00,34.78,2020_8_2_24_1R,24,1R
1,2,3901,松田憲幸,43,山口,51,A2,5.46,34.56,5.24,33.33,47.62,42.86,2020_8_2_24_1R,24,1R
2,3,3757,畑和宏,48,広島,51,A2,5.82,38.74,6.08,48.00,29.17,33.33,2020_8_2_24_1R,24,1R
3,4,4105,松下直也,40,兵庫,51,A2,5.48,35.04,4.06,29.41,29.63,44.44,2020_8_2_24_1R,24,1R
4,5,4645,上村純一,40,群馬,52,A2,6.09,48.57,5.92,42.31,29.17,48.00,2020_8_2_24_1R,24,1R
5,6,4416,三宅健太,33,広島,53,A2,5.65,34.58,5.22,28.57,22.73,52.00,2020_8_2_24_1R,24,1R
6,1,4171,榎幸司,37,長崎,52,A2,6.42,47.33,7.09,57.00,43.48,38.10,2020_8_2_24_2R,24,2R
7,2,4172,森定晃史,37,岡山,51,A1,6.28,42.54,6.89,53.57,39.29,42.86,2020_8_2_24_2R,24,2R
8,3,4260,中越博紀,36,香川,54,A1,6.15,43.09,6.85,42.50,53.57,37.50,2020_8_2_24_2R,24,2R
9,4,4584,村岡賢人,30,岡山,52,A1,6.90,51.54,5.86,35.71,34.78,80.00,2020_8_2_24_2R,24,2R
10,5,4880,澤崎雄哉,25,東京,51,A2,5.49,36.46,4.89,11.11,37.50,22.22,2020_8_2_24_2R,24,2R
11,6,4531,武富智亮,31,佐賀,51,A2,6.20,46.72,6.40,44.00,52.63,35.29,2020_8_2_24_2R,24,2R
12,1,4494,河合佑樹,33,静岡,50,A2,6.92,53.85,7.00,50.00,45.83,36.00,2020_8_2_24_3R,24,3R
13,2,4601,森野正弘,35,山口,54,A1,6.68,55.00,6.48,52.17,40.00,40.00,2020_8_2_24_3R,24,3R
14,3,4553,坪口竜也,31,長崎,54,A2,5.70,35.96,5.99,40.28,36.84,25.00,2020_8_2_24_3R,24,3R
15,4,4112,大久保信,40,佐賀,51,A2,5.82,37.40,5.32,31.67,43.75,24.00,2020_8_2_24_3R,24,3R
16,5,3790,佐口達也,48,群馬,55,A2,5.21,33.57,4.53,17.65,35.29,33.33,2020_8_2_24_3R,24,3R
17,6,4352,下條雄太,34,長崎,52,A1,7.03,55.08,7.44,59.35,37.04,23.08,2020_8_2_24_3R,24,3R
18,1,3685,荒井輝年,46,岡山,56,A1,6.81,50.63,7.65,60.00,32.00,42.86,2020_8_2_24_4R,24,4R
19,2,4099,吉永則雄,41,大阪,52,A2,6.42,44.55,6.22,44.44,25.00,37.04,2020_8_2_24_4R,24,4R
20,3,4175,川尻泰輔,37,埼玉,55,A2,5.37,34.48,5.89,42.11,27.27,28.57,2020_8_2_24_4R,24,4R
21,4,4715,村上遼,28,長崎,51,A2,6.45,47.92,6.36,49.43,77.78,26.67,2020_8_2_24_4R,24,4R
22,5,3746,岡瀬正人,45,岡山,52,A2,5.88,39.86,6.09,46.67,62.50,40.00,2020_8_2_24_4R,24,4R
23,6,4042,丸岡正典,40,大阪,51,A1,6.32,41.01,7.09,50.72,28.57,38.10,2020_8_2_24_4R,24,4R
24,1,3997,北村征嗣,41,大阪,54,A1,6.95,49.67,0.00,0.00,30.43,54.55,2020_8_2_24_5R,24,5R
25,2,4469,土山卓也,33,福井,54,A2,5.89,37.90,6.44,44.19,42.86,40.00,2020_8_2_24_5R,24,5R
26,3,4645,上村純一,40,群馬,52,A2,6.09,48.57,5.92,42.31,29.17,48.00,2020_8_2_24_5R,24,5R
