,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3871,池田紫乃,55,37,6.86,1,0.25,24,1R,晴,西,2,1,2022_1_7,2022_1_7_24_1R
1,2,2,4806,佐藤享子,70,75,6.87,2,0.22,24,1R,晴,西,2,1,2022_1_7,2022_1_7_24_1R
2,3,4,4400,加藤奈月,29,21,6.89,4,0.23,24,1R,晴,西,2,1,2022_1_7,2022_1_7_24_1R
3,4,3,5030,金子千穂,65,51,6.87,3,0.24,24,1R,晴,西,2,1,2022_1_7,2022_1_7_24_1R
4,5,6,5164,森田梨湖,26,20,6.89,6,0.21,24,1R,晴,西,2,1,2022_1_7,2022_1_7_24_1R
5,1,4,4938,小芦るり華,74,19,6.84,4,0.24,24,2R,晴,西,3,2,2022_1_7,2022_1_7_24_2R
6,2,2,3334,角ひとみ,35,49,6.82,2,0.22,24,2R,晴,西,3,2,2022_1_7,2022_1_7_24_2R
7,3,5,3175,渡辺千草,33,53,6.84,5,0.22,24,2R,晴,西,3,2,2022_1_7,2022_1_7_24_2R
8,4,6,5146,野田彩加,68,71,6.91,6,0.18,24,2R,晴,西,3,2,2022_1_7,2022_1_7_24_2R
9,5,1,4924,中北涼,47,34,6.90,1,0.24,24,2R,晴,西,3,2,2022_1_7,2022_1_7_24_2R
10,6,3,4884,勝浦真帆,38,47,6.88,3,0.17,24,2R,晴,西,3,2,2022_1_7,2022_1_7_24_2R
11,1,1,4088,野田祥子,57,38,6.80,1,0.12,24,3R,晴,西,2,1,2022_1_7,2022_1_7_24_3R
12,2,3,4694,高田綾,24,58,6.92,3,0.17,24,3R,晴,西,2,1,2022_1_7,2022_1_7_24_3R
13,3,6,3232,山川美由紀,25,65,6.88,6,0.13,24,3R,晴,西,2,1,2022_1_7,2022_1_7_24_3R
14,4,5,4642,松尾夏海,62,36,6.96,5,0.08,24,3R,晴,西,2,1,2022_1_7,2022_1_7_24_3R
15,5,2,5088,高憧四季,59,63,6.87,2,0.14,24,3R,晴,西,2,1,2022_1_7,2022_1_7_24_3R
16,6,4,5194,大久保佑香,13,70,6.97,4,0.11,24,3R,晴,西,2,1,2022_1_7,2022_1_7_24_3R
17,1,1,3302,谷川里江,40,48,6.86,1,0.13,24,4R,晴,西,2,1,2022_1_7,2022_1_7_24_4R
18,2,2,3289,高橋淳美,48,24,6.91,2,0.22,24,4R,晴,西,2,1,2022_1_7,2022_1_7_24_4R
19,3,3,3932,池田浩美,34,68,6.91,3,0.18,24,4R,晴,西,2,1,2022_1_7,2022_1_7_24_4R
20,4,6,4433,川野芽唯,51,54,6.88,6,0.32,24,4R,晴,西,2,1,2022_1_7,2022_1_7_24_4R
21,5,5,4519,清水沙樹,76,64,6.83,5,0.24,24,4R,晴,西,2,1,2022_1_7,2022_1_7_24_4R
22,6,4,4720,西澤日花里,39,74,6.99,4,0.23,24,4R,晴,西,2,1,2022_1_7,2022_1_7_24_4R
23,1,5,4286,平田さやか,45,15,6.85,5,0.12,24,5R,晴,北西,1,1,2022_1_7,2022_1_7_24_5R
24,2,3,4744,伊藤玲奈,49,33,6.88,3,0.13,24,5R,晴,北西,1,1,2022_1_7,2022_1_7_24_5R
