,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1R,晴,南,2,2,唐津,2022_2_11,1-5-6,4510,,1890,1-5,640,1-5,520,,,,,,,,,,
1,1R,晴,南,2,2,唐津,2022_2_11,1-5-6,4510,,1890,1-5,640,1-5,520,,,,,,,,,,
2,1R,晴,南,2,2,唐津,2022_2_11,1-5-6,4510,,1890,1-5,640,1-5,520,,,,,,,,,,
3,1R,晴,南,2,2,唐津,2022_2_11,1-5-6,4510,,1890,1-5,640,1-5,520,,,,,,,,,,
4,1R,晴,南,2,2,唐津,2022_2_11,1-5-6,4510,,1890,1-5,640,1-5,520,,,,,,,,,,
5,1R,晴,南,2,2,唐津,2022_2_11,1-5-6,4510,,1890,1-5,640,1-5,520,,,,,,,,,,
6,2R,雨,南,1,1,唐津,2022_2_11,3-2-4,10320,,2630,3-2,3430,2-3,1580,,,,,,,,,,
7,2R,雨,南,1,1,唐津,2022_2_11,3-2-4,10320,,2630,3-2,3430,2-3,1580,,,,,,,,,,
8,2R,雨,南,1,1,唐津,2022_2_11,3-2-4,10320,,2630,3-2,3430,2-3,1580,,,,,,,,,,
9,2R,雨,南,1,1,唐津,2022_2_11,3-2-4,10320,,2630,3-2,3430,2-3,1580,,,,,,,,,,
10,3R,晴,無風,0,0,唐津,2022_2_11,1-5-2,1610,,500,1-5,670,1-5,520,,,,,,,,,,
11,3R,晴,無風,0,0,唐津,2022_2_11,1-5-2,1610,,500,1-5,670,1-5,520,,,,,,,,,,
12,3R,晴,無風,0,0,唐津,2022_2_11,1-5-2,1610,,500,1-5,670,1-5,520,,,,,,,,,,
13,3R,晴,無風,0,0,唐津,2022_2_11,1-5-2,1610,,500,1-5,670,1-5,520,,,,,,,,,,
14,3R,晴,無風,0,0,唐津,2022_2_11,1-5-2,1610,,500,1-5,670,1-5,520,,,,,,,,,,
15,3R,晴,無風,0,0,唐津,2022_2_11,1-5-2,1610,,500,1-5,670,1-5,520,,,,,,,,,,
16,4R,晴,北,1,1,唐津,2022_2_11,1-3-2,1960,,1010,1-3,350,1-3,290,,,,,,,,,,
17,4R,晴,北,1,1,唐津,2022_2_11,1-3-2,1960,,1010,1-3,350,1-3,290,,,,,,,,,,
18,4R,晴,北,1,1,唐津,2022_2_11,1-3-2,1960,,1010,1-3,350,1-3,290,,,,,,,,,,
19,4R,晴,北,1,1,唐津,2022_2_11,1-3-2,1960,,1010,1-3,350,1-3,290,,,,,,,,,,
20,4R,晴,北,1,1,唐津,2022_2_11,1-3-2,1960,,1010,1-3,350,1-3,290,,,,,,,,,,
21,4R,晴,北,1,1,唐津,2022_2_11,1-3-2,1960,,1010,1-3,350,1-3,290,,,,,,,,,,
22,5R,雨,北東,2,2,唐津,2022_2_11,1-2-4,4730,,1330,1-2,1080,1-2,740,,,,,,,,,,
23,5R,雨,北東,2,2,唐津,2022_2_11,1-2-4,4730,,1330,1-2,1080,1-2,740,,,,,,,,,,
24,5R,雨,北東,2,2,唐津,2022_2_11,1-2-4,4730,,1330,1-2,1080,1-2,740,,,,,,,,,,
25,5R,雨,北東,2,2,唐津,2022_2_11,1-2-4,4730,,1330,1-2,1080,1-2,740,,,,,,,,,,
26,5R,雨,北東,2,2,唐津,2022_2_11,1-2-4,4730,,1330,1-2,1080,1-2,740,,,,,,,,,,
27,5R,雨,北東,2,2,唐津,2022_2_11,1-2-4,4730,,1330,1-2,1080,1-2,740,,,,,,,,,,
28,6R,雨,北,1,1,唐津,2022_2_11,1-6-3,33630,,6610,1-6,4800,1-6,3150,,,,,,,,,,
29,6R,雨,北,1,1,唐津,2022_2_11,1-6-3,33630,,6610,1-6,4800,1-6,3150,,,,,,,,,,
30,6R,雨,北,1,1,唐津,2022_2_11,1-6-3,33630,,6610,1-6,4800,1-6,3150,,,,,,,,,,
31,6R,雨,北,1,1,唐津,2022_2_11,1-6-3,33630,,6610,1-6,4800,1-6,3150,,,,,,,,,,
32,6R,雨,北,1,1,唐津,2022_2_11,1-6-3,33630,,6610,1-6,4800,1-6,3150,,,,,,,,,,
33,6R,雨,北,1,1,唐津,2022_2_11,1-6-3,33630,,6610,1-6,4800,1-6,3150,,,,,,,,,,
34,7R,雨,西,1,1,唐津,2022_2_11,1-2-4,1230,,390,1-2,550,1-2,450,,,,,,,,,,
