,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3906,飯山晃三,55,22,6.87,1,0.14,24,1R,晴,北西,2,1,2019_5_1,1-3-5,3820,1-3-5,1190,1-3,1010,1-3,770,2019_5_1_24_1R
1,2,3,4948,木場悠介,72,36,6.94,3,0.17,24,1R,晴,北西,2,1,2019_5_1,1-3-5,3820,1-3-5,1190,1-3,1010,1-3,770,2019_5_1_24_1R
2,3,5,4705,吉川勇作,76,41,6.90,5,0.17,24,1R,晴,北西,2,1,2019_5_1,1-3-5,3820,1-3-5,1190,1-3,1010,1-3,770,2019_5_1_24_1R
3,4,2,4315,山崎昂介,45,69,6.92,2,0.19,24,1R,晴,北西,2,1,2019_5_1,1-3-5,3820,1-3-5,1190,1-3,1010,1-3,770,2019_5_1_24_1R
4,5,4,4695,尾崎雄二,17,25,6.95,4,0.12,24,1R,晴,北西,2,1,2019_5_1,1-3-5,3820,1-3-5,1190,1-3,1010,1-3,770,2019_5_1_24_1R
5,6,6,5055,眞鳥章太,32,23,6.94,6,0.09,24,1R,晴,北西,2,1,2019_5_1,1-3-5,3820,1-3-5,1190,1-3,1010,1-3,770,2019_5_1_24_1R
6,1,1,4562,阪本勇介,37,45,6.93,1,0.15,24,2R,晴,南西,1,1,2019_5_1,1-2-3,790,1-2-3,410,1-2,290,1-2,200,2019_5_1_24_2R
7,2,2,3843,上之晃弘,66,72,7.05,2,0.16,24,2R,晴,南西,1,1,2019_5_1,1-2-3,790,1-2-3,410,1-2,290,1-2,200,2019_5_1_24_2R
8,3,3,4241,大串重幸,73,56,7.03,3,0.13,24,2R,晴,南西,1,1,2019_5_1,1-2-3,790,1-2-3,410,1-2,290,1-2,200,2019_5_1_24_2R
9,4,4,4004,山本浩輔,26,39,6.96,4,0.25,24,2R,晴,南西,1,1,2019_5_1,1-2-3,790,1-2-3,410,1-2,290,1-2,200,2019_5_1_24_2R
10,5,6,5008,羽野諒,54,46,6.96,6,0.21,24,2R,晴,南西,1,1,2019_5_1,1-2-3,790,1-2-3,410,1-2,290,1-2,200,2019_5_1_24_2R
11,6,5,3936,三瀬譲,53,17,6.90,5,0.23,24,2R,晴,南西,1,1,2019_5_1,1-2-3,790,1-2-3,410,1-2,290,1-2,200,2019_5_1_24_2R
12,1,1,4557,松尾光広,33,67,6.90,1,0.14,24,3R,晴,北西,1,1,2019_5_1,1-4-3,1420,1-3-4,290,1-4,900,1-4,1030,2019_5_1_24_3R
13,2,4,4202,浮田圭浩,36,50,6.96,4,0.14,24,3R,晴,北西,1,1,2019_5_1,1-4-3,1420,1-3-4,290,1-4,900,1-4,1030,2019_5_1_24_3R
14,3,3,3944,山口裕二,29,29,6.99,3,0.10,24,3R,晴,北西,1,1,2019_5_1,1-4-3,1420,1-3-4,290,1-4,900,1-4,1030,2019_5_1_24_3R
15,4,2,3627,井上恵一,15,24,6.96,2,0.16,24,3R,晴,北西,1,1,2019_5_1,1-4-3,1420,1-3-4,290,1-4,900,1-4,1030,2019_5_1_24_3R
16,5,6,5026,安河内健,48,21,6.90,6,0.10,24,3R,晴,北西,1,1,2019_5_1,1-4-3,1420,1-3-4,290,1-4,900,1-4,1030,2019_5_1_24_3R
17,6,5,4966,田川大貴,70,11,7.01,5,0.19,24,3R,晴,北西,1,1,2019_5_1,1-4-3,1420,1-3-4,290,1-4,900,1-4,1030,2019_5_1_24_3R
18,1,1,4252,松下哲也,43,38,6.91,1,0.15,24,4R,晴,北西,1,1,2019_5_1,1-2-5,1530,1-2-5,560,1-2,560,1-2,310,2019_5_1_24_4R
19,2,2,4259,真庭明志,74,44,6.89,2,0.15,24,4R,晴,北西,1,1,2019_5_1,1-2-5,1530,1-2-5,560,1-2,560,1-2,310,2019_5_1_24_4R
20,3,5,4715,村上遼,68,73,6.89,5,0.19,24,4R,晴,北西,1,1,2019_5_1,1-2-5,1530,1-2-5,560,1-2,560,1-2,310,2019_5_1_24_4R
21,4,6,4212,宮地孝四朗,64,47,6.99,6,0.23,24,4R,晴,北西,1,1,2019_5_1,1-2-5,1530,1-2-5,560,1-2,560,1-2,310,2019_5_1_24_4R
22,5,3,3151,落合敬一,14,57,6.91,3,0.21,24,4R,晴,北西,1,1,2019_5_1,1-2-5,1530,1-2-5,560,1-2,560,1-2,310,2019_5_1_24_4R
23,6,4,3070,山室展弘,67,19,6.90,4,0.17,24,4R,晴,北西,1,1,2019_5_1,1-2-5,1530,1-2-5,560,1-2,560,1-2,310,2019_5_1_24_4R
24,1,3,3779,原田幸哉,27,63,6.94,3,0.11,24,5R,晴,北西,1,1,2019_5_1,3-1-4,620,1-3-4,170,3-1,320,1-3,140,2019_5_1_24_5R
25,2,1,4553,坪口竜也,40,13,6.86,1,0.13,24,5R,晴,北西,1,1,2019_5_1,3-1-4,620,1-3-4,170,3-1,320,1-3,140,2019_5_1_24_5R
26,3,4,4222,山口高志,28,54,6.89,4,0.22,24,5R,晴,北西,1,1,2019_5_1,3-1-4,620,1-3-4,170,3-1,320,1-3,140,2019_5_1_24_5R
27,4,5,3964,宮地博士,31,60,6.80,5,0.28,24,5R,晴,北西,1,1,2019_5_1,3-1-4,620,1-3-4,170,3-1,320,1-3,140,2019_5_1_24_5R
28,5,2,3211,北川敏弘,65,70,6.86,2,0.11,24,5R,晴,北西,1,1,2019_5_1,3-1-4,620,1-3-4,170,3-1,320,1-3,140,2019_5_1_24_5R
29,6,6,4323,山田佑樹,44,43,7.03,6,0.36,24,5R,晴,北西,1,1,2019_5_1,3-1-4,620,1-3-4,170,3-1,320,1-3,140,2019_5_1_24_5R
30,1,1,4070,中村亮太,58,55,6.83,1,0.27,24,6R,晴,北西,1,1,2019_5_1,1-3-6,470,1-3-6,250,1-3,160,1-3,130,2019_5_1_24_6R
31,2,3,4174,赤坂俊輔,34,16,6.93,3,0.21,24,6R,晴,北西,1,1,2019_5_1,1-3-6,470,1-3-6,250,1-3,160,1-3,130,2019_5_1_24_6R
