,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3936,三瀬譲,72,33,6.74,1,0.15,24,1R,曇り,南,2,1,2019_7_21,1-4-2,4540,1-2-4,860,1-4,1410,1-4,1640,2019_7_21_24_1R
1,2,4,4937,山本宝姫,53,25,6.73,4,0.17,24,1R,曇り,南,2,1,2019_7_21,1-4-2,4540,1-2-4,860,1-4,1410,1-4,1640,2019_7_21_24_1R
2,3,2,4623,中北将史,24,64,6.80,2,0.17,24,1R,曇り,南,2,1,2019_7_21,1-4-2,4540,1-2-4,860,1-4,1410,1-4,1640,2019_7_21_24_1R
3,4,5,4705,吉川勇作,46,13,6.73,5,0.15,24,1R,曇り,南,2,1,2019_7_21,1-4-2,4540,1-2-4,860,1-4,1410,1-4,1640,2019_7_21_24_1R
4,5,6,5055,眞鳥章太,64,52,6.74,6,0.32,24,1R,曇り,南,2,1,2019_7_21,1-4-2,4540,1-2-4,860,1-4,1410,1-4,1640,2019_7_21_24_1R
5,6,3,3482,金子猛志,41,63,6.75,3,0.14,24,1R,曇り,南,2,1,2019_7_21,1-4-2,4540,1-2-4,860,1-4,1410,1-4,1640,2019_7_21_24_1R
6,1,5,3793,高橋真吾,58,54,6.75,5,0.07,24,2R,曇り,南,1,1,2019_7_21,5-2-1,24900,1-2-5,540,5-2,10960,2-5,3230,2019_7_21_24_2R
7,2,2,4154,森安弘雅,47,14,6.73,2,0.14,24,2R,曇り,南,1,1,2019_7_21,5-2-1,24900,1-2-5,540,5-2,10960,2-5,3230,2019_7_21_24_2R
8,3,1,4651,佐藤大騎,19,62,6.65,1,0.11,24,2R,曇り,南,1,1,2019_7_21,5-2-1,24900,1-2-5,540,5-2,10960,2-5,3230,2019_7_21_24_2R
9,4,6,5057,上田紗奈,20,41,6.78,6,0.06,24,2R,曇り,南,1,1,2019_7_21,5-2-1,24900,1-2-5,540,5-2,10960,2-5,3230,2019_7_21_24_2R
