,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4088,野田祥子,23,44,6.99,1,0.16,24,1R,雨,南東,2,1,2022_8_24,2022_8_24_24_1R
1,2,4,5052,赤井星璃菜,58,13,7.00,4,0.21,24,1R,雨,南東,2,1,2022_8_24,2022_8_24_24_1R
2,3,2,4282,黄金井裕子,52,81,7.02,2,0.18,24,1R,雨,南東,2,1,2022_8_24,2022_8_24_24_1R
3,4,3,3177,宮本紀美,20,32,6.97,3,0.26,24,1R,雨,南東,2,1,2022_8_24,2022_8_24_24_1R
4,5,5,4742,横田悠衣,63,31,6.99,5,0.24,24,1R,雨,南東,2,1,2022_8_24,2022_8_24_24_1R
5,6,6,5250,嶋田有里,60,63,6.98,6,0.22,24,1R,雨,南東,2,1,2022_8_24,2022_8_24_24_1R
6,1,4,3871,池田紫乃,43,21,7.00,4,0.16,24,2R,雨,南東,2,1,2022_8_24,2022_8_24_24_2R
7,2,6,4781,西舘果里,65,18,7.03,6,0.11,24,2R,雨,南東,2,1,2022_8_24,2022_8_24_24_2R
8,3,3,4909,薮内瑞希,57,51,6.97,3,0.17,24,2R,雨,南東,2,1,2022_8_24,2022_8_24_24_2R
9,4,2,4924,中北涼,11,24,7.05,2,0.11,24,2R,雨,南東,2,1,2022_8_24,2022_8_24_24_2R
10,5,5,5200,筒井美琴,33,39,7.02,5,0.22,24,2R,雨,南東,2,1,2022_8_24,2022_8_24_24_2R
11,1,4,4456,鎌倉涼,74,48,6.97,4,0.18,24,3R,雨,東,2,1,2022_8_24,2022_8_24_24_3R
12,2,3,4123,細川裕子,72,28,7.00,3,0.12,24,3R,雨,東,2,1,2022_8_24,2022_8_24_24_3R
13,3,6,4408,仁科さやか,35,57,6.93,6,0.13,24,3R,雨,東,2,1,2022_8_24,2022_8_24_24_3R
14,4,2,4874,池田奈津美,68,69,7.04,2,0.12,24,3R,雨,東,2,1,2022_8_24,2022_8_24_24_3R
15,5,5,5156,坂野さくら,51,16,6.96,5,0.14,24,3R,雨,東,2,1,2022_8_24,2022_8_24_24_3R
16,6,1,5094,生田波美音,73,84,7.04,1,0.23,24,3R,雨,東,2,1,2022_8_24,2022_8_24_24_3R
17,1,1,3357,福島陽子,66,83,6.99,1,0.17,24,4R,雨,南東,2,1,2022_8_24,2022_8_24_24_4R
18,2,2,4499,滝川真由子,41,61,6.96,2,0.18,24,4R,雨,南東,2,1,2022_8_24,2022_8_24_24_4R
19,3,4,4627,藤原菜希,38,19,6.97,4,0.23,24,4R,雨,南東,2,1,2022_8_24,2022_8_24_24_4R
20,4,3,4569,中澤宏奈,24,86,6.98,3,0.19,24,4R,雨,南東,2,1,2022_8_24,2022_8_24_24_4R
21,5,6,5233,村田佳奈子,12,74,7.02,6,0.27,24,4R,雨,南東,2,1,2022_8_24,2022_8_24_24_4R
22,6,5,4738,清埜翔子,25,26,6.96,5,0.13,24,4R,雨,南東,2,1,2022_8_24,2022_8_24_24_4R
23,1,1,4680,後藤美翼,18,49,6.91,1,0.22,24,5R,曇り,南東,2,1,2022_8_24,2022_8_24_24_5R
24,2,2,4289,落合直子,15,53,6.97,2,0.19,24,5R,曇り,南東,2,1,2022_8_24,2022_8_24_24_5R
25,3,3,4901,出口舞有子,39,85,7.02,3,0.14,24,5R,曇り,南東,2,1,2022_8_24,2022_8_24_24_5R
26,4,4,5195,北村寧々,16,36,7.04,4,0.16,24,5R,曇り,南東,2,1,2022_8_24,2022_8_24_24_5R
27,5,5,3355,橋谷田佳織,46,35,6.94,5,0.24,24,5R,曇り,南東,2,1,2022_8_24,2022_8_24_24_5R
28,6,6,4045,佐々木裕美,36,64,7.00,6,0.17,24,5R,曇り,南東,2,1,2022_8_24,2022_8_24_24_5R
29,1,1,3509,道上千夏,29,67,6.93,1,0.13,24,6R,曇り,南東,2,1,2022_8_24,2022_8_24_24_6R
30,2,2,4845,前田紗希,55,40,6.96,2,0.31,24,6R,曇り,南東,2,1,2022_8_24,2022_8_24_24_6R
31,3,3,4482,守屋美穂,49,29,7.00,3,0.21,24,6R,曇り,南東,2,1,2022_8_24,2022_8_24_24_6R
32,4,5,4286,平田さやか,64,17,7.00,5,0.18,24,6R,曇り,南東,2,1,2022_8_24,2022_8_24_24_6R
33,5,4,4897,深見亜由美,47,56,7.05,4,0.22,24,6R,曇り,南東,2,1,2022_8_24,2022_8_24_24_6R
34,6,6,5251,沼田七華,34,70,7.02,6,0.27,24,6R,曇り,南東,2,1,2022_8_24,2022_8_24_24_6R
35,1,1,3334,角ひとみ,50,55,6.93,1,0.11,24,7R,曇り,南東,1,1,2022_8_24,2022_8_24_24_7R
36,2,3,4387,平山智加,31,66,6.98,3,0.17,24,7R,曇り,南東,1,1,2022_8_24,2022_8_24_24_7R
