,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3349,吉田一郎,76,49,6.87,1,0.11,24,1R,晴,北西,2,1,2021_2_10,2021_2_10_24_1R
1,2,4,4715,村上遼,58,26,6.76,4,0.07,24,1R,晴,北西,2,1,2021_2_10,2021_2_10_24_1R
2,3,6,4371,西山貴浩,49,20,6.88,6,0.14,24,1R,晴,北西,2,1,2021_2_10,2021_2_10_24_1R
3,4,3,4556,竹井奈美,73,45,6.84,3,0.12,24,1R,晴,北西,2,1,2021_2_10,2021_2_10_24_1R
4,5,5,4504,前田将太,63,56,6.82,5,0.09,24,1R,晴,北西,2,1,2021_2_10,2021_2_10_24_1R
5,6,2,4802,中田達也,17,32,6.86,2,0.08,24,1R,晴,北西,2,1,2021_2_10,2021_2_10_24_1R
6,1,1,4112,大久保信一郎,11,71,6.83,1,0.17,24,2R,晴,北西,2,1,2021_2_10,2021_2_10_24_2R
7,2,3,4174,赤坂俊輔,70,17,6.82,4,0.17,24,2R,晴,北西,2,1,2021_2_10,2021_2_10_24_2R
8,3,6,4070,中村亮太,61,59,6.81,6,0.11,24,2R,晴,北西,2,1,2021_2_10,2021_2_10_24_2R
9,4,5,3473,石川真二,24,63,6.89,2,0.11,24,2R,晴,北西,2,1,2021_2_10,2021_2_10_24_2R
10,5,4,4101,三井所尊春,37,62,6.83,5,0.13,24,2R,晴,北西,2,1,2021_2_10,2021_2_10_24_2R
11,6,2,4831,羽野直也,72,29,6.90,3,0.18,24,2R,晴,北西,2,1,2021_2_10,2021_2_10_24_2R
12,1,1,3576,白水勝也,35,68,6.79,1,0.12,24,3R,晴,北西,1,1,2021_2_10,2021_2_10_24_3R
13,2,2,4136,江夏満,66,21,6.86,2,0.13,24,3R,晴,北西,1,1,2021_2_10,2021_2_10_24_3R
14,3,4,4352,下條雄太郎,14,47,6.87,4,0.11,24,3R,晴,北西,1,1,2021_2_10,2021_2_10_24_3R
15,4,5,4102,益田啓司,12,39,6.83,5,0.13,24,3R,晴,北西,1,1,2021_2_10,2021_2_10_24_3R
16,5,6,4545,岡村慶太,69,12,6.83,6,0.19,24,3R,晴,北西,1,1,2021_2_10,2021_2_10_24_3R
17,6,3,4433,川野芽唯,13,13,6.91,3,0.16,24,3R,晴,北西,1,1,2021_2_10,2021_2_10_24_3R
18,1,3,4848,仲谷颯仁,23,19,6.86,5,0.15,24,4R,晴,北西,2,1,2021_2_10,2021_2_10_24_4R
19,2,1,4288,永田啓二,64,74,6.89,1,0.01,24,4R,晴,北西,2,1,2021_2_10,2021_2_10_24_4R
20,3,2,4171,榎幸司,67,11,6.91,2,0.06,24,4R,晴,北西,2,1,2021_2_10,2021_2_10_24_4R
21,4,5,3623,深川真二,27,64,6.86,3,0.14,24,4R,晴,北西,2,1,2021_2_10,2021_2_10_24_4R
22,5,4,4413,水摩敦,68,51,6.89,6,0.16,24,4R,晴,北西,2,1,2021_2_10,2021_2_10_24_4R
23,6,6,3257,田頭実,55,52,6.86,4,0.11,24,4R,晴,北西,2,1,2021_2_10,2021_2_10_24_4R
24,1,6,3779,原田幸哉,25,58,6.89,3,0.10,24,5R,晴,北西,1,1,2021_2_10,2021_2_10_24_5R
25,2,1,4521,小池公生,60,38,6.90,1,0.04,24,5R,晴,北西,1,1,2021_2_10,2021_2_10_24_5R
26,3,2,4451,松崎祐太郎,20,27,6.93,4,0.18,24,5R,晴,北西,1,1,2021_2_10,2021_2_10_24_5R
27,4,5,4802,中田達也,17,32,6.87,6,0.19,24,5R,晴,北西,1,1,2021_2_10,2021_2_10_24_5R
28,5,3,4530,小野生奈,65,35,6.91,5,0.21,24,5R,晴,北西,1,1,2021_2_10,2021_2_10_24_5R
29,6,4,3265,今村暢孝,30,75,6.87,2,0.07,24,5R,晴,北西,1,1,2021_2_10,2021_2_10_24_5R
30,1,2,4497,桑原悠,26,76,6.82,2,0.07,24,6R,晴,北西,1,1,2021_2_10,2021_2_10_24_6R
31,2,4,3514,山一鉄也,50,54,6.82,4,0.09,24,6R,晴,北西,1,1,2021_2_10,2021_2_10_24_6R
32,3,5,4256,渡辺浩司,32,70,6.89,5,0.11,24,6R,晴,北西,1,1,2021_2_10,2021_2_10_24_6R
33,4,1,3284,渡邊伸太郎,43,46,6.91,1,0.25,24,6R,晴,北西,1,1,2021_2_10,2021_2_10_24_6R
34,5,6,4522,古澤光紀,38,73,6.84,6,0.12,24,6R,晴,北西,1,1,2021_2_10,2021_2_10_24_6R
35,6,3,4287,今井貴士,75,48,6.90,3,0.11,24,6R,晴,北西,1,1,2021_2_10,2021_2_10_24_6R
36,1,1,4136,江夏満,66,21,6.94,1,0.13,24,7R,晴,北西,2,1,2021_2_10,2021_2_10_24_7R
37,2,4,4296,岡崎恭裕,39,18,6.90,4,0.12,24,7R,晴,北西,2,1,2021_2_10,2021_2_10_24_7R
38,3,2,4350,篠崎元志,15,25,6.89,3,0.11,24,7R,晴,北西,2,1,2021_2_10,2021_2_10_24_7R
39,4,6,4556,竹井奈美,73,45,6.84,6,0.21,24,7R,晴,北西,2,1,2021_2_10,2021_2_10_24_7R
40,5,3,3473,石川真二,24,63,6.92,2,0.11,24,7R,晴,北西,2,1,2021_2_10,2021_2_10_24_7R
41,6,5,4189,川上剛,52,67,6.84,5,0.17,24,7R,晴,北西,2,1,2021_2_10,2021_2_10_24_7R
42,1,2,4320,峰竜太,21,33,6.86,2,0.07,24,8R,晴,北西,2,1,2021_2_10,2021_2_10_24_8R
43,2,1,4447,深川麻奈美,71,40,6.89,1,0.10,24,8R,晴,北西,2,1,2021_2_10,2021_2_10_24_8R
44,3,3,4148,枝尾賢,18,16,6.89,3,0.10,24,8R,晴,北西,2,1,2021_2_10,2021_2_10_24_8R
45,4,6,4544,松田大志郎,36,43,6.82,6,0.15,24,8R,晴,北西,2,1,2021_2_10,2021_2_10_24_8R
46,5,5,4545,岡村慶太,69,12,6.88,5,0.15,24,8R,晴,北西,2,1,2021_2_10,2021_2_10_24_8R
47,6,4,4288,永田啓二,64,74,6.90,4,0.11,24,8R,晴,北西,2,1,2021_2_10,2021_2_10_24_8R
48,1,1,4174,赤坂俊輔,70,17,6.85,1,0.07,24,9R,晴,北西,1,1,2021_2_10,2021_2_10_24_9R
49,2,3,4715,村上遼,58,26,6.82,3,0.08,24,9R,晴,北西,1,1,2021_2_10,2021_2_10_24_9R
50,3,6,4503,上野真之介,22,65,6.93,6,0.09,24,9R,晴,北西,1,1,2021_2_10,2021_2_10_24_9R
51,4,2,3623,深川真二,27,64,6.91,2,0.11,24,9R,晴,北西,1,1,2021_2_10,2021_2_10_24_9R
52,5,5,4433,川野芽唯,13,13,6.90,5,0.13,24,9R,晴,北西,1,1,2021_2_10,2021_2_10_24_9R
53,6,4,4932,新開航,53,60,6.89,4,0.12,24,9R,晴,北西,1,1,2021_2_10,2021_2_10_24_9R
54,1,2,3783,瓜生正義,45,15,6.79,2,0.20,24,10R,晴,北西,1,1,2021_2_10,2021_2_10_24_10R
55,2,1,4352,下條雄太郎,14,47,6.84,1,0.14,24,10R,晴,北西,1,1,2021_2_10,2021_2_10_24_10R
56,3,4,4287,今井貴士,75,48,6.86,4,0.19,24,10R,晴,北西,1,1,2021_2_10,2021_2_10_24_10R
57,4,5,4351,里岡右貴,48,37,6.86,5,0.25,24,10R,晴,北西,1,1,2021_2_10,2021_2_10_24_10R
58,5,6,4171,榎幸司,67,11,6.84,6,0.21,24,10R,晴,北西,1,1,2021_2_10,2021_2_10_24_10R
59,6,3,4566,塩田北斗,57,36,6.85,3,0.22,24,10R,晴,北西,1,1,2021_2_10,2021_2_10_24_10R
60,1,1,4477,篠崎仁志,29,72,6.85,1,0.08,24,11R,晴,北西,1,1,2021_2_10,2021_2_10_24_11R
61,2,3,4350,篠崎元志,15,25,6.89,3,0.08,24,11R,晴,北西,1,1,2021_2_10,2021_2_10_24_11R
62,3,2,3257,田頭実,55,52,6.86,2,0.07,24,11R,晴,北西,1,1,2021_2_10,2021_2_10_24_11R
63,4,4,3349,吉田一郎,76,49,6.84,4,0.06,24,11R,晴,北西,1,1,2021_2_10,2021_2_10_24_11R
64,5,5,4451,松崎祐太郎,20,27,6.91,5,0.05,24,11R,晴,北西,1,1,2021_2_10,2021_2_10_24_11R
65,6,6,4445,宮地元輝,59,66,6.75,6,0.03,24,11R,晴,北西,1,1,2021_2_10,2021_2_10_24_11R
66,1,1,4320,峰竜太,21,33,6.81,1,0.09,24,12R,晴,北,1,1,2021_2_10,2021_2_10_24_12R
67,2,3,4413,水摩敦,68,51,6.92,3,0.07,24,12R,晴,北,1,1,2021_2_10,2021_2_10_24_12R
68,3,2,4522,古澤光紀,38,73,6.82,2,0.09,24,12R,晴,北,1,1,2021_2_10,2021_2_10_24_12R
69,4,6,4500,山田康二,62,53,6.86,6,0.16,24,12R,晴,北,1,1,2021_2_10,2021_2_10_24_12R
70,5,4,4831,羽野直也,72,29,6.87,4,0.12,24,12R,晴,北,1,1,2021_2_10,2021_2_10_24_12R
71,6,5,4296,岡崎恭裕,39,18,6.85,5,0.16,24,12R,晴,北,1,1,2021_2_10,2021_2_10_24_12R
72,1,1,3745,橋本年光,51,158,6.85,1,0.14,22,1R,晴,南東,2,2,2021_2_10,2021_2_10_22_1R
73,2,2,4674,池田剛規,48,169,6.86,2,0.15,22,1R,晴,南東,2,2,2021_2_10,2021_2_10_22_1R
74,3,4,4724,吉田祐貴,34,163,6.80,4,0.25,22,1R,晴,南東,2,2,2021_2_10,2021_2_10_22_1R
75,4,5,3478,嶋田貴支,58,160,6.90,5,0.28,22,1R,晴,南東,2,2,2021_2_10,2021_2_10_22_1R
76,5,3,4041,小林基樹,63,113,6.83,3,0.17,22,1R,晴,南東,2,2,2021_2_10,2021_2_10_22_1R
77,6,6,3614,谷勝幸,16,156,6.85,6,0.35,22,1R,晴,南東,2,2,2021_2_10,2021_2_10_22_1R
78,1,1,4100,松田隆司,14,107,6.82,1,0.19,22,2R,晴,南東,1,2,2021_2_10,2021_2_10_22_2R
79,2,2,4268,和合俊介,47,151,6.81,2,0.15,22,2R,晴,南東,1,2,2021_2_10,2021_2_10_22_2R
