,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4966,田川大貴,22,長崎,53,B1,3.92,13.68,3.60,13.95,36.36,30.67,2020_3_12_24_1R,24,1R
1,2,5034,若林義人,22,静岡,58,B1,4.24,19.05,0.00,0.00,10.00,28.21,2020_3_12_24_1R,24,1R
2,3,5032,谷口知優,22,香川,52,B1,2.21,3.66,1.56,0.00,25.00,38.06,2020_3_12_24_1R,24,1R
3,4,4081,樋口範政,41,愛知,57,B1,4.52,24.14,4.23,23.08,17.65,27.52,2020_3_12_24_1R,24,1R
4,5,5086,本村大,20,長崎,53,B2,1.66,2.63,1.89,0.00,36.36,36.97,2020_3_12_24_1R,24,1R
5,6,4164,岩永節也,38,長崎,53,B1,4.22,21.62,4.47,20.17,10.00,38.99,2020_3_12_24_1R,24,1R
6,1,4768,田代元気,27,福岡,51,B2,1.80,0.00,2.07,3.45,36.36,28.19,2020_3_12_24_2R,24,2R
7,2,4114,深澤達徳,39,東京,54,B1,5.85,40.66,4.21,14.29,27.27,30.19,2020_3_12_24_2R,24,2R
8,3,4676,後藤隼之,31,東京,55,B1,5.30,32.14,5.50,35.42,50.00,34.18,2020_3_12_24_2R,24,2R
9,4,4299,中島浩哉,37,長崎,58,B1,4.90,28.75,5.28,33.33,26.09,24.50,2020_3_12_24_2R,24,2R
10,5,5027,重冨勇哉,23,山口,56,B2,3.11,11.29,1.64,0.00,23.81,38.27,2020_3_12_24_2R,24,2R
11,6,4436,渋谷明憲,33,大阪,52,A2,6.20,44.70,0.00,0.00,38.46,38.99,2020_3_12_24_2R,24,2R
12,1,4668,楠本晃嗣,35,福岡,50,B2,3.63,18.64,4.55,27.27,10.00,34.81,2020_3_12_24_3R,24,3R
13,2,4231,鈴木裕隆,36,愛知,58,B1,4.62,28.26,4.00,11.76,76.92,34.19,2020_3_12_24_3R,24,3R
14,3,4076,杉田篤光,41,静岡,52,A1,6.46,45.53,5.50,31.82,18.18,36.25,2020_3_12_24_3R,24,3R
15,4,4498,宮本夏樹,32,長崎,53,B1,6.11,41.67,6.14,45.00,0.00,37.18,2020_3_12_24_3R,24,3R
