,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,4,3338,出本正博,20,26,6.85,4,0.12,24,1R,晴,北西,4,3,2021_2_2,4-5-1,14030,1-4-5,1150,4-5,6700,4-5,4890,2021_2_2_24_1R
1,2,5,4023,柴田友和,64,46,6.88,5,0.12,24,1R,晴,北西,4,3,2021_2_2,4-5-1,14030,1-4-5,1150,4-5,6700,4-5,4890,2021_2_2_24_1R
2,3,1,4241,大串重幸,46,22,6.88,1,0.22,24,1R,晴,北西,4,3,2021_2_2,4-5-1,14030,1-4-5,1150,4-5,6700,4-5,4890,2021_2_2_24_1R
3,4,3,5027,重冨勇哉,22,71,6.88,3,0.19,24,1R,晴,北西,4,3,2021_2_2,4-5-1,14030,1-4-5,1150,4-5,6700,4-5,4890,2021_2_2_24_1R
4,5,2,3411,池上隆行,32,40,6.91,2,0.21,24,1R,晴,北西,4,3,2021_2_2,4-5-1,14030,1-4-5,1150,4-5,6700,4-5,4890,2021_2_2_24_1R
5,6,6,4603,谷川将太,59,12,6.84,6,0.16,24,1R,晴,北西,4,3,2021_2_2,4-5-1,14030,1-4-5,1150,4-5,6700,4-5,4890,2021_2_2_24_1R
6,1,1,4498,宮本夏樹,31,18,6.85,1,0.34,24,2R,晴,北西,4,3,2021_2_2,1-2-3,860,1-2-3,390,1-2,300,1-2,330,2021_2_2_24_2R
7,2,2,4607,鶴田勇雄,51,62,6.90,2,0.31,24,2R,晴,北西,4,3,2021_2_2,1-2-3,860,1-2-3,390,1-2,300,1-2,330,2021_2_2_24_2R
8,3,3,3508,久富政弘,21,75,6.97,3,0.26,24,2R,晴,北西,4,3,2021_2_2,1-2-3,860,1-2-3,390,1-2,300,1-2,330,2021_2_2_24_2R
9,4,5,3430,角浜修,36,67,6.91,5,0.26,24,2R,晴,北西,4,3,2021_2_2,1-2-3,860,1-2-3,390,1-2,300,1-2,330,2021_2_2_24_2R
10,5,4,3948,大町利克,41,74,6.94,4,0.29,24,2R,晴,北西,4,3,2021_2_2,1-2-3,860,1-2-3,390,1-2,300,1-2,330,2021_2_2_24_2R
11,6,6,3777,樋口亮,60,37,6.85,6,0.22,24,2R,晴,北西,4,3,2021_2_2,1-2-3,860,1-2-3,390,1-2,300,1-2,330,2021_2_2_24_2R
12,1,1,2903,山崎毅,27,57,6.96,1,0.15,24,3R,晴,北西,3,2,2021_2_2,1-3-2,1000,1-2-3,280,1-3,500,1-3,390,2021_2_2_24_3R
13,2,3,4292,麻生慎介,25,36,6.90,3,0.16,24,3R,晴,北西,3,2,2021_2_2,1-3-2,1000,1-2-3,280,1-3,500,1-3,390,2021_2_2_24_3R
14,3,2,4980,佐々木完太,39,39,6.89,2,0.16,24,3R,晴,北西,3,2,2021_2_2,1-3-2,1000,1-2-3,280,1-3,500,1-3,390,2021_2_2_24_3R
15,4,5,4489,岩川仁士,53,58,6.93,5,0.22,24,3R,晴,北西,3,2,2021_2_2,1-3-2,1000,1-2-3,280,1-3,500,1-3,390,2021_2_2_24_3R
16,5,4,3775,泉啓文,50,52,6.84,4,0.19,24,3R,晴,北西,3,2,2021_2_2,1-3-2,1000,1-2-3,280,1-3,500,1-3,390,2021_2_2_24_3R
17,6,6,2958,井川正人,74,27,6.94,6,0.26,24,3R,晴,北西,3,2,2021_2_2,1-3-2,1000,1-2-3,280,1-3,500,1-3,390,2021_2_2_24_3R
18,1,1,3211,北川敏弘,55,35,6.93,1,0.03,24,4R,晴,北西,4,3,2021_2_2,1-3-2,1350,1-2-3,440,1-3,440,1-3,230,2021_2_2_24_4R
19,2,3,4739,中村晃朋,72,33,6.93,2,0.07,24,4R,晴,北西,4,3,2021_2_2,1-3-2,1350,1-2-3,440,1-3,440,1-3,230,2021_2_2_24_4R
20,3,2,5018,竹下大樹,33,49,6.95,4,0.07,24,4R,晴,北西,4,3,2021_2_2,1-3-2,1350,1-2-3,440,1-3,440,1-3,230,2021_2_2_24_4R
21,4,4,4661,中島昂章,62,55,6.85,5,0.27,24,4R,晴,北西,4,3,2021_2_2,1-3-2,1350,1-2-3,440,1-3,440,1-3,230,2021_2_2_24_4R
22,5,6,3297,藤丸光一,56,43,6.93,3,0.10,24,4R,晴,北西,4,3,2021_2_2,1-3-2,1350,1-2-3,440,1-3,440,1-3,230,2021_2_2_24_4R
23,6,5,3559,水長照雄,76,11,6.86,6,0.24,24,4R,晴,北西,4,3,2021_2_2,1-3-2,1350,1-2-3,440,1-3,440,1-3,230,2021_2_2_24_4R
24,1,1,3930,岸本隆,28,60,6.91,1,0.04,24,5R,晴,北西,3,2,2021_2_2,1-2-4,750,1-2-4,350,1-2,280,1-2,270,2021_2_2_24_5R
25,2,2,3224,栗山繁洋,35,15,6.91,2,0.07,24,5R,晴,北西,3,2,2021_2_2,1-2-4,750,1-2-4,350,1-2,280,1-2,270,2021_2_2_24_5R
26,3,4,4179,広次修,65,72,6.91,4,0.08,24,5R,晴,北西,3,2,2021_2_2,1-2-4,750,1-2-4,350,1-2,280,1-2,270,2021_2_2_24_5R
27,4,3,4603,谷川将太,59,12,6.92,3,0.09,24,5R,晴,北西,3,2,2021_2_2,1-2-4,750,1-2-4,350,1-2,280,1-2,270,2021_2_2_24_5R
28,5,6,4553,坪口竜也,24,53,6.88,6,0.14,24,5R,晴,北西,3,2,2021_2_2,1-2-4,750,1-2-4,350,1-2,280,1-2,270,2021_2_2_24_5R
29,6,5,4638,小林遼太,13,24,6.92,5,0.11,24,5R,晴,北西,3,2,2021_2_2,1-2-4,750,1-2-4,350,1-2,280,1-2,270,2021_2_2_24_5R
30,1,3,3499,市川哲也,75,44,6.87,2,0.01,24,6R,晴,北西,3,2,2021_2_2,3-5-6,7370,3-5-6,6040,3-5,1350,3-5,1370,2021_2_2_24_6R
31,2,5,3508,久富政弘,21,75,6.90,4,0.06,24,6R,晴,北西,3,2,2021_2_2,3-5-6,7370,3-5-6,6040,3-5,1350,3-5,1370,2021_2_2_24_6R
32,3,6,3153,前川竜次,44,41,6.85,3,0.10,24,6R,晴,北西,3,2,2021_2_2,3-5-6,7370,3-5-6,6040,3-5,1350,3-5,1370,2021_2_2_24_6R
33,4,4,4436,渋谷明憲,34,56,6.87,6,0.28,24,6R,晴,北西,3,2,2021_2_2,3-5-6,7370,3-5-6,6040,3-5,1350,3-5,1370,2021_2_2_24_6R
34,5,2,5027,重冨勇哉,22,71,6.87,5,0.09,24,6R,晴,北西,3,2,2021_2_2,3-5-6,7370,3-5-6,6040,3-5,1350,3-5,1370,2021_2_2_24_6R
35,6,1,4060,島田一生,16,13,6.89,1,0.13,24,6R,晴,北西,3,2,2021_2_2,3-5-6,7370,3-5-6,6040,3-5,1350,3-5,1370,2021_2_2_24_6R
36,1,3,4713,白神優,12,54,6.86,3,0.05,24,7R,晴,西,5,4,2021_2_2,3-1-4,690,1-3-4,150,3-1,440,1-3,110,2021_2_2_24_7R
37,2,1,3522,長溝一生,47,28,6.82,1,0.05,24,7R,晴,西,5,4,2021_2_2,3-1-4,690,1-3-4,150,3-1,440,1-3,110,2021_2_2_24_7R
38,3,4,2903,山崎毅,27,57,6.94,4,0.02,24,7R,晴,西,5,4,2021_2_2,3-1-4,690,1-3-4,150,3-1,440,1-3,110,2021_2_2_24_7R
39,4,2,3948,大町利克,41,74,6.90,2,0.07,24,7R,晴,西,5,4,2021_2_2,3-1-4,690,1-3-4,150,3-1,440,1-3,110,2021_2_2_24_7R
40,1,1,4485,楠原正剛,38,69,6.93,1,0.13,24,8R,晴,西,4,3,2021_2_2,1-6-2,940,1-2-6,280,1-6,420,1-6,240,2021_2_2_24_8R
41,2,6,3933,山地正樹,63,45,6.86,2,0.16,24,8R,晴,西,4,3,2021_2_2,1-6-2,940,1-2-6,280,1-6,420,1-6,240,2021_2_2_24_8R
42,3,2,4798,浜先真範,66,19,6.92,3,0.19,24,8R,晴,西,4,3,2021_2_2,1-6-2,940,1-2-6,280,1-6,420,1-6,240,2021_2_2_24_8R
43,4,5,4661,中島昂章,62,55,6.88,6,0.32,24,8R,晴,西,4,3,2021_2_2,1-6-2,940,1-2-6,280,1-6,420,1-6,240,2021_2_2_24_8R
44,5,3,4498,宮本夏樹,31,18,6.85,4,0.23,24,8R,晴,西,4,3,2021_2_2,1-6-2,940,1-2-6,280,1-6,420,1-6,240,2021_2_2_24_8R
45,6,4,4023,柴田友和,64,46,6.92,5,0.24,24,8R,晴,西,4,3,2021_2_2,1-6-2,940,1-2-6,280,1-6,420,1-6,240,2021_2_2_24_8R
46,1,2,3430,角浜修,36,67,6.87,2,0.11,24,9R,晴,北西,3,2,2021_2_2,2-1-5,8430,1-2-5,380,2-1,2660,1-2,200,2021_2_2_24_9R
47,2,1,4239,竹田辰也,29,47,6.85,1,0.12,24,9R,晴,北西,3,2,2021_2_2,2-1-5,8430,1-2-5,380,2-1,2660,1-2,200,2021_2_2_24_9R
48,3,5,4980,佐々木完太,39,39,6.86,5,0.13,24,9R,晴,北西,3,2,2021_2_2,2-1-5,8430,1-2-5,380,2-1,2660,1-2,200,2021_2_2_24_9R
49,4,4,3297,藤丸光一,56,43,6.91,4,0.14,24,9R,晴,北西,3,2,2021_2_2,2-1-5,8430,1-2-5,380,2-1,2660,1-2,200,2021_2_2_24_9R
50,5,6,3755,吉村和也,19,25,6.87,6,0.21,24,9R,晴,北西,3,2,2021_2_2,2-1-5,8430,1-2-5,380,2-1,2660,1-2,200,2021_2_2_24_9R
51,6,3,4241,大串重幸,46,22,6.94,3,0.17,24,9R,晴,北西,3,2,2021_2_2,2-1-5,8430,1-2-5,380,2-1,2660,1-2,200,2021_2_2_24_9R
52,1,1,4179,広次修,65,72,6.86,1,0.19,24,10R,晴,北西,2,1,2021_2_2,1-2-6,1250,1-2-6,670,1-2,300,1-2,170,2021_2_2_24_10R
53,2,2,4821,妻鳥晋也,54,14,6.88,2,0.28,24,10R,晴,北西,2,1,2021_2_2,1-2-6,1250,1-2-6,670,1-2,300,1-2,170,2021_2_2_24_10R
54,3,6,4292,麻生慎介,25,36,6.90,6,0.23,24,10R,晴,北西,2,1,2021_2_2,1-2-6,1250,1-2-6,670,1-2,300,1-2,170,2021_2_2_24_10R
55,4,4,4060,島田一生,16,13,6.94,4,0.24,24,10R,晴,北西,2,1,2021_2_2,1-2-6,1250,1-2-6,670,1-2,300,1-2,170,2021_2_2_24_10R
56,5,3,3273,石田豪,40,73,6.92,3,0.27,24,10R,晴,北西,2,1,2021_2_2,1-2-6,1250,1-2-6,670,1-2,300,1-2,170,2021_2_2_24_10R
57,6,5,5018,竹下大樹,33,49,6.94,5,0.26,24,10R,晴,北西,2,1,2021_2_2,1-2-6,1250,1-2-6,670,1-2,300,1-2,170,2021_2_2_24_10R
58,1,1,4739,中村晃朋,72,33,6.87,1,0.21,24,11R,晴,北西,2,1,2021_2_2,1-3-4,1510,1-3-4,840,1-3,320,1-3,330,2021_2_2_24_11R
59,2,3,3522,長溝一生,47,28,6.88,3,0.23,24,11R,晴,北西,2,1,2021_2_2,1-3-4,1510,1-3-4,840,1-3,320,1-3,330,2021_2_2_24_11R
60,3,4,4607,鶴田勇雄,51,62,6.88,4,0.31,24,11R,晴,北西,2,1,2021_2_2,1-3-4,1510,1-3-4,840,1-3,320,1-3,330,2021_2_2_24_11R
61,4,2,3930,岸本隆,28,60,6.90,2,0.21,24,11R,晴,北西,2,1,2021_2_2,1-3-4,1510,1-3-4,840,1-3,320,1-3,330,2021_2_2_24_11R
62,5,6,4436,渋谷明憲,34,56,6.85,6,0.23,24,11R,晴,北西,2,1,2021_2_2,1-3-4,1510,1-3-4,840,1-3,320,1-3,330,2021_2_2_24_11R
63,6,5,4798,浜先真範,66,19,6.92,5,0.25,24,11R,晴,北西,2,1,2021_2_2,1-3-4,1510,1-3-4,840,1-3,320,1-3,330,2021_2_2_24_11R
64,1,1,3499,市川哲也,75,44,6.88,1,0.03,24,12R,晴,北西,2,1,2021_2_2,1-5-6,8330,1-5-6,4660,1-5,2100,1-5,2030,2021_2_2_24_12R
65,2,5,4553,坪口竜也,24,53,6.89,5,0.07,24,12R,晴,北西,2,1,2021_2_2,1-5-6,8330,1-5-6,4660,1-5,2100,1-5,2030,2021_2_2_24_12R
66,3,6,4713,白神優,12,54,6.88,6,0.08,24,12R,晴,北西,2,1,2021_2_2,1-5-6,8330,1-5-6,4660,1-5,2100,1-5,2030,2021_2_2_24_12R
67,4,2,3933,山地正樹,63,45,6.81,2,0.10,24,12R,晴,北西,2,1,2021_2_2,1-5-6,8330,1-5-6,4660,1-5,2100,1-5,2030,2021_2_2_24_12R
68,5,3,3777,樋口亮,60,37,6.83,3,0.08,24,12R,晴,北西,2,1,2021_2_2,1-5-6,8330,1-5-6,4660,1-5,2100,1-5,2030,2021_2_2_24_12R
69,6,4,4239,竹田辰也,29,47,6.85,4,0.12,24,12R,晴,北西,2,1,2021_2_2,1-5-6,8330,1-5-6,4660,1-5,2100,1-5,2030,2021_2_2_24_12R
