,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4498,宮本夏樹,19,141,6.73,1,0.31,22,1R,曇り,北東,5,5,2022_10_5,2022_10_5_22_1R
1,2,2,4314,青木幸太郎,74,112,6.80,2,0.29,22,1R,曇り,北東,5,5,2022_10_5,2022_10_5_22_1R
2,3,6,3553,平池仁志,33,154,6.82,5,0.24,22,1R,曇り,北東,5,5,2022_10_5,2022_10_5_22_1R
3,4,3,3734,宮田政勝,50,110,6.79,3,0.21,22,1R,曇り,北東,5,5,2022_10_5,2022_10_5_22_1R
4,5,4,5177,松井貫太,37,161,6.77,4,0.28,22,1R,曇り,北東,5,5,2022_10_5,2022_10_5_22_1R
5,6,5,5237,永松良教,60,131,6.86,6,0.28,22,1R,曇り,北東,5,5,2022_10_5,2022_10_5_22_1R
6,1,5,3898,平田忠則,13,121,6.85,4,0.15,22,2R,曇り,北東,4,4,2022_10_5,2022_10_5_22_2R
7,2,1,3501,川上昇平,40,111,6.78,1,0.17,22,2R,曇り,北東,4,4,2022_10_5,2022_10_5_22_2R
8,3,2,3998,冨成謙児,70,126,6.78,2,0.15,22,2R,曇り,北東,4,4,2022_10_5,2022_10_5_22_2R
9,4,4,3853,岩崎正哉,48,132,6.85,5,0.23,22,2R,曇り,北東,4,4,2022_10_5,2022_10_5_22_2R
10,5,3,3491,富永茂,43,125,6.86,3,0.17,22,2R,曇り,北東,4,4,2022_10_5,2022_10_5_22_2R
11,6,6,5209,小野京平,54,106,6.92,6,0.21,22,2R,曇り,北東,4,4,2022_10_5,2022_10_5_22_2R
12,1,3,3151,落合敬一,22,166,6.86,3,0.08,22,3R,晴,北東,4,4,2022_10_5,2022_10_5_22_3R
13,2,2,4076,杉田篤光,42,171,6.82,2,0.08,22,3R,晴,北東,4,4,2022_10_5,2022_10_5_22_3R
14,3,1,3442,宮武英司,30,135,6.81,1,0.15,22,3R,晴,北東,4,4,2022_10_5,2022_10_5_22_3R
15,4,5,3965,北中元樹,61,120,6.84,5,0.17,22,3R,晴,北東,4,4,2022_10_5,2022_10_5_22_3R
16,5,6,3352,小川晃司,41,142,6.88,6,0.17,22,3R,晴,北東,4,4,2022_10_5,2022_10_5_22_3R
17,1,1,3892,草場康幸,47,138,6.76,1,0.17,22,4R,晴,北東,4,4,2022_10_5,2022_10_5_22_4R
18,2,4,3497,後藤浩,12,156,6.84,4,0.18,22,4R,晴,北東,4,4,2022_10_5,2022_10_5_22_4R
19,3,3,3300,川崎智幸,11,157,6.89,3,0.22,22,4R,晴,北東,4,4,2022_10_5,2022_10_5_22_4R
20,4,6,5212,西川拓利,46,133,6.72,6,0.19,22,4R,晴,北東,4,4,2022_10_5,2022_10_5_22_4R
21,5,2,3401,上田隆章,75,101,6.89,2,0.22,22,4R,晴,北東,4,4,2022_10_5,2022_10_5_22_4R
22,6,5,5219,森口和紀,28,163,6.81,5,0.18,22,4R,晴,北東,4,4,2022_10_5,2022_10_5_22_4R
23,1,2,4102,益田啓司,39,117,6.74,3,0.12,22,5R,晴,北東,4,4,2022_10_5,2022_10_5_22_5R
24,2,4,3734,宮田政勝,50,110,6.82,5,0.20,22,5R,晴,北東,4,4,2022_10_5,2022_10_5_22_5R
25,3,5,3473,石川真二,64,160,6.90,2,0.13,22,5R,晴,北東,4,4,2022_10_5,2022_10_5_22_5R
26,4,1,3461,渡邊哲也,29,143,6.79,1,0.12,22,5R,晴,北東,4,4,2022_10_5,2022_10_5_22_5R
27,5,3,3741,松尾基成,57,151,6.85,4,0.18,22,5R,晴,北東,4,4,2022_10_5,2022_10_5_22_5R
28,6,6,5244,黒田剛,20,140,6.86,6,0.14,22,5R,晴,北東,4,4,2022_10_5,2022_10_5_22_5R
29,1,1,4522,古澤光紀,21,159,6.83,1,0.19,22,6R,晴,北東,4,4,2022_10_5,2022_10_5_22_6R
30,2,4,4737,竹井貴史,15,169,6.75,4,0.23,22,6R,晴,北東,4,4,2022_10_5,2022_10_5_22_6R
31,3,3,3501,川上昇平,40,111,6.82,3,0.27,22,6R,晴,北東,4,4,2022_10_5,2022_10_5_22_6R
32,4,2,4594,谷川祐一,26,170,6.87,2,0.23,22,6R,晴,北東,4,4,2022_10_5,2022_10_5_22_6R
