,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3683,小羽正作,28,102,6.87,1,0.22,22,1R,晴,北,3,3,2022_3_9,1-2-4,780,1-2-4,240,1-2,410,1-2,380,2022_3_9_22_1R
1,2,2,4034,西原明生,12,171,6.90,2,0.22,22,1R,晴,北,3,3,2022_3_9,1-2-4,780,1-2-4,240,1-2,410,1-2,380,2022_3_9_22_1R
2,3,4,4264,長尾章平,67,136,6.87,4,0.19,22,1R,晴,北,3,3,2022_3_9,1-2-4,780,1-2-4,240,1-2,410,1-2,380,2022_3_9_22_1R
3,4,6,3246,星野政彦,32,106,6.89,5,0.23,22,1R,晴,北,3,3,2022_3_9,1-2-4,780,1-2-4,240,1-2,410,1-2,380,2022_3_9_22_1R
4,5,5,4878,西岡育未,21,117,6.81,6,0.13,22,1R,晴,北,3,3,2022_3_9,1-2-4,780,1-2-4,240,1-2,410,1-2,380,2022_3_9_22_1R
5,6,3,4429,豊田泰洋,71,150,6.86,3,0.23,22,1R,晴,北,3,3,2022_3_9,1-2-4,780,1-2-4,240,1-2,410,1-2,380,2022_3_9_22_1R
6,1,1,3577,向所浩二,40,172,6.83,1,0.21,22,2R,晴,北,3,3,2022_3_9,1-2-4,700,1-2-4,250,1-2,330,1-2,420,2022_3_9_22_2R
7,2,2,5018,竹下大樹,61,156,6.80,2,0.23,22,2R,晴,北,3,3,2022_3_9,1-2-4,700,1-2-4,250,1-2,330,1-2,420,2022_3_9_22_2R
8,3,4,4171,榎幸司,30,130,6.93,4,0.29,22,2R,晴,北,3,3,2022_3_9,1-2-4,700,1-2-4,250,1-2,330,1-2,420,2022_3_9_22_2R
9,4,3,4299,中島浩哉,39,135,6.83,3,0.21,22,2R,晴,北,3,3,2022_3_9,1-2-4,700,1-2-4,250,1-2,330,1-2,420,2022_3_9_22_2R
10,5,6,3680,森林太,57,162,6.87,6,0.37,22,2R,晴,北,3,3,2022_3_9,1-2-4,700,1-2-4,250,1-2,330,1-2,420,2022_3_9_22_2R
11,6,5,4474,渡辺崇,53,151,6.87,5,0.32,22,2R,晴,北,3,3,2022_3_9,1-2-4,700,1-2-4,250,1-2,330,1-2,420,2022_3_9_22_2R
12,1,4,4980,佐々木完太,56,123,6.84,4,0.21,22,3R,晴,北,2,2,2022_3_9,4-1-3,3520,1-3-4,780,4-1,490,1-4,180,2022_3_9_22_3R
13,2,1,4901,出口舞有子,24,114,6.71,1,0.16,22,3R,晴,北,2,2,2022_3_9,4-1-3,3520,1-3-4,780,4-1,490,1-4,180,2022_3_9_22_3R
14,3,3,5118,野田なづき,74,141,6.80,3,0.24,22,3R,晴,北,2,2,2022_3_9,4-1-3,3520,1-3-4,780,4-1,490,1-4,180,2022_3_9_22_3R
15,4,5,4714,喜多須杏奈,35,163,6.85,5,0.22,22,3R,晴,北,2,2,2022_3_9,4-1-3,3520,1-3-4,780,4-1,490,1-4,180,2022_3_9_22_3R
16,5,2,3878,胡本悟志,62,142,6.87,2,0.14,22,3R,晴,北,2,2,2022_3_9,4-1-3,3520,1-3-4,780,4-1,490,1-4,180,2022_3_9_22_3R
17,6,6,4835,橋本明,27,167,6.90,6,0.19,22,3R,晴,北,2,2,2022_3_9,4-1-3,3520,1-3-4,780,4-1,490,1-4,180,2022_3_9_22_3R
18,1,1,3627,井上恵一,13,133,6.77,1,0.17,22,4R,晴,北東,3,3,2022_3_9,1-4-3,830,1-3-4,400,1-4,390,1-4,240,2022_3_9_22_4R
19,2,4,4852,川原祐明,72,169,6.85,4,0.15,22,4R,晴,北東,3,3,2022_3_9,1-4-3,830,1-3-4,400,1-4,390,1-4,240,2022_3_9_22_4R
20,3,3,3631,田添康介,69,159,6.85,3,0.19,22,4R,晴,北東,3,3,2022_3_9,1-4-3,830,1-3-4,400,1-4,390,1-4,240,2022_3_9_22_4R
21,4,6,4909,薮内瑞希,44,148,6.79,6,0.18,22,4R,晴,北東,3,3,2022_3_9,1-4-3,830,1-3-4,400,1-4,390,1-4,240,2022_3_9_22_4R
22,5,2,4580,長谷川雅和,58,122,6.86,2,0.19,22,4R,晴,北東,3,3,2022_3_9,1-4-3,830,1-3-4,400,1-4,390,1-4,240,2022_3_9_22_4R
23,6,5,4695,尾崎雄二,34,152,6.89,5,0.16,22,4R,晴,北東,3,3,2022_3_9,1-4-3,830,1-3-4,400,1-4,390,1-4,240,2022_3_9_22_4R
24,1,1,4691,水原慎,38,118,6.86,1,0.09,22,5R,晴,北,3,3,2022_3_9,1-2-4,2090,1-2-4,1080,1-2,620,1-2,430,2022_3_9_22_5R
25,2,2,4941,孫崎百世,46,164,6.80,2,0.17,22,5R,晴,北,3,3,2022_3_9,1-2-4,2090,1-2-4,1080,1-2,620,1-2,430,2022_3_9_22_5R
26,3,4,4533,峰重侑治,45,143,6.83,4,0.18,22,5R,晴,北,3,3,2022_3_9,1-2-4,2090,1-2-4,1080,1-2,620,1-2,430,2022_3_9_22_5R
27,4,3,4878,西岡育未,21,117,6.82,3,0.15,22,5R,晴,北,3,3,2022_3_9,1-2-4,2090,1-2-4,1080,1-2,620,1-2,430,2022_3_9_22_5R
28,5,5,4359,横川聖志,47,139,6.92,5,0.16,22,5R,晴,北,3,3,2022_3_9,1-2-4,2090,1-2-4,1080,1-2,620,1-2,430,2022_3_9_22_5R
29,6,6,3900,香川素子,15,121,6.86,6,0.17,22,5R,晴,北,3,3,2022_3_9,1-2-4,2090,1-2-4,1080,1-2,620,1-2,430,2022_3_9_22_5R
