,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,4122,安東幸治,21,64,6.92,4,0.18,24,1R,晴,南東,2,1,2021_11_28,2021_11_28_24_1R
1,2,1,3670,古澤信二,63,31,6.86,1,0.06,24,1R,晴,南東,2,1,2021_11_28,2021_11_28_24_1R
2,3,2,3964,宮地博士,60,43,6.88,2,0.14,24,1R,晴,南東,2,1,2021_11_28,2021_11_28_24_1R
3,4,3,3025,山口哲治,27,76,6.85,3,0.18,24,1R,晴,南東,2,1,2021_11_28,2021_11_28_24_1R
4,5,5,3036,吉本正昭,16,45,6.87,5,0.21,24,1R,晴,南東,2,1,2021_11_28,2021_11_28_24_1R
5,6,6,4355,小川広大,76,20,6.86,6,0.24,24,1R,晴,南東,2,1,2021_11_28,2021_11_28_24_1R
6,1,1,3581,加木郁,33,66,6.90,1,0.15,24,2R,晴,南,2,1,2021_11_28,2021_11_28_24_2R
7,2,3,3875,廣中良一,41,75,6.87,3,0.19,24,2R,晴,南,2,1,2021_11_28,2021_11_28_24_2R
8,3,5,4474,渡辺崇,22,53,6.90,5,0.23,24,2R,晴,南,2,1,2021_11_28,2021_11_28_24_2R
9,4,4,4544,松田大志郎,71,23,6.83,4,0.27,24,2R,晴,南,2,1,2021_11_28,2021_11_28_24_2R
10,5,2,3950,石川哲秀,31,65,6.89,2,0.14,24,2R,晴,南,2,1,2021_11_28,2021_11_28_24_2R
11,6,6,4065,金田幸子,25,34,6.86,6,0.19,24,2R,晴,南,2,1,2021_11_28,2021_11_28_24_2R
12,1,4,3331,新美恵一,26,19,6.81,4,0.08,24,3R,晴,南東,1,1,2021_11_28,2021_11_28_24_3R
13,2,5,4772,石丸海渡,50,46,6.87,5,0.06,24,3R,晴,南東,1,1,2021_11_28,2021_11_28_24_3R
14,3,1,4705,吉川勇作,11,41,6.85,1,0.11,24,3R,晴,南東,1,1,2021_11_28,2021_11_28_24_3R
15,4,2,3164,森脇徹,36,28,6.84,2,0.35,24,3R,晴,南東,1,1,2021_11_28,2021_11_28_24_3R
16,5,6,3822,平尾崇典,23,59,6.79,6,0.08,24,3R,晴,南東,1,1,2021_11_28,2021_11_28_24_3R
17,6,3,4852,川原祐明,67,48,6.89,3,0.23,24,3R,晴,南東,1,1,2021_11_28,2021_11_28_24_3R
18,1,1,5056,西岡成美,19,70,6.76,1,0.17,24,4R,晴,無風,0,0,2021_11_28,2021_11_28_24_4R
19,2,2,4909,薮内瑞希,64,69,6.77,2,0.18,24,4R,晴,無風,0,0,2021_11_28,2021_11_28_24_4R
20,3,5,3232,山川美由紀,17,27,6.80,5,0.20,24,4R,晴,無風,0,0,2021_11_28,2021_11_28_24_4R
21,4,3,4884,勝浦真帆,28,15,6.84,3,0.17,24,4R,晴,無風,0,0,2021_11_28,2021_11_28_24_4R
22,5,4,3509,道上千夏,73,39,6.83,4,0.19,24,4R,晴,無風,0,0,2021_11_28,2021_11_28_24_4R
23,6,6,4045,佐々木裕美,61,63,6.80,6,0.18,24,4R,晴,無風,0,0,2021_11_28,2021_11_28_24_4R
24,1,1,3919,村上純,46,33,6.82,1,0.14,24,5R,晴,南東,2,1,2021_11_28,2021_11_28_24_5R
25,2,5,4084,杉山正樹,72,26,6.76,6,0.12,24,5R,晴,南東,2,1,2021_11_28,2021_11_28_24_5R
26,3,6,4009,小林一樹,65,16,6.79,4,0.05,24,5R,晴,南東,2,1,2021_11_28,2021_11_28_24_5R
27,4,2,5045,平川香織,47,57,6.88,2,0.07,24,5R,晴,南東,2,1,2021_11_28,2021_11_28_24_5R
28,5,3,3670,古澤信二,63,31,6.88,3,0.07,24,5R,晴,南東,2,1,2021_11_28,2021_11_28_24_5R
29,6,4,4066,東本勝利,18,37,6.81,5,0.09,24,5R,晴,南東,2,1,2021_11_28,2021_11_28_24_5R
30,1,1,4259,真庭明志,48,68,6.85,1,0.13,24,6R,晴,南東,1,1,2021_11_28,2021_11_28_24_6R
31,2,6,4096,石橋道友,13,54,6.87,6,0.11,24,6R,晴,南東,1,1,2021_11_28,2021_11_28_24_6R
32,3,4,3581,加木郁,33,66,6.89,4,0.11,24,6R,晴,南東,1,1,2021_11_28,2021_11_28_24_6R
33,4,5,4653,小野達哉,44,71,6.85,5,0.12,24,6R,晴,南東,1,1,2021_11_28,2021_11_28_24_6R
34,5,2,3036,吉本正昭,16,45,6.84,2,0.18,24,6R,晴,南東,1,1,2021_11_28,2021_11_28_24_6R
35,1,4,4459,片岡雅裕,74,61,6.87,4,0.13,24,7R,晴,無風,0,0,2021_11_28,2021_11_28_24_7R
36,2,2,3151,落合敬一,24,36,6.83,2,0.16,24,7R,晴,無風,0,0,2021_11_28,2021_11_28_24_7R
37,3,5,3331,新美恵一,26,19,6.78,5,0.21,24,7R,晴,無風,0,0,2021_11_28,2021_11_28_24_7R
38,4,3,4474,渡辺崇,22,53,6.87,3,0.21,24,7R,晴,無風,0,0,2021_11_28,2021_11_28_24_7R
39,5,1,4706,三浦洋次朗,68,13,6.85,1,0.18,24,7R,晴,無風,0,0,2021_11_28,2021_11_28_24_7R
40,6,6,4697,國弘翔平,38,11,6.71,6,0.27,24,7R,晴,無風,0,0,2021_11_28,2021_11_28_24_7R
41,1,4,4355,小川広大,76,20,6.80,4,0.22,24,8R,晴,東,1,1,2021_11_28,2021_11_28_24_8R
42,2,5,4852,川原祐明,67,48,6.82,5,0.16,24,8R,晴,東,1,1,2021_11_28,2021_11_28_24_8R
43,3,1,4959,井上忠政,34,38,6.76,1,0.16,24,8R,晴,東,1,1,2021_11_28,2021_11_28_24_8R
44,4,6,3943,三松直美,39,35,6.94,6,0.15,24,8R,晴,東,1,1,2021_11_28,2021_11_28_24_8R
45,5,2,4861,田中宏樹,52,18,6.78,2,0.13,24,8R,晴,東,1,1,2021_11_28,2021_11_28_24_8R
46,6,3,3882,新田智彰,32,14,6.85,3,0.13,24,8R,晴,東,1,1,2021_11_28,2021_11_28_24_8R
47,1,1,4084,杉山正樹,72,26,6.75,1,0.08,24,9R,晴,東,1,1,2021_11_28,2021_11_28_24_9R
48,2,2,5056,西岡成美,19,70,6.74,2,0.11,24,9R,晴,東,1,1,2021_11_28,2021_11_28_24_9R
49,3,4,3822,平尾崇典,23,59,6.80,4,0.16,24,9R,晴,東,1,1,2021_11_28,2021_11_28_24_9R
50,4,3,4065,金田幸子,25,34,6.83,3,0.09,24,9R,晴,東,1,1,2021_11_28,2021_11_28_24_9R
51,5,5,3950,石川哲秀,31,65,6.92,5,0.13,24,9R,晴,東,1,1,2021_11_28,2021_11_28_24_9R
52,6,6,3964,宮地博士,60,43,6.83,6,0.15,24,9R,晴,東,1,1,2021_11_28,2021_11_28_24_9R
53,1,3,4544,松田大志郎,71,23,6.75,3,0.12,24,10R,晴,南東,1,1,2021_11_28,2021_11_28_24_10R
54,2,1,4772,石丸海渡,50,46,6.78,1,0.12,24,10R,晴,南東,1,1,2021_11_28,2021_11_28_24_10R
55,3,4,4259,真庭明志,48,68,6.85,4,0.13,24,10R,晴,南東,1,1,2021_11_28,2021_11_28_24_10R
56,4,2,3919,村上純,46,33,6.83,2,0.10,24,10R,晴,南東,1,1,2021_11_28,2021_11_28_24_10R
57,5,6,4706,三浦洋次朗,68,13,6.85,6,0.12,24,10R,晴,南東,1,1,2021_11_28,2021_11_28_24_10R
58,6,5,3025,山口哲治,27,76,6.81,5,0.13,24,10R,晴,南東,1,1,2021_11_28,2021_11_28_24_10R
59,1,1,4096,石橋道友,13,54,6.73,1,0.23,24,11R,晴,東,1,1,2021_11_28,2021_11_28_24_11R
60,2,5,4066,東本勝利,18,37,6.81,5,0.15,24,11R,晴,東,1,1,2021_11_28,2021_11_28_24_11R
61,3,4,4009,小林一樹,65,16,6.77,4,0.14,24,11R,晴,東,1,1,2021_11_28,2021_11_28_24_11R
62,4,2,4959,井上忠政,34,38,6.78,2,0.17,24,11R,晴,東,1,1,2021_11_28,2021_11_28_24_11R
63,5,3,4459,片岡雅裕,74,61,6.81,3,0.16,24,11R,晴,東,1,1,2021_11_28,2021_11_28_24_11R
64,6,6,3875,廣中良一,41,75,6.82,6,0.24,24,11R,晴,東,1,1,2021_11_28,2021_11_28_24_11R
65,1,1,4653,小野達哉,44,71,6.80,1,0.11,24,12R,晴,東,1,1,2021_11_28,2021_11_28_24_12R
66,2,2,3232,山川美由紀,17,27,6.78,2,0.09,24,12R,晴,東,1,1,2021_11_28,2021_11_28_24_12R
67,3,4,4705,吉川勇作,11,41,6.84,4,0.11,24,12R,晴,東,1,1,2021_11_28,2021_11_28_24_12R
68,4,5,3882,新田智彰,32,14,6.85,5,0.24,24,12R,晴,東,1,1,2021_11_28,2021_11_28_24_12R
69,5,3,4697,國弘翔平,38,11,6.76,3,0.13,24,12R,晴,東,1,1,2021_11_28,2021_11_28_24_12R
70,6,6,4122,安東幸治,21,64,6.87,6,0.17,24,12R,晴,東,1,1,2021_11_28,2021_11_28_24_12R
71,1,1,4072,森永淳,43,87,6.65,1,0.18,23,1R,晴,南,3,3,2021_11_28,2021_11_28_23_1R
72,2,3,3708,岡部貴司,48,79,6.71,2,0.19,23,1R,晴,南,3,3,2021_11_28,2021_11_28_23_1R
73,3,2,4016,西川新太郎,39,53,6.72,4,0.23,23,1R,晴,南,3,3,2021_11_28,2021_11_28_23_1R
74,4,4,3804,中渡修作,37,73,6.70,3,0.21,23,1R,晴,南,3,3,2021_11_28,2021_11_28_23_1R
75,5,6,5124,上瀧絢也,70,80,6.72,6,0.35,23,1R,晴,南,3,3,2021_11_28,2021_11_28_23_1R
76,6,5,4185,藤原真也,30,78,6.74,5,0.40,23,1R,晴,南,3,3,2021_11_28,2021_11_28_23_1R
77,1,2,4500,山田康二,55,55,6.59,2,0.17,23,2R,晴,南,3,3,2021_11_28,2021_11_28_23_2R
78,2,1,4403,木下大將,38,62,6.63,1,0.18,23,2R,晴,南,3,3,2021_11_28,2021_11_28_23_2R
79,3,5,4106,坂井康嗣,49,56,6.66,4,0.19,23,2R,晴,南,3,3,2021_11_28,2021_11_28_23_2R
80,4,4,4981,牧山敦也,54,58,6.65,5,0.12,23,2R,晴,南,3,3,2021_11_28,2021_11_28_23_2R
81,5,6,5214,田中宏典,59,63,6.75,6,0.11,23,2R,晴,南,3,3,2021_11_28,2021_11_28_23_2R
82,6,3,3607,原田智和,75,90,6.67,3,0.28,23,2R,晴,南,3,3,2021_11_28,2021_11_28_23_2R
