,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4064,原田篤志 ,6,16,6.76,1,0.17,21,1R,晴,南,2,2,2022_3_12,2022_3_12_21_1R
1,2,2,4705,吉川勇作,60,31,6.84,2,0.18,21,1R,晴,南,2,2,2022_3_12,2022_3_12_21_1R
2,3,3,2903,山崎毅,39,44,6.83,3,0.15,21,1R,晴,南,2,2,2022_3_12,2022_3_12_21_1R
3,4,5,5136,濱野斗馬,50,11,6.78,5,0.06,21,1R,晴,南,2,2,2022_3_12,2022_3_12_21_1R
4,5,4,4749,山口貢輝,14,18,6.83,4,0.11,21,1R,晴,南,2,2,2022_3_12,2022_3_12_21_1R
5,6,6,3548,室田泰史,12,60,6.81,6,0.07,21,1R,晴,南,2,2,2022_3_12,2022_3_12_21_1R
6,1,1,3297,藤丸光一,28,14,6.71,1,0.09,21,2R,曇り,南,1,1,2022_3_12,2022_3_12_21_2R
7,2,4,4256,渡辺浩司,24,15,6.79,4,0.14,21,2R,曇り,南,1,1,2022_3_12,2022_3_12_21_2R
8,3,2,3501,川上昇平,35,32,6.78,2,0.11,21,2R,曇り,南,1,1,2022_3_12,2022_3_12_21_2R
9,4,3,4735,角山雄哉 ,3,22,6.74,3,0.13,21,2R,曇り,南,1,1,2022_3_12,2022_3_12_21_2R
10,5,5,3974,深山祐二,31,65,6.77,5,0.15,21,2R,曇り,南,1,1,2022_3_12,2022_3_12_21_2R
11,6,6,5158,宮脇遼太,55,52,6.77,6,0.13,21,2R,曇り,南,1,1,2022_3_12,2022_3_12_21_2R
12,1,1,3876,中辻崇人,46,51,6.69,1,0.12,21,3R,曇り,南,1,1,2022_3_12,2022_3_12_21_3R
13,2,3,4451,松崎祐太郎 ,9,35,6.74,3,0.15,21,3R,曇り,南,1,1,2022_3_12,2022_3_12_21_3R
14,3,2,5004,河野主樹,53,40,6.74,2,0.13,21,3R,曇り,南,1,1,2022_3_12,2022_3_12_21_3R
