,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4726,島田なぎ,34,埼玉,45,B1,5.83,42.67,4.76,29.31,31.05,35.08,2022_4_13_21_1R,21,1R
1,2,5056,西岡成美,25,徳島,46,B1,5.37,31.71,2.38,0.00,38.38,35.56,2022_4_13_21_1R,21,1R
2,3,4744,伊藤玲奈,29,福岡,44,B2,4.68,21.95,2.56,0.00,44.89,36.17,2022_4_13_21_1R,21,1R
3,4,4765,野田部宏,31,福岡,52,B2,4.53,29.41,3.56,18.52,33.83,36.24,2022_4_13_21_1R,21,1R
4,5,3604,武藤綾子,51,福岡,47,B1,4.29,22.47,4.28,20.69,40.53,35.45,2022_4_13_21_1R,21,1R
5,6,4913,清水さく,26,愛知,51,B1,4.16,18.52,0.00,0.00,36.17,33.04,2022_4_13_21_1R,21,1R
6,1,4730,土屋実沙,33,静岡,46,A2,4.95,30.00,5.35,27.50,31.96,56.42,2022_4_13_21_2R,21,2R
7,2,4694,高田綾,37,福岡,45,B1,4.99,28.71,3.90,17.95,26.29,34.19,2022_4_13_21_2R,21,2R
8,3,4874,池田奈津,28,福岡,52,B1,4.54,20.00,3.46,7.69,40.00,33.77,2022_4_13_21_2R,21,2R
9,4,3435,寺田千恵,52,岡山,45,A1,7.04,57.50,6.41,39.22,41.30,33.04,2022_4_13_21_2R,21,2R
10,5,4499,滝川真由,34,長崎,46,B1,5.65,37.27,0.00,0.00,35.18,31.73,2022_4_13_21_2R,21,2R
11,6,5129,山口真喜,25,長崎,49,B1,3.62,13.21,2.48,4.55,45.16,32.75,2022_4_13_21_2R,21,2R
12,1,4773,中川りな,28,福岡,50,A1,5.91,36.94,6.94,52.31,38.30,35.90,2022_4_13_21_3R,21,3R
13,2,4764,小池礼乃,31,福岡,46,B1,4.71,23.53,5.15,28.26,29.90,36.58,2022_4_13_21_3R,21,3R
14,3,4738,清埜翔子,30,埼玉,49,A2,5.54,38.60,3.38,6.25,40.00,34.20,2022_4_13_21_3R,21,3R
15,4,4990,田中博子,24,福岡,50,B2,3.53,17.02,2.19,0.00,36.08,37.30,2022_4_13_21_3R,21,3R
16,5,3334,角ひとみ,53,広島,45,A2,4.96,28.32,5.05,35.00,37.25,33.04,2022_4_13_21_3R,21,3R
17,6,5198,奥村明日,20,福岡,47,B2,1.26,0.00,1.16,0.00,26.70,36.91,2022_4_13_21_3R,21,3R
18,1,4399,松本晶恵,34,群馬,47,A1,6.19,42.71,7.29,61.29,31.25,31.74,2022_4_13_21_4R,21,4R
19,2,4941,孫崎百世,33,滋賀,45,B1,4.95,27.03,3.83,8.33,32.52,33.78,2022_4_13_21_4R,21,4R
20,3,4536,喜井つか,32,岡山,47,B1,6.35,46.67,6.00,44.44,43.48,29.96,2022_4_13_21_4R,21,4R
21,4,3551,藤田美代,50,福岡,46,B1,4.61,22.78,3.89,16.67,32.00,33.33,2022_4_13_21_4R,21,4R
22,5,5227,川原愛未,19,福岡,49,B2,1.52,2.08,1.56,0.00,31.34,31.88,2022_4_13_21_4R,21,4R
23,6,5174,川井萌,20,静岡,45,B1,2.83,10.53,0.00,0.00,34.83,30.84,2022_4_13_21_4R,21,4R
24,1,3188,日高逸子,60,福岡,45,A2,6.70,47.62,6.16,50.00,37.13,34.06,2022_4_13_21_5R,21,5R
25,2,4525,真子奈津,33,福岡,46,B1,4.45,27.40,4.52,26.67,41.62,34.98,2022_4_13_21_5R,21,5R
26,3,3182,久保田美,57,群馬,50,B1,3.23,4.26,3.00,11.11,28.00,35.08,2022_4_13_21_5R,21,5R
27,4,4447,深川麻奈,35,福岡,49,B2,3.96,25.49,5.96,44.23,24.31,41.63,2022_4_13_21_5R,21,5R
28,5,4744,伊藤玲奈,29,福岡,44,B2,4.68,21.95,2.56,0.00,44.89,36.17,2022_4_13_21_5R,21,5R
29,6,4938,小芦るり,24,佐賀,50,A2,5.61,39.45,5.82,35.29,31.68,33.19,2022_4_13_21_5R,21,5R
30,1,4765,野田部宏,31,福岡,52,B2,4.53,29.41,3.56,18.52,33.83,36.24,2022_4_13_21_6R,21,6R
31,2,4947,間庭菜摘,29,福岡,47,B1,4.91,21.79,2.88,4.17,31.84,38.66,2022_4_13_21_6R,21,6R
32,3,4730,土屋実沙,33,静岡,46,A2,4.95,30.00,5.35,27.50,31.96,56.42,2022_4_13_21_6R,21,6R
33,4,4924,中北涼,29,長崎,48,B1,4.77,21.92,3.56,14.81,53.97,41.78,2022_4_13_21_6R,21,6R
34,5,4694,高田綾,37,福岡,45,B1,4.99,28.71,3.90,17.95,26.29,34.19,2022_4_13_21_6R,21,6R
35,6,5203,神里琴音,17,福岡,46,B2,1.58,0.00,1.10,0.00,27.55,36.60,2022_4_13_21_6R,21,6R
36,1,5078,山川波乙,24,三重,45,B1,3.91,21.50,2.92,11.54,28.57,30.18,2022_4_13_21_7R,21,7R
37,2,4349,犬童千秋,36,福岡,49,B1,5.50,36.63,5.08,34.62,39.91,34.51,2022_4_13_21_7R,21,7R
38,3,4897,深見亜由,30,愛知,46,B1,4.43,17.58,4.78,22.22,25.98,46.29,2022_4_13_21_7R,21,7R
39,4,4874,池田奈津,28,福岡,52,B1,4.54,20.00,3.46,7.69,40.00,33.77,2022_4_13_21_7R,21,7R
40,5,4990,田中博子,24,福岡,50,B2,3.53,17.02,2.19,0.00,36.08,37.30,2022_4_13_21_7R,21,7R
41,6,5148,松本怜,28,福岡,49,B2,2.54,4.08,1.94,2.86,44.92,34.58,2022_4_13_21_7R,21,7R
42,1,4627,藤原菜希,35,東京,47,B1,5.80,44.29,5.64,36.36,40.76,32.02,2022_4_13_21_8R,21,8R
43,2,3604,武藤綾子,51,福岡,47,B1,4.29,22.47,4.28,20.69,40.53,35.45,2022_4_13_21_8R,21,8R
44,3,5118,野田なづ,21,佐賀,46,B1,3.04,7.41,0.00,0.00,39.32,31.86,2022_4_13_21_8R,21,8R
45,4,5129,山口真喜,25,長崎,49,B1,3.62,13.21,2.48,4.55,45.16,32.75,2022_4_13_21_8R,21,8R
46,5,4738,清埜翔子,30,埼玉,49,A2,5.54,38.60,3.38,6.25,40.00,34.20,2022_4_13_21_8R,21,8R
47,6,5227,川原愛未,19,福岡,49,B2,1.52,2.08,1.56,0.00,31.34,31.88,2022_4_13_21_8R,21,8R
48,1,4938,小芦るり,24,佐賀,50,A2,5.61,39.45,5.82,35.29,31.68,33.19,2022_4_13_21_9R,21,9R
49,2,4499,滝川真由,34,長崎,46,B1,5.65,37.27,0.00,0.00,35.18,31.73,2022_4_13_21_9R,21,9R
50,3,3551,藤田美代,50,福岡,46,B1,4.61,22.78,3.89,16.67,32.00,33.33,2022_4_13_21_9R,21,9R
51,4,4913,清水さく,26,愛知,51,B1,4.16,18.52,0.00,0.00,36.17,33.04,2022_4_13_21_9R,21,9R
52,5,4941,孫崎百世,33,滋賀,45,B1,4.95,27.03,3.83,8.33,32.52,33.78,2022_4_13_21_9R,21,9R
53,6,4764,小池礼乃,31,福岡,46,B1,4.71,23.53,5.15,28.26,29.90,36.58,2022_4_13_21_9R,21,9R
54,1,3334,角ひとみ,53,広島,45,A2,4.96,28.32,5.05,35.00,37.25,33.04,2022_4_13_21_10R,21,10R
55,2,3188,日高逸子,60,福岡,45,A2,6.70,47.62,6.16,50.00,37.13,34.06,2022_4_13_21_10R,21,10R
56,3,4726,島田なぎ,34,埼玉,45,B1,5.83,42.67,4.76,29.31,31.05,35.08,2022_4_13_21_10R,21,10R
57,4,4947,間庭菜摘,29,福岡,47,B1,4.91,21.79,2.88,4.17,31.84,38.66,2022_4_13_21_10R,21,10R
58,5,4773,中川りな,28,福岡,50,A1,5.91,36.94,6.94,52.31,38.30,35.90,2022_4_13_21_10R,21,10R
59,6,4447,深川麻奈,35,福岡,49,B2,3.96,25.49,5.96,44.23,24.31,41.63,2022_4_13_21_10R,21,10R
60,1,3435,寺田千恵,52,岡山,45,A1,7.04,57.50,6.41,39.22,41.30,33.04,2022_4_13_21_11R,21,11R
61,2,4924,中北涼,29,長崎,48,B1,4.77,21.92,3.56,14.81,53.97,41.78,2022_4_13_21_11R,21,11R
62,3,5056,西岡成美,25,徳島,46,B1,5.37,31.71,2.38,0.00,38.38,35.56,2022_4_13_21_11R,21,11R
63,4,4399,松本晶恵,34,群馬,47,A1,6.19,42.71,7.29,61.29,31.25,31.74,2022_4_13_21_11R,21,11R
64,5,4536,喜井つか,32,岡山,47,B1,6.35,46.67,6.00,44.44,43.48,29.96,2022_4_13_21_11R,21,11R
65,6,4897,深見亜由,30,愛知,46,B1,4.43,17.58,4.78,22.22,25.98,46.29,2022_4_13_21_11R,21,11R
66,1,4450,平高奈菜,34,香川,48,A1,7.00,45.69,6.03,30.77,36.27,32.88,2022_4_13_21_12R,21,12R
67,2,4433,川野芽唯,36,福岡,46,A2,5.63,40.37,7.07,59.32,33.80,37.50,2022_4_13_21_12R,21,12R
68,3,4347,魚谷香織,36,福岡,45,B2,6.44,47.50,4.90,30.00,34.91,37.35,2022_4_13_21_12R,21,12R
69,4,4823,中村桃佳,29,香川,45,A1,6.69,44.00,5.35,35.00,45.45,29.81,2022_4_13_21_12R,21,12R
70,5,4123,細川裕子,40,愛知,46,A1,6.66,49.54,7.26,52.17,25.91,30.09,2022_4_13_21_12R,21,12R
71,6,4963,實森美祐,25,広島,45,A1,5.06,29.63,4.71,26.83,29.23,35.56,2022_4_13_21_12R,21,12R
72,1,4449,中嶋達也,34,兵庫,53,B1,4.10,21.11,0.00,0.00,34.57,40.00,2022_4_13_20_1R,20,1R
73,2,3680,森林太,49,長崎,55,B1,4.12,21.28,4.74,33.33,27.00,27.72,2022_4_13_20_1R,20,1R
74,3,4692,酒井俊弘,38,福井,53,B1,4.41,23.71,3.81,18.75,35.05,38.71,2022_4_13_20_1R,20,1R
75,4,5208,屋良龍紀,24,長崎,52,B2,1.42,0.00,0.00,0.00,31.11,27.27,2022_4_13_20_1R,20,1R
76,5,3741,松尾基成,47,福岡,56,B1,4.22,19.33,4.16,15.79,35.87,36.65,2022_4_13_20_1R,20,1R
77,6,5135,仲航太,22,東京,54,B1,3.43,12.26,0.00,0.00,43.01,30.98,2022_4_13_20_1R,20,1R
78,1,4779,伊倉光,36,東京,54,B1,4.49,22.11,0.00,0.00,35.16,40.76,2022_4_13_20_2R,20,2R
79,2,4062,後藤陽介,42,愛知,56,B1,5.09,30.09,4.50,12.50,35.58,27.49,2022_4_13_20_2R,20,2R
80,3,3730,塩崎優司,49,愛知,52,B1,4.37,22.73,5.40,40.00,40.00,35.79,2022_4_13_20_2R,20,2R
81,4,4112,大久保信,41,佐賀,52,A2,5.49,37.32,4.58,25.00,28.44,27.37,2022_4_13_20_2R,20,2R
82,5,3953,志道吉和,45,福岡,52,B1,4.40,20.00,4.90,30.19,29.21,30.00,2022_4_13_20_2R,20,2R
83,6,3773,津留浩一,47,長崎,56,B1,5.15,31.31,5.32,31.58,29.79,34.24,2022_4_13_20_2R,20,2R
84,1,4241,大串重幸,37,長崎,54,B1,5.37,35.24,4.09,20.00,35.63,38.22,2022_4_13_20_3R,20,3R
85,2,4880,澤崎雄哉,26,東京,51,B1,5.55,34.69,4.10,10.00,37.25,27.93,2022_4_13_20_3R,20,3R
86,3,3998,冨成謙児,42,佐賀,51,B1,4.77,25.77,4.83,16.67,26.32,32.02,2022_4_13_20_3R,20,3R
87,4,3892,草場康幸,46,佐賀,53,B1,5.04,30.59,4.44,22.22,46.15,29.26,2022_4_13_20_3R,20,3R
88,5,4189,川上剛,40,福岡,56,A1,6.43,46.10,6.67,51.52,24.32,35.16,2022_4_13_20_3R,20,3R
89,6,4905,土井祥伍,27,大阪,54,B1,4.57,25.77,0.00,0.00,40.43,34.88,2022_4_13_20_3R,20,3R
90,1,3809,吉田光,46,佐賀,48,B1,5.00,30.39,4.63,30.23,23.96,36.36,2022_4_13_20_4R,20,4R
91,2,4345,西舘健,37,東京,54,B1,4.21,17.54,0.00,0.00,27.37,36.67,2022_4_13_20_4R,20,4R
92,3,5031,渡辺空依,24,福岡,54,B2,3.20,6.78,2.06,3.13,27.66,31.89,2022_4_13_20_4R,20,4R
93,4,3455,谷本幸司,51,愛知,52,A2,5.40,37.50,0.00,0.00,41.18,31.52,2022_4_13_20_4R,20,4R
94,5,5101,表健太,25,福岡,54,B2,2.55,4.76,2.33,8.33,23.75,35.98,2022_4_13_20_4R,20,4R
95,6,3577,向所浩二,49,兵庫,57,A2,5.16,32.41,5.79,42.11,32.71,34.76,2022_4_13_20_4R,20,4R
96,1,4292,麻生慎介,37,広島,51,A1,6.06,43.75,5.31,34.62,25.47,31.55,2022_4_13_20_5R,20,5R
97,2,4561,藤山翔大,31,大阪,52,A1,7.56,65.28,6.31,46.15,39.18,26.37,2022_4_13_20_5R,20,5R
98,3,4449,中嶋達也,34,兵庫,53,B1,4.10,21.11,0.00,0.00,34.57,40.00,2022_4_13_20_5R,20,5R
99,4,4323,山田佑樹,35,岡山,56,A2,5.63,40.48,5.38,35.29,37.63,31.64,2022_4_13_20_5R,20,5R
100,5,4664,東口晃,38,福井,54,B1,3.84,19.05,4.25,12.50,35.29,29.78,2022_4_13_20_5R,20,5R
101,6,4692,酒井俊弘,38,福井,53,B1,4.41,23.71,3.81,18.75,35.05,38.71,2022_4_13_20_5R,20,5R
102,1,3534,野澤大二,50,東京,56,A2,5.49,33.33,5.89,37.84,27.84,35.64,2022_4_13_20_6R,20,6R
103,2,3730,塩崎優司,49,愛知,52,B1,4.37,22.73,5.40,40.00,40.00,35.79,2022_4_13_20_6R,20,6R
104,3,3773,津留浩一,47,長崎,56,B1,5.15,31.31,5.32,31.58,29.79,34.24,2022_4_13_20_6R,20,6R
105,4,3680,森林太,49,長崎,55,B1,4.12,21.28,4.74,33.33,27.00,27.72,2022_4_13_20_6R,20,6R
106,5,4653,小野達哉,36,大阪,53,A2,6.74,52.00,5.83,38.89,26.53,31.40,2022_4_13_20_6R,20,6R
107,6,3349,吉田一郎,54,長崎,51,A1,6.11,46.22,6.37,46.34,28.07,22.09,2022_4_13_20_6R,20,6R
108,1,3849,中岡正彦,44,香川,52,A2,6.10,44.04,5.86,41.43,27.27,39.31,2022_4_13_20_7R,20,7R
109,2,4039,村上功祐,43,大阪,59,A2,5.83,40.95,4.10,20.00,40.66,37.64,2022_4_13_20_7R,20,7R
110,3,4779,伊倉光,36,東京,54,B1,4.49,22.11,0.00,0.00,35.16,40.76,2022_4_13_20_7R,20,7R
111,4,5135,仲航太,22,東京,54,B1,3.43,12.26,0.00,0.00,43.01,30.98,2022_4_13_20_7R,20,7R
112,5,3307,上瀧和則,53,佐賀,53,A2,6.39,49.07,4.65,30.00,30.00,38.12,2022_4_13_20_7R,20,7R
113,6,4638,小林遼太,31,福岡,54,B1,4.53,25.00,4.08,26.92,10.71,29.61,2022_4_13_20_7R,20,7R
114,1,3997,北村征嗣,42,大阪,52,A1,6.97,53.47,7.71,57.14,28.09,30.00,2022_4_13_20_8R,20,8R
115,2,3577,向所浩二,49,兵庫,57,A2,5.16,32.41,5.79,42.11,32.71,34.76,2022_4_13_20_8R,20,8R
116,3,4112,大久保信,41,佐賀,52,A2,5.49,37.32,4.58,25.00,28.44,27.37,2022_4_13_20_8R,20,8R
117,4,3741,松尾基成,47,福岡,56,B1,4.22,19.33,4.16,15.79,35.87,36.65,2022_4_13_20_8R,20,8R
118,5,4062,後藤陽介,42,愛知,56,B1,5.09,30.09,4.50,12.50,35.58,27.49,2022_4_13_20_8R,20,8R
119,6,5208,屋良龍紀,24,長崎,52,B2,1.42,0.00,0.00,0.00,31.11,27.27,2022_4_13_20_8R,20,8R
120,1,4561,藤山翔大,31,大阪,52,A1,7.56,65.28,6.31,46.15,39.18,26.37,2022_4_13_20_9R,20,9R
121,2,3953,志道吉和,45,福岡,52,B1,4.40,20.00,4.90,30.19,29.21,30.00,2022_4_13_20_9R,20,9R
122,3,4189,川上剛,40,福岡,56,A1,6.43,46.10,6.67,51.52,24.32,35.16,2022_4_13_20_9R,20,9R
123,4,4241,大串重幸,37,長崎,54,B1,5.37,35.24,4.09,20.00,35.63,38.22,2022_4_13_20_9R,20,9R
124,5,4323,山田佑樹,35,岡山,56,A2,5.63,40.48,5.38,35.29,37.63,31.64,2022_4_13_20_9R,20,9R
125,6,4345,西舘健,37,東京,54,B1,4.21,17.54,0.00,0.00,27.37,36.67,2022_4_13_20_9R,20,9R
126,1,4653,小野達哉,36,大阪,53,A2,6.74,52.00,5.83,38.89,26.53,31.40,2022_4_13_20_10R,20,10R
127,2,4292,麻生慎介,37,広島,51,A1,6.06,43.75,5.31,34.62,25.47,31.55,2022_4_13_20_10R,20,10R
128,3,3892,草場康幸,46,佐賀,53,B1,5.04,30.59,4.44,22.22,46.15,29.26,2022_4_13_20_10R,20,10R
129,4,3849,中岡正彦,44,香川,52,A2,6.10,44.04,5.86,41.43,27.27,39.31,2022_4_13_20_10R,20,10R
130,5,3809,吉田光,46,佐賀,48,B1,5.00,30.39,4.63,30.23,23.96,36.36,2022_4_13_20_10R,20,10R
131,6,3534,野澤大二,50,東京,56,A2,5.49,33.33,5.89,37.84,27.84,35.64,2022_4_13_20_10R,20,10R
132,1,3349,吉田一郎,54,長崎,51,A1,6.11,46.22,6.37,46.34,28.07,22.09,2022_4_13_20_11R,20,11R
133,2,3307,上瀧和則,53,佐賀,53,A2,6.39,49.07,4.65,30.00,30.00,38.12,2022_4_13_20_11R,20,11R
134,3,4039,村上功祐,43,大阪,59,A2,5.83,40.95,4.10,20.00,40.66,37.64,2022_4_13_20_11R,20,11R
135,4,4880,澤崎雄哉,26,東京,51,B1,5.55,34.69,4.10,10.00,37.25,27.93,2022_4_13_20_11R,20,11R
136,5,5031,渡辺空依,24,福岡,54,B2,3.20,6.78,2.06,3.13,27.66,31.89,2022_4_13_20_11R,20,11R
137,6,3997,北村征嗣,42,大阪,52,A1,6.97,53.47,7.71,57.14,28.09,30.00,2022_4_13_20_11R,20,11R
138,1,4500,山田康二,34,佐賀,52,B1,7.68,69.57,6.69,51.28,19.28,23.66,2022_4_13_20_12R,20,12R
139,2,4042,丸岡正典,42,大阪,50,A1,7.37,51.79,5.00,12.50,42.72,31.25,2022_4_13_20_12R,20,12R
140,3,3752,宇土泰就,50,福岡,54,B1,4.92,25.97,4.81,23.40,34.65,40.64,2022_4_13_20_12R,20,12R
141,4,4811,向井田佑,32,広島,50,A2,5.43,37.50,5.33,33.33,39.60,43.26,2022_4_13_20_12R,20,12R
142,5,3893,汐崎正則,45,愛知,54,A2,5.50,35.58,4.92,33.33,31.58,31.61,2022_4_13_20_12R,20,12R
143,6,3874,山本寛久,45,岡山,52,A1,6.10,40.82,6.41,40.74,34.65,26.16,2022_4_13_20_12R,20,12R
144,1,4131,原豊土,41,静岡,54,A2,6.34,47.06,3.25,25.00,36.04,21.88,2022_4_13_17_1R,17,1R
145,2,4594,谷川祐一,40,滋賀,52,B1,6.19,44.55,6.33,45.24,36.36,41.41,2022_4_13_17_1R,17,1R
146,3,3539,金子順一,54,山口,54,B1,4.38,26.02,4.09,25.58,28.28,31.31,2022_4_13_17_1R,17,1R
147,4,3784,中島友和,45,佐賀,53,B1,5.56,35.48,5.45,39.73,36.79,33.01,2022_4_13_17_1R,17,1R
148,5,3532,柴田光,50,群馬,54,B1,6.47,47.46,5.82,40.91,29.36,38.78,2022_4_13_17_1R,17,1R
149,6,4158,木場雄二,40,山口,57,B1,5.86,41.41,4.84,31.11,35.71,36.56,2022_4_13_17_1R,17,1R
150,1,3851,森田昭彦,49,福岡,56,B1,4.11,18.95,4.40,28.33,30.85,32.53,2022_4_13_17_2R,17,2R
151,2,4469,土山卓也,35,福井,54,B1,5.64,35.71,5.19,33.33,36.84,32.99,2022_4_13_17_2R,17,2R
152,3,3832,下田哲也,47,香川,55,B1,4.96,25.45,4.96,26.92,24.72,42.86,2022_4_13_17_2R,17,2R
153,4,4991,宗行治哉,24,広島,51,B1,5.07,30.00,5.37,32.80,38.27,23.75,2022_4_13_17_2R,17,2R
154,5,4453,永田郁弥,34,愛知,55,B1,4.60,25.27,3.67,11.11,26.09,17.86,2022_4_13_17_2R,17,2R
155,6,3910,松下知幸,48,香川,51,B1,4.67,21.98,4.55,20.69,33.01,36.47,2022_4_13_17_2R,17,2R
156,1,3869,井芹大志,46,福岡,56,B1,4.83,26.83,4.13,25.00,22.22,31.03,2022_4_13_17_3R,17,3R
157,2,4736,高倉和士,30,福岡,54,A1,6.43,47.96,6.36,48.00,31.11,39.53,2022_4_13_17_3R,17,3R
158,3,4068,幸田智裕,41,静岡,55,B1,5.14,30.00,5.43,14.29,24.32,32.65,2022_4_13_17_3R,17,3R
159,4,4411,沢田昭宏,36,大阪,57,A2,5.94,37.90,4.61,14.29,29.27,30.10,2022_4_13_17_3R,17,3R
160,5,4182,吉田和仁,38,滋賀,56,B1,5.05,27.17,5.79,36.84,31.68,34.34,2022_4_13_17_3R,17,3R
161,6,4379,桑島和宏,37,東京,56,A2,6.04,35.09,5.73,36.36,35.20,35.29,2022_4_13_17_3R,17,3R
162,1,3904,森貴洋,44,大阪,56,A2,6.45,44.26,5.00,42.86,18.31,28.43,2022_4_13_17_4R,17,4R
163,2,4102,益田啓司,42,福岡,51,A1,7.11,60.00,7.29,58.33,24.68,30.93,2022_4_13_17_4R,17,4R
164,3,5009,大賀龍之,25,福岡,57,B2,5.53,40.35,2.37,5.26,33.87,28.13,2022_4_13_17_4R,17,4R
165,4,3294,野中義生,56,静岡,54,B1,4.81,32.69,4.56,22.22,25.26,32.00,2022_4_13_17_4R,17,4R
166,5,3905,天野友和,44,愛知,53,A2,5.48,35.14,5.15,30.00,29.76,43.75,2022_4_13_17_4R,17,4R
167,6,4181,花本夏樹,38,三重,53,B1,4.49,24.77,3.67,16.67,36.89,30.43,2022_4_13_17_4R,17,4R
168,1,4593,小坂宗司,41,大阪,52,A1,5.91,37.61,5.13,25.00,30.77,21.43,2022_4_13_17_5R,17,5R
169,2,3532,柴田光,50,群馬,54,B1,6.47,47.46,5.82,40.91,29.36,38.78,2022_4_13_17_5R,17,5R
170,3,5102,原田雄次,24,福岡,51,B1,4.36,25.64,4.00,33.33,29.81,37.50,2022_4_13_17_5R,17,5R
171,4,5098,大江純,26,愛知,56,B1,3.29,12.99,0.00,0.00,40.00,36.00,2022_4_13_17_5R,17,5R
172,5,4467,渡邉俊介,35,愛知,51,A2,5.53,38.89,3.90,15.00,28.95,29.41,2022_4_13_17_5R,17,5R
173,6,3681,山谷央,48,東京,51,A2,6.97,55.05,0.00,0.00,25.00,40.20,2022_4_13_17_5R,17,5R
174,1,4113,木村浩士,41,群馬,55,B1,5.49,33.02,6.13,40.00,32.50,47.37,2022_4_13_17_6R,17,6R
175,2,4539,金子賢志,31,群馬,52,A1,6.02,40.94,0.00,0.00,30.69,38.14,2022_4_13_17_6R,17,6R
176,3,3514,山一鉄也,54,福岡,51,A1,5.96,40.88,5.78,40.58,28.30,36.36,2022_4_13_17_6R,17,6R
177,4,4027,松江秀徳,44,佐賀,55,A2,5.82,37.07,5.04,28.57,28.45,35.05,2022_4_13_17_6R,17,6R
178,5,3832,下田哲也,47,香川,55,B1,4.96,25.45,4.96,26.92,24.72,42.86,2022_4_13_17_6R,17,6R
179,6,3539,金子順一,54,山口,54,B1,4.38,26.02,4.09,25.58,28.28,31.31,2022_4_13_17_6R,17,6R
180,1,3784,中島友和,45,佐賀,53,B1,5.56,35.48,5.45,39.73,36.79,33.01,2022_4_13_17_7R,17,7R
181,2,4526,池田雄祐,33,愛知,51,A2,6.13,40.83,5.91,36.36,30.68,31.00,2022_4_13_17_7R,17,7R
182,3,4445,宮地元輝,35,佐賀,56,A2,6.76,52.43,6.68,53.66,36.54,14.08,2022_4_13_17_7R,17,7R
183,4,4469,土山卓也,35,福井,54,B1,5.64,35.71,5.19,33.33,36.84,32.99,2022_4_13_17_7R,17,7R
184,5,4360,庄司孝輔,37,静岡,53,B1,5.24,28.83,0.00,0.00,28.00,39.77,2022_4_13_17_7R,17,7R
185,6,4218,吉川喜継,40,滋賀,52,A2,6.28,47.45,5.30,24.32,35.92,23.66,2022_4_13_17_7R,17,7R
186,1,3742,宮地秀祈,47,福岡,53,B1,5.40,33.64,4.78,22.22,25.77,45.36,2022_4_13_17_8R,17,8R
187,2,4466,南佑典,35,三重,51,A2,6.06,44.23,4.63,25.00,27.08,32.26,2022_4_13_17_8R,17,8R
188,3,4288,永田啓二,37,福岡,53,A1,7.28,59.06,6.68,51.32,30.77,26.80,2022_4_13_17_8R,17,8R
189,4,4594,谷川祐一,40,滋賀,52,B1,6.19,44.55,6.33,45.24,36.36,41.41,2022_4_13_17_8R,17,8R
190,5,4196,田中太一,40,佐賀,54,B1,4.34,24.00,4.97,30.00,25.00,36.36,2022_4_13_17_8R,17,8R
191,6,4991,宗行治哉,24,広島,51,B1,5.07,30.00,5.37,32.80,38.27,23.75,2022_4_13_17_8R,17,8R
192,1,4411,沢田昭宏,36,大阪,57,A2,5.94,37.90,4.61,14.29,29.27,30.10,2022_4_13_17_9R,17,9R
