,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4241,大串重幸,35,長崎,52,B1,4.69,26.80,5.46,36.99,56.10,41.86,2020_9_17_24_1R,24,1R
1,2,4841,高橋悠花,28,岡山,47,B2,4.06,22.64,4.04,26.09,33.33,29.79,2020_9_17_24_1R,24,1R
2,3,4299,中島浩哉,37,長崎,57,B1,4.79,27.10,5.16,34.15,31.48,25.81,2020_9_17_24_1R,24,1R
3,4,4107,吉村茂樹,40,群馬,64,B1,3.52,15.09,5.00,40.00,33.33,15.91,2020_9_17_24_1R,24,1R
4,5,5052,赤井星璃,25,大阪,50,B2,1.79,0.00,1.53,0.00,38.64,33.33,2020_9_17_24_1R,24,1R
5,6,3663,木山和幸,50,広島,50,B1,4.95,25.89,4.75,25.00,18.60,40.82,2020_9_17_24_1R,24,1R
6,1,4329,小松卓司,37,福岡,50,B1,5.36,32.43,3.88,12.50,40.00,9.76,2020_9_17_24_2R,24,2R
7,2,4034,西原明生,41,香川,54,B1,4.74,27.08,3.17,17.24,34.62,39.22,2020_9_17_24_2R,24,2R
8,3,4574,東潤樹,32,広島,51,B1,5.33,31.07,5.80,40.00,34.78,22.92,2020_9_17_24_2R,24,2R
9,4,4273,佐藤旭,38,静岡,52,B1,5.05,29.59,4.43,17.86,25.00,54.72,2020_9_17_24_2R,24,2R
10,5,4006,小野勇作,42,佐賀,50,A1,6.10,45.35,5.84,39.53,33.33,10.00,2020_9_17_24_2R,24,2R
11,6,4089,妹尾忠幸,40,岡山,54,A2,5.95,35.79,6.38,37.50,19.44,29.79,2020_9_17_24_2R,24,2R
12,1,3604,武藤綾子,49,福岡,48,B1,4.88,21.98,5.11,25.53,42.86,13.51,2020_9_17_24_3R,24,3R
13,2,4352,下條雄太,34,長崎,51,A1,6.95,52.71,7.43,56.97,29.79,43.14,2020_9_17_24_3R,24,3R
14,3,4441,末永由楽,34,岡山,51,A1,6.08,41.98,5.74,35.48,35.09,38.30,2020_9_17_24_3R,24,3R
15,4,4383,竹田吉行,35,徳島,51,B1,5.34,31.03,6.17,50.00,18.42,33.33,2020_9_17_24_3R,24,3R
16,5,3878,胡本悟志,43,山口,51,B1,4.64,27.78,3.75,12.50,42.55,19.57,2020_9_17_24_3R,24,3R
17,6,3289,高橋淳美,57,大阪,47,B1,4.78,34.57,3.81,19.05,39.58,34.00,2020_9_17_24_3R,24,3R
18,1,4695,尾崎雄二,34,長崎,52,B1,4.24,20.41,5.08,34.29,45.10,19.05,2020_9_17_24_4R,24,4R
19,2,4120,柘植政浩,39,滋賀,52,A2,5.47,37.19,6.86,50.00,27.27,45.45,2020_9_17_24_4R,24,4R
20,3,4580,長谷川雅,31,岡山,50,A1,6.24,38.46,6.26,43.86,27.91,27.78,2020_9_17_24_4R,24,4R
21,4,4724,吉田祐貴,34,佐賀,51,B1,4.65,25.53,3.64,14.29,35.71,17.65,2020_9_17_24_4R,24,4R
22,5,3773,津留浩一,46,長崎,55,B1,4.71,27.54,5.61,37.89,27.91,26.19,2020_9_17_24_4R,24,4R
23,6,3435,寺田千恵,51,岡山,46,A1,6.20,45.71,7.53,60.00,48.89,29.27,2020_9_17_24_4R,24,4R
24,1,3070,山室展弘,59,岡山,50,A2,5.54,42.68,6.13,44.23,36.36,25.00,2020_9_17_24_5R,24,5R
25,2,4207,松下一也,37,静岡,53,A2,6.59,55.24,5.64,33.33,36.00,42.22,2020_9_17_24_5R,24,5R
26,3,3872,岡田憲行,44,大阪,53,A1,6.38,48.00,6.35,55.00,30.43,48.94,2020_9_17_24_5R,24,5R
27,4,4094,中島真二,39,福岡,51,B1,4.52,17.53,4.77,26.92,11.63,44.68,2020_9_17_24_5R,24,5R
28,5,4107,吉村茂樹,40,群馬,64,B1,3.52,15.09,5.00,40.00,33.33,15.91,2020_9_17_24_5R,24,5R
29,6,3290,倉谷和信,56,大阪,53,A1,6.41,50.00,6.90,60.00,20.00,34.09,2020_9_17_24_5R,24,5R
30,1,4373,若狭奈美,32,岡山,46,A2,5.45,26.83,5.17,31.71,23.91,41.18,2020_9_17_24_6R,24,6R
31,2,3708,岡部貴司,46,岡山,55,A2,5.28,28.97,5.75,36.36,28.85,30.61,2020_9_17_24_6R,24,6R
32,3,4329,小松卓司,37,福岡,50,B1,5.36,32.43,3.88,12.50,40.00,9.76,2020_9_17_24_6R,24,6R
33,4,4892,柴田直哉,30,福岡,50,B1,4.74,22.35,3.20,13.33,29.82,33.96,2020_9_17_24_6R,24,6R
34,5,4884,勝浦真帆,24,岡山,47,B1,5.02,33.33,4.91,26.09,13.89,16.22,2020_9_17_24_6R,24,6R
35,6,3779,原田幸哉,44,長崎,52,A1,6.69,43.75,8.15,70.29,27.66,32.08,2020_9_17_24_6R,24,6R
36,1,4677,片橋幸貴,32,滋賀,54,A2,5.78,41.12,5.78,33.33,20.00,38.00,2020_9_17_24_7R,24,7R
37,2,3663,木山和幸,50,広島,50,B1,4.95,25.89,4.75,25.00,18.60,40.82,2020_9_17_24_7R,24,7R
38,3,4052,興津藍,39,徳島,49,A1,7.97,64.41,7.77,65.38,41.18,24.53,2020_9_17_24_7R,24,7R
39,4,4292,麻生慎介,35,広島,49,A2,5.32,32.95,5.63,45.71,41.82,28.89,2020_9_17_24_7R,24,7R
40,5,4383,竹田吉行,35,徳島,51,B1,5.34,31.03,6.17,50.00,18.42,33.33,2020_9_17_24_7R,24,7R
41,6,4874,池田奈津,26,福岡,50,B1,4.28,23.17,5.14,28.57,50.00,42.55,2020_9_17_24_7R,24,7R
42,1,3872,岡田憲行,44,大阪,53,A1,6.38,48.00,6.35,55.00,30.43,48.94,2020_9_17_24_8R,24,8R
43,2,3746,岡瀬正人,45,岡山,52,A2,6.02,40.54,6.20,44.44,36.96,36.36,2020_9_17_24_8R,24,8R
44,3,4362,土屋智則,35,群馬,50,A1,6.73,50.37,6.87,50.91,13.64,23.91,2020_9_17_24_8R,24,8R
45,4,4574,東潤樹,32,広島,51,B1,5.33,31.07,5.80,40.00,34.78,22.92,2020_9_17_24_8R,24,8R
46,5,4171,榎幸司,38,長崎,51,A2,6.58,48.48,7.07,56.64,10.26,28.89,2020_9_17_24_8R,24,8R
47,6,3773,津留浩一,46,長崎,55,B1,4.71,27.54,5.61,37.89,27.91,26.19,2020_9_17_24_8R,24,8R
48,1,4441,末永由楽,34,岡山,51,A1,6.08,41.98,5.74,35.48,35.09,38.30,2020_9_17_24_9R,24,9R
49,2,4006,小野勇作,42,佐賀,50,A1,6.10,45.35,5.84,39.53,33.33,10.00,2020_9_17_24_9R,24,9R
50,3,3070,山室展弘,59,岡山,50,A2,5.54,42.68,6.13,44.23,36.36,25.00,2020_9_17_24_9R,24,9R
