,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3635,石田政吾,52,福井,53,A1,5.64,42.86,6.71,64.71,21.62,34.06,2022_11_15_23_1R,23,1R
1,2,3921,川村正輝,47,福井,51,B1,5.16,28.09,5.34,37.50,38.78,26.52,2022_11_15_23_1R,23,1R
2,3,4432,黄金井力,36,埼玉,55,B1,5.70,35.11,0.00,0.00,20.00,34.53,2022_11_15_23_1R,23,1R
3,4,4196,田中太一,40,佐賀,52,B1,4.66,29.03,5.08,31.48,15.15,35.77,2022_11_15_23_1R,23,1R
4,5,4091,荒田泰明,41,埼玉,53,B1,4.40,25.71,6.25,50.00,33.33,28.24,2022_11_15_23_1R,23,1R
5,6,5212,西川拓利,24,福岡,58,B2,1.92,1.03,1.00,0.00,24.00,35.42,2022_11_15_23_1R,23,1R
6,1,4732,堀本和也,33,徳島,55,A2,6.81,50.52,7.35,58.82,34.78,28.91,2022_11_15_23_2R,23,2R
7,2,4949,横田貴満,30,佐賀,51,A2,5.68,39.66,5.05,30.86,29.41,36.03,2022_11_15_23_2R,23,2R
8,3,3809,吉田光,47,佐賀,50,B1,5.30,33.75,5.12,32.39,27.50,37.23,2022_11_15_23_2R,23,2R
9,4,4952,吉武真也,28,福岡,52,B2,4.57,42.86,3.22,13.51,31.91,39.29,2022_11_15_23_2R,23,2R
10,5,3875,廣中良一,46,山口,52,B1,4.63,25.25,4.41,27.27,14.29,43.61,2022_11_15_23_2R,23,2R
11,6,3283,窪田好弘,55,福井,52,B1,4.26,23.53,3.89,5.56,17.07,32.33,2022_11_15_23_2R,23,2R
12,1,3300,川崎智幸,55,岡山,53,A2,5.95,41.38,5.14,22.73,33.33,16.15,2022_11_15_23_3R,23,3R
13,2,5177,松井貫太,26,福岡,51,B2,2.22,1.03,1.59,0.00,35.29,33.10,2022_11_15_23_3R,23,3R
14,3,3319,山崎義明,55,埼玉,51,A1,5.98,38.83,0.00,0.00,24.39,32.59,2022_11_15_23_3R,23,3R
15,4,3176,長谷川巌,58,山口,50,B2,4.51,25.29,2.20,0.00,25.53,35.11,2022_11_15_23_3R,23,3R
16,5,3891,谷口健一,47,福井,54,B1,4.09,19.74,4.27,18.18,25.71,39.23,2022_11_15_23_3R,23,3R
17,6,5154,村松栄太,26,広島,53,B1,2.00,2.82,1.75,0.00,21.43,30.88,2022_11_15_23_3R,23,3R
18,1,4416,三宅健太,35,広島,55,B1,5.03,28.21,5.41,38.89,39.47,43.17,2022_11_15_23_4R,23,4R
19,2,5124,上瀧絢也,26,佐賀,53,B2,2.36,7.55,1.81,3.85,35.29,43.94,2022_11_15_23_4R,23,4R
20,3,4216,星栄爾,37,静岡,53,A2,6.47,50.00,6.54,46.43,46.15,40.44,2022_11_15_23_4R,23,4R
21,4,3574,大神康司,50,福岡,53,A2,6.14,46.85,5.64,38.14,42.22,23.58,2022_11_15_23_4R,23,4R
22,5,5102,原田雄次,24,福岡,51,B1,4.86,24.68,3.83,17.39,25.71,36.44,2022_11_15_23_4R,23,4R
23,6,4516,野口勝弘,35,愛知,52,A2,5.44,34.82,5.22,33.33,30.00,30.83,2022_11_15_23_4R,23,4R
24,1,5093,浦野海,20,福岡,53,B1,4.26,22.35,2.50,8.33,43.33,25.21,2022_11_15_23_5R,23,5R
25,2,3955,眞田英二,45,徳島,52,A2,6.32,44.04,6.38,44.68,28.00,23.53,2022_11_15_23_5R,23,5R
