,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3845,中谷朋子,11,76,6.64,1,0.14,23,1R,晴,南西,3,3,2020_4_3,1-3-4,890,1-3-4,410,1-3,240,1-3,200,2020_4_3_23_1R
1,2,3,4938,小芦るり華,23,69,6.64,3,0.10,23,1R,晴,南西,3,3,2020_4_3,1-3-4,890,1-3-4,410,1-3,240,1-3,200,2020_4_3_23_1R
2,3,4,4224,大橋栄里佳,46,34,6.66,4,0.14,23,1R,晴,南西,3,3,2020_4_3,1-3-4,890,1-3-4,410,1-3,240,1-3,200,2020_4_3_23_1R
3,4,2,4098,赤澤文香,30,68,6.70,2,0.15,23,1R,晴,南西,3,3,2020_4_3,1-3-4,890,1-3-4,410,1-3,240,1-3,200,2020_4_3_23_1R
4,5,5,4726,島田なぎさ,28,71,6.68,6,0.13,23,1R,晴,南西,3,3,2020_4_3,1-3-4,890,1-3-4,410,1-3,240,1-3,200,2020_4_3_23_1R
5,6,6,3355,橋谷田佳織,38,38,6.70,5,0.19,23,1R,晴,南西,3,3,2020_4_3,1-3-4,890,1-3-4,410,1-3,240,1-3,200,2020_4_3_23_1R
6,1,1,3994,茶谷桜,29,32,6.63,1,0.25,23,2R,晴,西,3,3,2020_4_3,1-2-4,540,1-2-4,220,1-2,230,1-2,130,2020_4_3_23_2R
7,2,2,3435,寺田千恵,17,66,6.64,2,0.28,23,2R,晴,西,3,3,2020_4_3,1-2-4,540,1-2-4,220,1-2,230,1-2,130,2020_4_3_23_2R
8,3,4,3254,柳澤千春,37,88,6.67,4,0.33,23,2R,晴,西,3,3,2020_4_3,1-2-4,540,1-2-4,220,1-2,230,1-2,130,2020_4_3_23_2R
9,4,5,4893,渡邉真奈美,25,43,6.64,5,0.28,23,2R,晴,西,3,3,2020_4_3,1-2-4,540,1-2-4,220,1-2,230,1-2,130,2020_4_3_23_2R
10,5,3,2983,鵜飼菜穂子,44,47,6.66,3,0.25,23,2R,晴,西,3,3,2020_4_3,1-2-4,540,1-2-4,220,1-2,230,1-2,130,2020_4_3_23_2R
11,6,6,5088,高憧四季,61,90,6.71,6,0.20,23,2R,晴,西,3,3,2020_4_3,1-2-4,540,1-2-4,220,1-2,230,1-2,130,2020_4_3_23_2R
12,1,2,3693,栢場優子,34,45,6.63,2,0.13,23,3R,晴,西,3,3,2020_4_3,2-1-3,5210,1-2-3,290,2-1,2590,1-2,470,2020_4_3_23_3R
13,2,1,4011,堀之内紀代子,47,77,6.63,1,0.19,23,3R,晴,西,3,3,2020_4_3,2-1-3,5210,1-2-3,290,2-1,2590,1-2,470,2020_4_3_23_3R
14,3,3,3188,日高逸子,45,36,6.65,3,0.13,23,3R,晴,西,3,3,2020_4_3,2-1-3,5210,1-2-3,290,2-1,2590,1-2,470,2020_4_3_23_3R
15,4,4,3357,福島陽子,36,86,6.65,4,0.16,23,3R,晴,西,3,3,2020_4_3,2-1-3,5210,1-2-3,290,2-1,2590,1-2,470,2020_4_3_23_3R
16,5,6,3704,本部めぐみ,68,63,6.65,6,0.17,23,3R,晴,西,3,3,2020_4_3,2-1-3,5210,1-2-3,290,2-1,2590,1-2,470,2020_4_3_23_3R
17,6,5,3509,道上千夏,69,79,6.68,5,0.15,23,3R,晴,西,3,3,2020_4_3,2-1-3,5210,1-2-3,290,2-1,2590,1-2,470,2020_4_3_23_3R
18,1,1,3618,海野ゆかり,12,73,6.66,1,0.18,23,4R,晴,西,3,3,2020_4_3,1-3-5,7010,1-3-5,2410,1-3,1450,1-3,1090,2020_4_3_23_4R
19,2,3,3177,宮本紀美,15,70,6.63,3,0.17,23,4R,晴,西,3,3,2020_4_3,1-3-5,7010,1-3-5,2410,1-3,1450,1-3,1090,2020_4_3_23_4R
20,3,5,3801,五反田忍,24,74,6.73,5,0.10,23,4R,晴,西,3,3,2020_4_3,1-3-5,7010,1-3-5,2410,1-3,1450,1-3,1090,2020_4_3_23_4R
21,4,4,4433,川野芽唯,48,85,6.68,4,0.15,23,4R,晴,西,3,3,2020_4_3,1-3-5,7010,1-3-5,2410,1-3,1450,1-3,1090,2020_4_3_23_4R
22,5,2,4349,犬童千秋,32,64,6.65,2,0.18,23,4R,晴,西,3,3,2020_4_3,1-3-5,7010,1-3-5,2410,1-3,1450,1-3,1090,2020_4_3_23_4R
23,6,6,5079,大石真央,31,75,6.73,6,0.17,23,4R,晴,西,3,3,2020_4_3,1-3-5,7010,1-3-5,2410,1-3,1450,1-3,1090,2020_4_3_23_4R
24,1,3,4482,守屋美穂,57,78,6.61,3,0.27,23,5R,晴,南西,3,3,2020_4_3,3-1-4,1130,1-3-4,300,3-1,410,1-3,200,2020_4_3_23_5R
25,2,1,4746,大豆生田蒼,66,62,6.62,1,0.37,23,5R,晴,南西,3,3,2020_4_3,3-1-4,1130,1-3-4,300,3-1,410,1-3,200,2020_4_3_23_5R
26,3,4,4994,山本梨菜,14,48,6.60,4,0.19,23,5R,晴,南西,3,3,2020_4_3,3-1-4,1130,1-3-4,300,3-1,410,1-3,200,2020_4_3_23_5R
27,4,5,5013,山下夏鈴,13,46,6.61,6,0.30,23,5R,晴,南西,3,3,2020_4_3,3-1-4,1130,1-3-4,300,3-1,410,1-3,200,2020_4_3_23_5R
28,5,6,4098,赤澤文香,30,68,6.74,5,0.34,23,5R,晴,南西,3,3,2020_4_3,3-1-4,1130,1-3-4,300,3-1,410,1-3,200,2020_4_3_23_5R
29,6,2,3486,渋田治代,59,67,6.71,2,0.30,23,5R,晴,南西,3,3,2020_4_3,3-1-4,1130,1-3-4,300,3-1,410,1-3,200,2020_4_3_23_5R
30,1,1,3943,三松直美,51,31,6.72,1,0.18,23,6R,晴,南西,4,4,2020_4_3,1-2-3,2730,1-2-3,590,1-2,1340,1-2,710,2020_4_3_23_6R
31,2,2,3289,高橋淳美,58,37,6.65,2,0.25,23,6R,晴,南西,4,4,2020_4_3,1-2-3,2730,1-2-3,590,1-2,1340,1-2,710,2020_4_3_23_6R
32,3,3,4123,細川裕子,50,87,6.69,3,0.21,23,6R,晴,南西,4,4,2020_4_3,1-2-3,2730,1-2-3,590,1-2,1340,1-2,710,2020_4_3_23_6R
33,4,4,3474,松瀬弘美,27,84,6.70,4,0.19,23,6R,晴,南西,4,4,2020_4_3,1-2-3,2730,1-2-3,590,1-2,1340,1-2,710,2020_4_3_23_6R
34,5,6,5056,西岡成美,22,41,6.59,6,0.17,23,6R,晴,南西,4,4,2020_4_3,1-2-3,2730,1-2-3,590,1-2,1340,1-2,710,2020_4_3_23_6R
35,6,5,4938,小芦るり華,23,69,6.62,5,0.17,23,6R,晴,南西,4,4,2020_4_3,1-2-3,2730,1-2-3,590,1-2,1340,1-2,710,2020_4_3_23_6R
36,1,2,3932,池田浩美,16,40,6.65,2,0.15,23,7R,晴,西,3,3,2020_4_3,2-3-4,5710,2-3-4,1570,2-3,740,2-3,600,2020_4_3_23_7R
